,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.9330713067158779,0.9353492011108676,1.0354889996805026,1.0078850779926618,1.1320877680223187,1.3703410538376444
MDD,-0.13006961922581625,-0.13006961922581625,-0.13006961922581625,-0.13006961922581625,-0.13006961922581625,-0.13006961922581625
SR,27.184474891371263,36.23230611523122,23.300569922274583,23.643504270478267,12.762504277577511,8.624437391593625
