,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.8433506732164364,0.8498004523766705,0.9117172457392934,0.9765184469129287,1.1766495439446871,1.4517724200347109
MDD,-0.2527117882863655,-0.2527117882863655,-0.2527117882863655,-0.2527117882863655,-0.2527117882863655,-0.2527117882863655
SR,11.921238236941303,16.607752596911435,20.344146323604186,16.03226118181973,8.182126659451187,5.2219852984867146
