,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.9664627154442642,1.0110399420723954,1.0504852953600534,1.0598467804730547,1.2876854388719654,1.5932566030155235
MDD,-0.10773295021728695,-0.10830081844011849,-0.10830081844011849,-0.10830081844011849,-0.10830081844011849,-0.10830081844011849
SR,-0.03782114004020423,0.013899394657423467,0.03042920021374824,0.017559949794598472,0.03978337657542365,0.05017309950719556
