,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.842225546743899,0.8886250737189166,0.9260235701174856,0.9899643334103103,1.1862676513879822,1.4984631784959173
MDD,-0.27520256444970004,-0.27520256444970004,-0.27520256444970004,-0.27520256444970004,-0.27520256444970004,-0.27520256444970004
SR,-0.12651478130031732,-0.057721313808551895,-0.02303694412745511,0.0017904470804847353,0.02261272674190572,0.03442683653442493
