,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.9965820905225565,1.0476488999681257,1.0578419181021923,1.0538141884910128,1.246619832495195,1.7439561279507343
MDD,-0.09389139762447729,-0.09389139762447729,-0.09389139762447729,-0.110234524249412,-0.110234524249412,-0.12149702033378627
SR,-3.2666309344535355e-05,0.04942353133830049,0.03516346996600423,0.015013009000511019,0.03211527922618015,0.05312351769397721
