,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.90412273533795,0.9541139081094211,0.9949975452389057,1.0488188839257573,1.2806009049346743,1.5977556048675596
MDD,-0.21019908109911464,-0.21019908109911464,-0.21019908109911464,-0.21019908109911464,-0.21019908109911464,-0.21019908109911464
SR,-0.09631268941777665,-0.02781075849968853,0.0017884053111137496,0.01337740260662083,0.03496654488082747,0.04489895511972771
