Date,Bonds - Global Governments,Bonds - UK Corporate,Bonds - UK Government All Stocks,Bonds - UK Government Long Duration,Commodities - Gold,Commodities - Natural Resources,Equities - Emerging Markets,Equities - Global Flex Cap,Equities - Global Large Cap 1,Equities - Global Large Cap 2,Equities - Global Small Cap,Equities - UK Large Cap,Equities - UK Small Cap,Property
18/03/2013,108.4,121,183.4,131.83,1119,95.18,1.62,103.53,1.52,0.9496,500.5,213.65,324.02,135.2
19/03/2013,108.3,121.3,184,133.25,1130,95.05,1.62,103.16,1.52,0.9489,503.1,214.13,323.52,135.2
20/03/2013,108.3,121.2,183.9,133.17,1129,94.31,1.61,102.67,1.52,0.9504,502.7,214.09,324.66,134.8
21/03/2013,107.9,121.3,183.9,132.97,1120,93.97,1.61,102.3,1.52,0.9544,502.5,211.97,324.48,134.4
22/03/2013,108.1,121.5,184.4,133.5,1135,93.53,1.6,101.49,1.51,0.9511,499,210.93,324.22,134.2
25/03/2013,108.1,121.4,184.1,134.14,1136,93.8,1.61,102.34,1.52,0.9584,498,214.57,324.02,135.3
26/03/2013,108.5,121.9,184.9,134.51,1124,93.4,1.62,101.98,1.52,0.9638,497.1,213.31,323.12,135.9
27/03/2013,108.8,122.4,186,135.53,1117,93.58,1.62,102.41,1.53,0.9731,504,213.77,322.72,137.2
28/03/2013,108.7,122.1,185.6,134.9,1126,93.88,1.63,102.67,1.54,0.9751,499.2,213.2,321.99,136.9
29/03/2013,108.7,122.1,185.6,134.96,1126,93.88,1.63,102.67,1.54,0.9751,499.2,213.2,321.99,136.9
01/04/2013,108.7,122.1,185.6,134.96,1126,93.88,1.63,102.67,1.54,0.9751,499.2,213.2,321.99,136.9
02/04/2013,108.7,122.1,185.6,134.77,1113,93.27,1.63,102.21,1.54,0.9696,498.3,215.23,323.25,137.4
03/04/2013,109.2,122,185.3,135.31,1081,92.91,1.63,102.65,1.56,0.9798,503.1,216.66,321.57,138.3
04/04/2013,109.4,122.5,186,136.37,1040,92.33,1.62,101.98,1.55,0.9684,494,213.14,318.84,139.5
05/04/2013,108.6,123,187.1,139.37,1042,90.9,1.58,100.5,1.53,0.962,488.3,209.65,318.01,139.6
08/04/2013,107.6,123.4,187.8,138.53,1044,91.07,1.57,100.45,1.52,0.9675,484.7,209.9,317.76,139.8
09/04/2013,107.3,123,186.8,137.48,1044,91.91,1.58,100.71,1.53,0.9667,486.4,208.8,316.87,140
10/04/2013,107,123.1,186.6,136.24,1072,92.94,1.6,100.96,1.53,0.9782,488.1,208.9,317.41,140.6
11/04/2013,106.3,122.9,185.8,135.76,1039,92.51,1.59,101.74,1.55,0.9972,495.3,213.07,319.42,140.5
12/04/2013,106.4,123.4,186.7,136.36,1026,92.54,1.59,101.89,1.54,0.9939,496.6,212.51,320.1,142.2
15/04/2013,107.1,123.5,186.5,136.74,951.1,90.05,1.58,101.38,1.54,0.9937,493.7,211.6,319.06,141.5
16/04/2013,107.4,123.6,186.7,136.51,895.5,88.45,1.56,99.66,1.52,0.9859,484.4,210.36,317.96,140.6
17/04/2013,107.8,123.8,186.7,137.28,887.2,88.15,1.58,100.28,1.54,0.9984,489.8,212.13,318.23,142.1
18/04/2013,107.6,124,186.9,137.66,864.6,87.48,1.57,99.26,1.53,0.9871,487,211,318.22,141.4
19/04/2013,106.8,124,186.9,137.59,888.6,88.08,1.58,98.55,1.52,0.9807,481.4,211.2,317.8,141.8
22/04/2013,107.3,124.2,187.1,137.98,901.2,88.39,1.61,99.76,1.54,0.9941,485.6,212.95,318.69,143
23/04/2013,107.9,124.7,187.9,137.06,906.6,88.39,1.6,100.34,1.55,0.9974,489.2,212.6,317.24,142.5
24/04/2013,107.2,124.1,186.4,137,899.9,89.12,1.6,101.17,1.56,0.9971,496.4,213.79,317.11,143.4
25/04/2013,106.3,124.4,186.8,136.69,930.1,89.34,1.61,100.8,1.54,0.9856,495.3,213.92,317.44,142.4
26/04/2013,106.2,124.7,187.1,137.58,946,89.82,1.6,100.67,1.54,0.9719,501.8,213,317.67,141.5
29/04/2013,106.4,124.8,187.1,138.08,925,89.25,1.59,100.25,1.54,0.9738,500.8,213.73,318.38,141
30/04/2013,106.8,125.4,187.8,138.06,929.5,90.45,1.61,100.8,1.55,0.981,501.2,214.26,318.21,142.4
01/05/2013,106.5,125.1,187.1,138.55,932,90.56,1.61,101.2,1.55,0.9746,508.8,214.49,317.82,143
02/05/2013,106.6,125.5,187.7,139.67,909.5,89.35,1.62,100.81,1.55,0.973,498.2,213.76,318.61,142.1
03/05/2013,106.5,125.9,188,137.08,908.1,90.38,1.63,101.72,1.56,0.9727,507.2,214.62,318.84,143.1
06/05/2013,106.5,125.9,188,137.08,908.1,90.38,1.63,101.72,1.56,0.9727,507.2,214.62,318.84,143.1
07/05/2013,105.8,125,185.9,135.81,913.1,91.5,1.64,102.69,1.57,0.9804,515.4,216.36,319.86,144.1
08/05/2013,106.1,125.2,185.9,136.34,904.7,91.83,1.66,103.84,1.57,0.9848,521.2,217.42,320.23,144.5
09/05/2013,105.8,125.3,186,135.39,929.7,92.43,1.65,104.1,1.57,0.9802,523.1,217.8,309.32,143.4
10/05/2013,105.3,124.5,184.5,133.52,928.3,92.98,1.66,105.19,1.59,0.9846,528.1,219.73,309.68,144.2
13/05/2013,105.2,124.3,184.3,133.73,917.7,92.57,1.65,105.59,1.6,0.9883,532.9,221.07,321.28,144.1
14/05/2013,105.6,124.1,184.3,133.47,902.6,92.32,1.67,105.94,1.61,0.9918,539.8,221.67,321.67,144.5
15/05/2013,105.3,123.9,183.8,132.92,893.1,93.17,1.67,107.27,1.63,1.01,543.1,224.31,321.44,145.3
16/05/2013,105.4,123.9,183.9,133.88,861,92.72,1.67,107.63,1.63,1.01,545.8,225.52,322.74,146
17/05/2013,105.5,124.5,184.7,133.24,860.2,92.59,1.66,106.76,1.62,1,547.9,224.32,312.09,146.1
20/05/2013,105.6,124.1,183.8,132.59,835.3,93.13,1.67,107.93,1.63,1.01,552.1,226.41,311.87,147.3
21/05/2013,105.7,124.3,184.1,132.31,850.7,94.06,1.67,107.99,1.63,1,555.9,227.11,312.58,147.2
22/05/2013,106.3,124.3,184,133.08,860.1,94.48,1.68,108.76,1.64,1,558,228.15,324.82,148.2
23/05/2013,106.4,124.3,184.3,133.04,865.8,93.17,1.65,107.1,1.63,0.9864,540.8,224.94,311.54,143
24/05/2013,106.3,124.1,183.8,133.83,872.6,93.13,1.65,106.75,1.62,0.986,546.6,225.2,324.27,141
27/05/2013,106.3,124.1,183.8,133.83,872.6,93.13,1.65,106.75,1.62,0.986,546.6,225.2,324.27,141
28/05/2013,106.1,124.1,184,132.68,867.8,93.45,1.66,107.2,1.63,0.9818,551.5,227.05,325.47,142.7
29/05/2013,106.2,123.3,182.6,131.85,862.4,92.86,1.64,107.41,1.64,0.9904,555.9,224.67,325.37,139.7
30/05/2013,105.8,123.4,183.1,132.63,882.8,93.1,1.62,106.6,1.61,0.9718,551.4,222.52,313.72,137.3
31/05/2013,105.8,123.6,183.7,131.7,908.8,92.64,1.6,106.06,1.61,0.9649,553.6,220.52,325.42,135.4
03/06/2013,105.4,122.5,182.1,131.67,902.5,91.25,1.58,105.38,1.59,0.9649,547.1,218.91,326.7,133.7
04/06/2013,105.5,122.6,182.4,131.02,913,91.62,1.59,105.1,1.6,0.9596,545.4,220.23,326.98,134.8
05/06/2013,105.1,122.4,182.4,131.45,894.3,90.64,1.56,104.12,1.58,0.9419,540.8,218.51,326.98,132.2
06/06/2013,104.9,122.3,182.7,131.47,889.2,89.29,1.54,102.73,1.56,0.9316,534.7,216.15,325.92,129.9
07/06/2013,105.4,122.4,183.3,131.15,888.6,88.64,1.51,102.36,1.55,0.932,531.4,213.96,325,130.6
10/06/2013,104.3,121.7,181.9,130.13,863.9,89.2,1.52,103.82,1.57,0.9494,547.6,216.26,325.57,131.1
11/06/2013,104.5,120.6,180.6,130.21,850.9,88.15,1.48,103.52,1.57,0.941,548.1,214.35,324.76,128.3
12/06/2013,104.1,120.8,181.3,130.58,835.8,88.02,1.48,102.88,1.56,0.9393,541.7,213,323.46,127.4
13/06/2013,104.9,120.8,181.5,130.65,835.4,86.84,1.46,101.47,1.55,0.921,529.5,210.41,321.95,125.6
14/06/2013,105.1,121.2,181.9,131.26,841.1,87.97,1.48,102.84,1.56,0.9328,536.1,214.07,323.64,128.7
17/06/2013,104.8,121.3,182,130.55,834.8,87.81,1.49,102.68,1.56,0.9474,539.3,214.49,324.43,129.2
18/06/2013,105.1,120.9,181.2,130.01,830.4,88.11,1.49,103.67,1.58,0.9524,541,214.97,324.63,130.1
19/06/2013,105.1,121.1,181.4,130.49,811.2,88.17,1.48,104.26,1.58,0.9567,544.2,215.29,323.79,130
20/06/2013,104.3,119.7,179.9,128.65,782.2,86.9,1.44,103.27,1.57,0.938,540.3,211.46,322.94,126.6
21/06/2013,104.1,119.1,179.2,127.02,740.5,86.1,1.43,101.53,1.54,0.9358,533.9,210.51,323.2,124.2
24/06/2013,103.8,117.8,177.6,125.67,734,84.74,1.42,100.35,1.54,0.932,525.8,206.35,321.04,123.3
25/06/2013,103.6,117.7,177.6,126,716.9,84.08,1.41,99.81,1.53,0.929,522.5,206.49,320,123
26/06/2013,103.9,117.6,177.8,126.8,718.7,85,1.43,101.09,1.54,0.9347,527.6,209.66,320.23,125.5
27/06/2013,104.6,118.3,178.5,127.09,701.1,85.77,1.46,102.15,1.56,0.9418,535.2,210.25,320.13,128.5
28/06/2013,105,118.6,179,126.78,710.3,86.08,1.51,103.31,1.58,0.9641,541.6,213.34,321.27,131.5
01/07/2013,104.6,118.2,178.2,127.45,746,86.29,1.52,103.52,1.57,0.9599,543,213.69,321.02,131.1
02/07/2013,105,118.8,179.2,127.59,758,86.5,1.51,104.57,1.59,0.9734,550.1,216.21,319.07,131.5
03/07/2013,104.4,119,179.5,127.39,735.4,85.57,1.47,103.99,1.57,0.9715,543.8,214.76,317.82,131.1
04/07/2013,104.6,118.4,178.6,127.04,750.1,86.5,1.48,105.01,1.58,0.9794,549.7,217.32,317.97,132
05/07/2013,106,118.4,178.2,125.95,760.1,88.2,1.51,106.92,1.61,0.9972,562.7,222.34,319.06,135.3
08/07/2013,105.7,118.2,177.9,125.73,742.9,88.42,1.5,107.87,1.62,0.9945,570.2,222.81,320.24,134.5
09/07/2013,106.2,118.5,178.1,126.3,744,89.22,1.51,108.63,1.64,1.01,573.3,226.04,320.7,135.4
10/07/2013,106.2,118.8,178.7,126.84,745.2,89.75,1.51,108.34,1.63,1.01,570.5,225.88,319.99,135.8
11/07/2013,105.7,119.3,179.3,127.57,760.4,90.31,1.52,108.3,1.63,1.01,572.6,228.17,320.38,136
12/07/2013,105.8,119.8,180.2,128.72,785,90.71,1.53,109.52,1.65,1.02,577.1,229.55,321.18,137.2
15/07/2013,105.7,119.8,179.9,128.34,772.3,90.67,1.53,109.76,1.65,1.02,585.1,230.47,322.4,137.2
16/07/2013,106,120.1,180.2,128.99,775.6,90.52,1.54,109.67,1.65,1.02,585.4,229.96,322.78,137.3
17/07/2013,105.2,119.8,179.8,128.63,799.8,89.93,1.52,108.46,1.63,1.02,572.5,228.29,312.14,135.8
18/07/2013,105.2,120.5,180.6,128.79,783,90.17,1.53,109.04,1.63,1.02,580.5,230.49,312.74,136.1
19/07/2013,104.8,120.5,180.4,128.2,782.1,90.55,1.52,109.34,1.63,1.02,575,230.65,313.45,136.4
22/07/2013,104.7,120.5,180.2,128.82,806.2,90.69,1.51,108.82,1.62,1.01,577.3,231.51,326.69,135.9
23/07/2013,104.5,120.4,179.7,127.8,845.2,91.12,1.52,108.93,1.62,1.01,580,231.71,314.6,136.5
24/07/2013,104.5,120,179,126.74,862,91.53,1.53,108.83,1.61,1.01,579.1,231.29,327.53,136.3
25/07/2013,104.8,120,179,127.12,834.3,90.48,1.51,107.95,1.6,0.9975,577.7,229.45,327.45,134.7
26/07/2013,104.6,120.3,179.4,127.65,836.4,90.37,1.51,108.09,1.6,0.9944,579.1,230.22,327.81,134
29/07/2013,105,120.5,179.8,127.85,842,90.23,1.49,108.09,1.6,0.9887,578,228.6,316.4,133.9
30/07/2013,105.3,120.7,179.9,128.01,841.5,90.07,1.5,108.76,1.6,0.997,579.7,229.74,328.79,133.7
31/07/2013,106.2,120.8,180.1,127.81,842,89.97,1.51,109.77,1.62,1,580.2,231.64,329.38,133.8
01/08/2013,105.9,121.2,180.5,127.42,841.7,90.11,1.52,110.13,1.62,1.01,582.8,233.78,330.2,133.9
02/08/2013,105.4,120.1,178.7,127.41,824.1,90.54,1.53,111.41,1.63,1.02,594.1,234.41,331.48,133.9
05/08/2013,105,120.3,179,127.03,810,89.59,1.51,110.93,1.62,1.02,594,236.26,333.23,132.3
06/08/2013,104.9,120.1,178.5,126.95,803.6,89.2,1.49,111.3,1.62,1.02,597.1,236.31,335.7,132.5
07/08/2013,104.7,119.9,178,127.17,761,87.8,1.46,110.05,1.6,1.01,593.9,236.32,336.34,130.6
08/08/2013,104.9,120.1,178.3,126.72,766.1,87.61,1.47,109.46,1.6,0.9971,588.6,233.03,339.26,130.3
09/08/2013,104.8,120.2,178.4,126.62,807.5,88.64,1.46,109.83,1.6,0.9996,596.9,233.54,341.48,130.3
12/08/2013,104.9,120.3,178.5,126.83,827.2,88.65,1.49,109.84,1.6,0.9923,597.9,233.46,343.49,130.3
13/08/2013,104.5,119.9,177.8,125.05,866.4,89.92,1.5,110.27,1.6,0.9937,604.9,234.54,344.98,130.7
14/08/2013,103.9,119.3,176.7,124.68,857.5,89.9,1.5,110.02,1.6,0.9956,606.2,234.62,345.51,129.8
15/08/2013,103.3,119,176.3,124.19,872.5,89.04,1.48,109.01,1.58,0.9825,601.6,233.05,345.89,128.3
16/08/2013,103.1,119.1,176.4,124.13,902.5,88.94,1.46,106.95,1.56,0.9742,592.1,230.53,346.12,126.4
19/08/2013,102.7,118.8,176,123.88,897.7,88.44,1.43,107,1.56,0.9739,592.9,230.02,348.73,124.6
20/08/2013,103,119,176.6,124.87,883.8,87.32,1.41,106.42,1.55,0.9641,587.8,229.83,347.33,123.4
21/08/2013,102.8,118.8,176.4,124.65,900.9,87.2,1.4,106.9,1.55,0.9649,590.5,229.36,347.5,124.5
22/08/2013,102.6,118.5,176.2,125.28,881.4,87.15,1.4,106.9,1.56,0.9607,593.2,228.8,348.82,124.4
23/08/2013,102.4,118.7,176.5,125.98,893.4,87.95,1.42,107.61,1.56,0.9641,598.4,228.95,351.26,124.7
26/08/2013,102.4,118.7,176.5,125.98,893.4,87.95,1.42,107.61,1.56,0.9641,598.4,228.95,351.26,124.7
27/08/2013,103.6,119.7,178.2,127.27,917.4,88.16,1.4,107.67,1.57,0.9677,600.3,228.31,351.96,125.2
28/08/2013,104.3,119.7,178,126.61,905.2,88.5,1.39,106.14,1.55,0.9557,587.8,225.83,350.63,125.4
29/08/2013,103.5,119.6,178,126.79,885.9,88.43,1.41,106.18,1.54,0.9476,586.7,226.74,351.46,124.7
30/08/2013,103.5,119.7,178,126.53,890.9,88.06,1.42,106.48,1.55,0.9446,596.2,226.36,352.04,124.9
02/09/2013,102.5,119.1,177,125.87,883.6,88.46,1.42,106.15,1.55,0.9445,596.2,227.83,353.18,125
03/09/2013,102.3,119.3,177.2,125.44,877.2,88.37,1.41,106.39,1.55,0.9511,599.4,226.63,340.9,125.2
04/09/2013,101.9,119,176.8,125.23,887.3,88.09,1.41,106.37,1.54,0.9513,599.6,225.83,353.29,124
05/09/2013,101.5,118.6,176,123.65,884.5,88.41,1.42,107.1,1.54,0.9537,603.1,227.86,354.53,124.4
06/09/2013,101.6,118.2,175.6,125.01,867.7,88.67,1.44,107.47,1.55,0.9533,600.2,227.46,356.27,123.7
09/09/2013,101.4,118.5,176.1,124.78,878.7,88.43,1.45,107.21,1.54,0.9497,606.8,228.8,358.91,125.1
10/09/2013,101.1,117.8,175.2,123.35,867.4,89.43,1.49,108.56,1.56,0.9589,613.3,230.94,360.59,126.9
11/09/2013,100.7,117.9,175.2,123.6,836.8,89.29,1.49,109.16,1.56,0.9594,618.3,231.1,361.08,126.4
12/09/2013,101,117.9,175.8,124.38,835.4,89.37,1.48,109.27,1.56,0.9577,615.8,230.18,362.75,126.6
13/09/2013,100.8,117.9,175.9,124.87,803.7,88.72,1.48,109.16,1.57,0.9588,612.7,230,363.64,126.1
16/09/2013,100.7,119,176.7,125.31,809.3,89.35,1.49,109.08,1.57,0.9607,616.1,231.47,365.19,127
17/09/2013,100.8,118.8,176.4,124.69,799.8,88.82,1.49,108.82,1.58,0.9634,614,232.29,366.24,127
18/09/2013,100.5,118.3,175.5,124.06,797.6,88.59,1.49,109.02,1.57,0.9663,615.1,230.97,366,126.7
19/09/2013,100.7,119.3,176.9,125.13,849.5,89.57,1.54,110.15,1.59,0.9755,622.2,233.61,366.87,130.2
20/09/2013,100.7,118.9,176.1,124.44,832.6,89.31,1.53,110.43,1.59,0.9787,625,232.4,356.24,130
23/09/2013,100.7,118.8,175.8,124.92,794.2,88.56,1.5,109.81,1.58,0.9756,623.3,231.46,368.15,128.5
24/09/2013,101.3,119.4,176.8,126,786.1,88.47,1.51,109.65,1.58,0.9756,624.4,230.52,356.32,128.3
25/09/2013,101.3,120,177.8,126.73,782.5,88.11,1.5,109.6,1.56,0.9669,628,229.23,369.21,127.3
26/09/2013,101.1,120.4,178.4,127.2,793.8,88.18,1.49,109.14,1.56,0.9736,625.3,228.52,369.55,127.4
27/09/2013,100.9,120.5,178.6,127.88,778.2,87.91,1.48,109.4,1.56,0.9704,628.6,227.69,370.2,127.6
30/09/2013,100.7,120.7,179.1,128.33,772.3,86.63,1.46,108.46,1.55,0.9634,622.4,225.07,369.98,126.1
01/10/2013,100.4,120.5,178.8,128.74,770.3,86.12,1.46,108.06,1.53,0.9561,621.7,224.48,369.67,125.6
02/10/2013,100.8,120.8,179.2,128.62,749.6,85.82,1.46,108.87,1.53,0.9494,622.1,223.32,368.06,126
03/10/2013,100.8,120.6,178.8,128.91,756.3,86.5,1.48,108.87,1.54,0.9489,624.1,223.81,367.04,126.2
04/10/2013,102,120.8,178.9,128.23,753.6,86.64,1.49,109.22,1.54,0.9515,618.5,223.35,355.14,126.2
07/10/2013,101.9,121,179.1,128.53,745.8,86.26,1.49,109.34,1.54,0.9477,617.5,221.7,355.32,124.8
08/10/2013,101.7,120.9,179,128.62,756.2,86.41,1.49,108.52,1.53,0.9472,615.4,222.47,366.16,125.6
09/10/2013,102.2,121.3,179.6,128.92,746,86.37,1.5,107.51,1.53,0.9466,608.5,220.49,364.84,126.3
10/10/2013,102.1,120.9,179,128.22,749.4,86.94,1.51,107.36,1.53,0.9531,607.6,221.77,365.52,127.3
11/10/2013,101.9,120.9,178.7,128.16,741.4,87.27,1.53,109.17,1.55,0.9642,617.6,224.75,367.19,128.7
14/10/2013,101.9,120.9,178.6,127.81,727.2,87.38,1.53,109.86,1.56,0.968,621.8,225.28,369.65,129
15/10/2013,101.9,120.5,177.8,126.95,733.7,88.48,1.54,110.92,1.57,0.9806,624.5,226.95,371.78,129.6
16/10/2013,101.4,120.4,177.5,126.39,739.4,87.72,1.53,109.78,1.54,0.972,621.8,225.64,373.02,128.6
17/10/2013,101.8,120.9,178.1,127.51,735.3,88.52,1.53,110.73,1.56,0.9832,627.2,227.97,374.75,130.2
18/10/2013,101.4,121.7,179.1,127.91,757.3,88.34,1.54,110.9,1.57,0.9819,630,230.93,377.32,130.7
21/10/2013,101.4,121.5,178.6,127.45,756.5,88.75,1.54,112.56,1.58,0.987,632.7,232.7,379.14,131.1
22/10/2013,101.5,121.4,178.4,129.34,766.2,89.13,1.54,112.66,1.59,0.9892,634.7,233.8,380.24,130.9
23/10/2013,102.4,122.4,179.9,130.1,788.4,89.25,1.54,112.61,1.59,0.9897,635.1,234.48,380.91,131
24/10/2013,102.1,122.5,180.1,129.38,774.6,89.03,1.53,111.85,1.6,0.9896,632.6,234.42,381.09,131.2
25/10/2013,102,122.3,179.8,129.75,793.2,89.33,1.52,112.49,1.6,0.9875,634.3,234.47,381.79,130.7
28/10/2013,101.9,122.6,180.2,129.83,799.6,89.44,1.53,112.98,1.61,0.9875,631.8,236.23,384.85,131.7
29/10/2013,102.6,122.7,180.3,130.14,807.6,90.21,1.55,113.21,1.62,0.9982,632.5,236.59,384.85,131.9
30/10/2013,102.6,123,180.7,130.7,795.5,90.43,1.56,113.84,1.63,0.9983,637.5,236.66,386.32,131.6
31/10/2013,102.5,123.2,180.8,129.7,798.8,89.55,1.55,113.18,1.62,0.9925,633.2,235.8,387.45,130.8
01/11/2013,102.6,122.6,179.9,129,780.2,89.7,1.55,113.34,1.61,0.9918,633.6,233.77,387.12,130.9
04/11/2013,102.4,122.5,179.7,129.19,763.3,89.66,1.54,113.32,1.62,0.9924,633.4,234.86,389.65,131.2
05/11/2013,101.9,122.3,179.3,128.12,775.4,90.04,1.53,113.38,1.61,0.9887,635.1,233.18,390.14,130.5
06/11/2013,101.4,121.9,178.6,128.04,766.9,89.61,1.51,113.63,1.62,0.9918,637.8,234.35,391.32,128.9
07/11/2013,101.6,122.2,178.9,128.37,776.6,90,1.51,113.43,1.63,0.9931,635.2,232.93,392.6,128.8
08/11/2013,101.7,122.3,178.9,126.87,759.8,88.77,1.49,111.19,1.61,0.985,626.2,230.96,394.29,127.7
11/11/2013,101.6,121.6,177.8,126.64,758.2,89.71,1.49,112.69,1.63,0.9971,630.9,233.95,396.13,127.2
12/11/2013,102,121.7,178.1,126.7,758,89.79,1.49,113.51,1.64,1,640,234.74,396.58,128.4
13/11/2013,101.6,121.4,177.8,126.93,743.3,89.2,1.47,112.38,1.63,1,636.4,233.48,396.37,127.2
14/11/2013,101.3,121.4,177.9,127.29,739.8,89.13,1.47,113.28,1.64,1.01,636.6,234.26,396.32,127.6
15/11/2013,100.9,121.7,178.5,127.92,753.8,89.47,1.48,113.31,1.64,1.02,637.7,234.17,396.48,128.5
18/11/2013,101,121.7,178.5,128.26,745.3,89.88,1.51,113.79,1.64,1.02,639.2,234.33,398.56,128.7
19/11/2013,101.3,122,179.2,128.32,738.6,89.66,1.52,113.17,1.64,1.02,638.4,233.55,399.69,128.1
20/11/2013,100.8,121.6,178.6,127.99,733.6,89.45,1.5,112.09,1.63,1.02,633.2,234.7,398.52,126.7
21/11/2013,100.3,120.9,177.5,126.38,712.4,89.13,1.49,111.66,1.63,1.02,623.9,234.39,398.42,125.5
22/11/2013,99.92,121.2,178,127.19,698.9,88.81,1.47,111.95,1.63,1.01,635.1,234.35,399.05,125.4
25/11/2013,99.84,121.5,178.4,127.51,694.2,89.26,1.49,112.47,1.64,1.02,636.1,236.11,400.92,125.1
26/11/2013,100.2,121.7,178.6,127.91,691.6,88.81,1.48,112.53,1.64,1.01,637.1,236.11,401.82,124.8
27/11/2013,99.45,121.6,178.5,127.41,673.9,88,1.47,112.18,1.62,1,631.8,235.8,402.99,123.7
28/11/2013,99.09,121.4,178.2,127.41,677.4,87.74,1.47,112.35,1.62,1,641.5,237.69,404.95,124.2
29/11/2013,99.16,121.6,178.4,127.28,679.6,87.95,1.47,112.61,1.62,1,641.9,237.35,406.6,124.2
02/12/2013,98.5,121.1,177.6,126.22,680.6,87.39,1.48,112.13,1.61,0.9975,640.8,236.31,407.47,122.8
03/12/2013,98.34,121,177.5,126.74,647.7,86.69,1.45,111.67,1.6,0.9925,635.7,234.88,407.54,121.6
04/12/2013,98.72,120.9,177.4,125.77,642.8,86.95,1.44,111.95,1.6,0.9922,634.4,235.16,405.56,121.9
05/12/2013,98.82,120.9,177.4,125.62,655.9,87.25,1.44,112.04,1.61,0.9896,632.5,234.31,404.96,121.9
06/12/2013,98.71,120.6,177,126.36,645.7,87.4,1.44,112.08,1.6,0.9892,633.6,234.81,405.15,122.2
09/12/2013,98.56,120.7,177.3,126.28,643.9,87.34,1.46,112.68,1.61,0.9986,636.3,235.93,406.27,122.3
10/12/2013,98.36,120.7,177.3,126.92,650.5,87.36,1.46,112.56,1.61,0.9959,634.9,237.12,405.74,122.3
11/12/2013,99,121,177.7,127.06,672.6,87.4,1.45,112.99,1.6,0.9991,633.9,237.37,404.85,122.2
12/12/2013,98.75,120.9,177.7,126.87,653.8,86.17,1.43,111.74,1.59,0.9825,625.6,234.57,404.05,120.3
13/12/2013,98.95,120.8,177.5,126.87,651.2,86.28,1.43,112.55,1.59,0.984,623.3,234.36,391.26,120.5
16/12/2013,99.07,121,177.7,127,654.9,86.29,1.43,112.79,1.58,0.9796,622.5,235.12,403.33,120.6
17/12/2013,99.46,121.2,177.9,127.26,660.2,87.02,1.44,113.56,1.59,0.9853,623.3,237.03,402.69,120.8
18/12/2013,98.93,121.1,177.7,126.7,653.6,86.58,1.43,113.32,1.58,0.9849,630,237,403.23,120.9
19/12/2013,98.24,120.8,177.1,126.04,647.2,87.3,1.43,114.32,1.6,0.9927,627.1,238.02,404.25,122
20/12/2013,98.14,120.5,176.6,126.43,642,87.81,1.43,114.52,1.61,0.9955,633.8,240.8,404.72,121.6
23/12/2013,98.29,120.6,176.6,125.96,641.3,88.08,1.43,115.3,1.61,1,640.6,241.89,406.84,122.3
24/12/2013,98.08,120.4,176.4,125.77,643.5,88.56,1.44,115.74,1.62,1.01,645,243.28,406.84,122.3
25/12/2013,98.08,120.4,176.4,125.77,643.5,88.56,1.44,115.74,1.62,1.01,645,243.28,406.84,122.3
26/12/2013,98.08,120.4,176.4,125.77,643.5,88.56,1.44,115.74,1.62,1.01,645,243.28,406.84,122.3
27/12/2013,97.02,120.1,175.7,124.43,652.5,88.81,1.42,115.72,1.63,1.01,645.3,244.3,409.62,121.6
30/12/2013,97.13,120.2,176,125.6,661.3,89.37,1.43,115.85,1.63,1.01,642.3,245.47,410.61,122.5
31/12/2013,96.95,120.3,176.1,125.82,653,89.2,1.44,115.49,1.63,1.02,643.9,245.49,410.61,122.5
01/01/2014,96.95,120.3,176.1,125.82,653,89.2,1.44,115.49,1.63,1.02,643.9,245.49,410.61,122.5
02/01/2014,96.68,120.2,176,125.56,661.2,89.05,1.42,116.23,1.62,1.01,645.9,245.65,412.38,122
03/01/2014,97.27,120.5,176.2,125.89,684.3,88.94,1.41,116.1,1.61,1.01,648.1,246.23,412.99,122.1
06/01/2014,97.73,121.1,176.8,126.46,681.1,88.93,1.41,116.67,1.62,1,652.6,246.79,417.08,123.1
07/01/2014,97.7,121.3,177,126.82,678.1,88.57,1.41,115.93,1.61,0.9991,645.5,246.73,418.56,122.9
08/01/2014,97.42,121.5,177.2,126.51,673,88.33,1.41,116.26,1.61,1.01,651.9,245.15,418.04,122.9
09/01/2014,97.08,121.3,176.8,126.32,664,87.97,1.39,116.3,1.6,0.9989,655.1,245.45,419.78,122.4
10/01/2014,97.32,121.6,177.1,127.5,660.1,87.85,1.39,116.43,1.61,1.01,656.9,246.42,421.21,122.8
13/01/2014,98.03,122.2,177.9,128.15,677.2,87.85,1.41,116.43,1.61,1.01,665.6,248.19,424.68,123.6
14/01/2014,98.24,122.4,178.2,128.14,687,87.27,1.4,115.08,1.61,1,667.4,248.88,427.37,123.1
15/01/2014,97.91,122.3,178,127.41,678.4,87.74,1.42,116.39,1.61,1.01,673.1,249.72,428.69,123.7
16/01/2014,98.26,122.5,178.2,128.14,690.7,88.8,1.42,117.02,1.63,1.01,673.8,249.62,429.58,124.4
17/01/2014,97.78,122.5,178,127.82,692.6,88.74,1.41,116.08,1.62,1.01,674.1,249.18,430.32,124.2
20/01/2014,97.92,122.5,178.2,127.9,713.1,88.72,1.41,115.9,1.62,1.01,672.7,249.45,433.49,123.9
21/01/2014,97.67,122.4,178,127.78,717.2,88.63,1.4,116.39,1.63,1.01,674.6,251.62,433.78,124
