,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.9344898553817318,0.998080583581122,1.033926942224161,1.1957272472182565,1.5280974149569793,2.0550826638266777
MDD,-0.18661076112900218,-0.18661076112900218,-0.18661076112900218,-0.18661076112900218,-0.18661076112900218,-0.18661076112900218
SR,-0.06524734908474031,0.003844474403748425,0.0196688220759078,0.040244899974009984,0.05601520520856545,0.06588084566920839
