,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.9816935177739841,1.0287323680344909,1.0335053368134444,1.2652041723220637,1.5113860484994788,2.2544383052104617
MDD,-0.09810386104948363,-0.09810386104948363,-0.12448769327776604,-0.12448769327776604,-0.12448769327776604,-0.12448769327776604
SR,-0.021303074239017,0.030676265833183138,0.02043939359623709,0.04882506542550678,0.04938975500782759,0.06573512880572482
