,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.9866577912900962,1.0337313199579323,1.0811426665355177,1.157325863924855,1.4413621928181501,1.8588499336886892
MDD,-0.10628465701647741,-0.10628465701647741,-0.10628465701647741,-0.10628465701647741,-0.10628465701647741,-0.10628465701647741
SR,-0.011450107711526658,0.03327029331542439,0.04600747398687305,0.039635892510424334,0.055539626056814576,0.06566353160451559
