,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.8715734077407805,0.9289139719812609,0.9636999140554691,1.0996732761131431,1.3817553462995846,1.795052479903708
MDD,-0.2469163865402931,-0.2469163865402931,-0.2469163865402931,-0.2469163865402931,-0.2469163865402931,-0.2469163865402931
SR,-0.10829868815369158,-0.036926100652427414,-0.009513528436552706,0.020929898144284212,0.04074548793287377,0.05003239463341277
