Date,Commodities,Gov Bonds,International,Property,UK
31/10/2011,0.990233956,1.008759209,1,0.991193738,0.987716106
01/11/2011,0.952855749,1.017826337,0.982142857,0.976307996,0.96630914
02/11/2011,1.008303003,0.995480226,0.981818182,0.995753286,0.994279877
03/11/2011,1.009588268,0.997729852,1.009259259,1.002437043,1.012533388
04/11/2011,1.019664804,0.999431172,1.009174312,1.014991896,1.01170184
07/11/2011,0.987836949,1.006260672,0.981818182,0.986327345,0.984622585
08/11/2011,1.016417083,1,1.018518519,1.002934332,1.01935221
09/11/2011,0.986030776,1.004524887,1,1.000605327,0.997801759
10/11/2011,0.997786386,1.003378378,0.981818182,0.983464408,0.990853862
11/11/2011,0.994786467,0.997755331,1.009259259,0.99600164,1.002290796
14/11/2011,1.014272971,1.00056243,1.009174312,1.017292846,1.008268352
15/11/2011,0.984278804,1.007307476,1,0.980370333,0.989132609
16/11/2011,1.004691165,1.00390625,1.009090909,1.005263701,1.008425452
17/11/2011,0.993107282,0.998332407,0.990990991,0.991889117,0.983356727
18/11/2011,0.991044442,0.9922049,0.990909091,0.985094711,0.996941272
21/11/2011,0.977521744,1.003928171,1,0.994536093,0.984250358
22/11/2011,1.007395424,0.997764114,1,1.000528262,0.993557772
23/11/2011,0.980270704,1.005602241,0.990825688,0.98532207,0.994840689
24/11/2011,1.001287152,0.998328691,0.990740741,0.996141893,0.991099587
25/11/2011,0.983171672,0.997209821,1,0.988488435,0.992858153
28/11/2011,1.029002734,0.997761612,1.009345794,1.027209404,1.02222064
29/11/2011,1.011435832,1.010656197,1.009259259,1.009006145,1.011495855
30/11/2011,1.009593422,1.002219756,1.009174312,1.00094508,1.006612481
01/12/2011,1.029977376,0.981173865,1.018181818,1.02853546,1.026481456
02/12/2011,1.014607359,1,1,1.003263974,0.997466836
05/12/2011,0.996427798,1.000564334,1,1.004880033,1.003408407
06/12/2011,0.994350896,1.001128032,1.008928571,0.993423715,0.998334887
07/12/2011,1.00775702,1.006760563,1,1.006517975,1.003535926
08/12/2011,0.991760624,1.001119194,1,0.996256198,0.997739662
09/12/2011,0.988194141,0.998323086,0.982300885,0.98385131,0.987739872
12/12/2011,0.994247788,1.005039194,1.018018018,1.003716321,0.999595251
13/12/2011,0.993435692,1.002785515,0.982300885,0.992697727,0.991294372
14/12/2011,0.987232613,0.994444444,1,0.990779113,0.996596092
15/12/2011,0.983210437,1.003910615,1,0.998013176,0.985039962
16/12/2011,1.008999654,0.998887034,1,1.01424979,1.007558946
19/12/2011,0.999771298,1.003899721,1,1.000929752,0.997866336
20/12/2011,0.987647261,1.001664817,0.990990991,0.988956549,0.998758449
21/12/2011,1.020845397,1.002216066,1.018181818,1.017637236,1.011809392
22/12/2011,1.00340329,0.997788834,1,0.998974464,1.00116033
23/12/2011,1.011079706,1.001108033,1.008928571,1.012524381,1.003613308
26/12/2011,1,1,1,1,1
27/12/2011,1,1,1,1,1
28/12/2011,1.002124567,1.000553403,1.008849558,1.003244449,1.010868827
29/12/2011,0.996206204,1.004424779,1.00877193,1.004345629,0.9999328
30/12/2011,1.005040323,1,1,1.002918092,1.00436828
02/01/2012,1,1,1,1,1
03/01/2012,1.023626435,0.996145374,1,1.008327481,1.012378722
04/01/2012,1.006641263,0.999447208,1,0.999004975,1.005617978
05/01/2012,0.995024876,1,1,0.987848606,0.986986526
06/01/2012,1.009673913,0.997234513,1,1.006755394,0.999200906
09/01/2012,0.996770374,1.002218525,1.008695652,1.000901352,1.0005998
10/01/2012,1.015660438,1.001106807,1,1.007604563,1.002397762
11/01/2012,1.004572522,0.997788834,1,1.006951341,1.002923588
12/01/2012,1.007515613,1.002770083,1.00862069,1.01183432,1.002053796
13/01/2012,0.995167052,1.002209945,1,0.999025341,1.004694215
16/01/2012,0.995565878,1.003307607,0.991452991,0.996097561,0.994998684
17/01/2012,1.012831389,0.998901099,1,1.011753183,1.013822751
18/01/2012,0.998534185,1.003850385,1.00862069,1,1.000717594
19/01/2012,1.003774772,0.998356164,1,1.007744434,1.002933507
20/01/2012,0.995821582,0.992864984,1,1.008645533,1.006629834
23/01/2012,0.998531417,0.993366501,1,1.001904762,0.997223478
24/01/2012,0.99863431,1.001112966,1,0.994296578,1
25/01/2012,1.00063118,0.997220678,1,1.007648184,0.994560995
26/01/2012,1.015349033,1.003901895,1.008547009,1.007590133,1.006184896
27/01/2012,0.996686685,1.003331483,1,1.001883239,0.999417664
30/01/2012,0.990442551,1.003873824,0.991525424,0.993421053,0.987893306
31/01/2012,0.99811202,0.998897464,1,0.993377483,1.000458746
01/02/2012,1.000945776,1.002207506,1,1.00952381,1.012183938
02/02/2012,1.001889764,0.993942731,1,1.002830189,1.005630339
03/02/2012,1.001047889,0.996121884,1.008547009,1.001881468,1.004376086
06/02/2012,1.008583691,0.996662959,1,1.008450704,1.007368488
07/02/2012,0.999688635,0.998883929,1,0.998137803,1.00012721
08/02/2012,1.001038206,0.994413408,1,1.002798507,1.000826762
09/02/2012,1.00248911,1.004494382,1.008474576,1.006511628,0.997648853
10/02/2012,0.989137182,0.994407159,1,0.987985213,1.004076433
13/02/2012,1.00930865,1.00056243,1,1.005612722,1.000253743
14/02/2012,0.998963731,1.003372681,1.008403361,1.008372093,1.001331811
15/02/2012,1.001348548,1.002240896,1,1.004612546,1.0066502
16/02/2012,0.990780068,0.999441029,1,0.992653811,0.990247892
17/02/2012,1.007737348,0.993288591,1,1.004625347,1.009721075
20/02/2012,1.008715501,0.996621622,1,1.005524862,1.006544173
21/02/2012,0.995577042,1,1,0.995421245,0.999937484
22/02/2012,1.012707924,1.004519774,1.008333333,0.999080037,1.00137543
23/02/2012,1.00642726,1.002812148,1,0.995395948,0.999188362
24/02/2012,1.000304105,1.006169377,1,1.006475486,0.999437641
27/02/2012,0.988042156,1.004459309,0.991735537,0.988051471,0.992560175
28/02/2012,1.008102564,1.002219756,1.008333333,1.013023256,0.99930713
29/02/2012,1.001119137,0.996124031,1,0.991735537,0.998865427
01/03/2012,0.987601626,0.994441356,1,0.992592593,0.998422414
02/03/2012,1.009158263,0.999441029,1,1.008395522,1.003096954
05/03/2012,0.990822882,1.005592841,1,1.000925069,0.997290656
06/03/2012,0.97746218,0.998331479,0.991735537,0.99168207,0.99387162
07/03/2012,0.991261318,1.002228412,1,1,0.997584388
08/03/2012,1.011152416,0.997220678,1.008333333,1.012115564,1.008475116
09/03/2012,0.997584034,1.000557414,1.008264463,0.997237569,1.011626438
12/03/2012,1.01084553,1.002785515,1.008196721,1.008310249,1.002748282
13/03/2012,1.001979167,1,1,1.010989011,1.00809767
14/03/2012,1.001455453,0.987222222,1,1.007246377,1.00858873
15/03/2012,0.990241877,0.990996061,1,0.998201439,0.997120627
16/03/2012,0.999895167,0.995457127,1.008130081,0.996396396,1.000368641
19/03/2012,1.00083875,1.003422704,0.991935484,0.994575045,1.000368505
20/03/2012,0.993086109,0.998294486,0.991869919,0.998181818,0.991957269
21/03/2012,0.997362869,1.001138952,1,0.998178506,1.004518166
22/03/2012,0.988683236,1.005688282,1,0.993613139,0.995194085
23/03/2012,0.990907146,1.003393665,1,0.990817264,1.003343239
26/03/2012,1.008096729,0.997181511,1,1.003707136,1.005923732
27/03/2012,1.009959306,1.001695873,1.008196721,1.011080332,1.006195559
28/03/2012,0.990457003,1.001693002,1,1,0.99603731
29/03/2012,0.98736752,1.003943662,1,0.996347032,0.991247399
30/03/2012,1.000433698,0.999438833,0.991869919,0.992667278,0.993763507
02/04/2012,0.998916224,0.996631106,1.008196721,1.000923361,1.003914502
03/04/2012,1.013019421,1.002253521,1.008130081,1.006457565,1.010583648
04/04/2012,0.98222127,1.002810568,1,0.989917507,0.989649682
05/04/2012,0.994657071,1.002242152,0.991935484,1.001851852,0.989170122
06/04/2012,1,1,1,1,1
09/04/2012,1,1,1,1,1
10/04/2012,0.990462618,1.004474273,0.991869919,0.992606285,0.991866867
11/04/2012,0.994244604,1.002227171,0.983606557,0.989757914,0.987132585
12/04/2012,0.994322609,0.996666667,1,1,1.012779553
13/04/2012,1.020264219,1.002787068,1.016666667,1.01505174,1.005047319
16/04/2012,0.992099199,1.000555864,0.991803279,0.997219648,0.99566855
17/04/2012,0.993474173,0.995555556,1.008264463,1.001858736,1.00693525
18/04/2012,1.011690047,0.998325893,1,1.00742115,1.004257717
19/04/2012,0.999009574,0.997764114,1.008196721,0.994475138,1.001246961
20/04/2012,0.99691562,0.996638655,0.991869919,0.997222222,0.998194159
23/04/2012,0.981767956,1.003372681,1,0.993500464,0.995633188
24/04/2012,0.998874508,0.998319328,0.991803279,1.001869159,0.995112782
25/04/2012,1.016788732,1.004489338,1.008264463,1.019589552,1.007240902
26/04/2012,0.999113475,1.000558659,1,0.996340348,1.006751266
27/04/2012,1.003327418,0.999441653,1,1,1.000186278
30/04/2012,1.001437099,0.998324022,1,1.004591368,1.002979886
01/05/2012,0.997681863,1.001678791,1,0.996343693,1.000557069
02/05/2012,1.010621819,1.002234637,1.008196721,1.010091743,1.006990411
03/05/2012,0.991569958,1.001114827,1,1,1.001781546
04/05/2012,0.983879872,0.998886414,1,0.992733878,0.995278101
07/05/2012,1,1,1,1,1
08/05/2012,0.966782628,1.007246377,0.983739837,0.990850869,0.97905114
09/05/2012,0.984213581,1.002767017,1,0.991689751,0.983574575
10/05/2012,1.00978889,0.997792494,0.991735537,1.003724395,1.003391132
11/05/2012,0.997897687,0.998893805,1.008333333,0.999072356,1.005547762
14/05/2012,0.985252809,1.005537099,1,0.994428969,0.992390133
15/05/2012,0.995842243,0.996696035,0.991735537,1.000933707,1.003770209
16/05/2012,0.983299535,1.003867403,1,0.995335821,0.982683983
17/05/2012,0.998422904,1.002201431,1.008333333,0.998125586,1.004599637
18/05/2012,0.994896719,1.004393191,0.991735537,0.982159624,0.984458632
21/05/2012,1.001954079,0.997266266,0.991666667,0.999043977,0.994366566
22/05/2012,1.014017552,1,1.008403361,1.014354067,1.004413702
23/05/2012,0.983411468,1.003837719,1,0.993396226,0.993178986
24/05/2012,1.015890478,1.002184599,1,1.009496676,0.99702833
25/05/2012,0.996630971,1.001089918,1,1.001881468,1.010796132
28/05/2012,1.010020524,0.999455634,1.008333333,1.005633803,1.004390276
29/05/2012,1.002390629,1.001633987,1,1.00280112,1.000391441
30/05/2012,0.992725972,1.002718869,1.008264463,0.998137803,1.001108647
31/05/2012,0.999039039,1,0.991803279,0.998134328,1.000586281
01/06/2012,0.983888421,1.01626898,1,1.001869159,0.989518229
04/06/2012,1,1,1,1,1
05/06/2012,1,1,1,1,1
06/06/2012,1.016986435,0.990928495,0.983471074,1.007462687,1.005066123
07/06/2012,1.012376832,0.999461497,1.025210084,1.009259259,1.0072663
08/06/2012,0.985756677,1.001616379,1,0.988990826,0.99967505
11/06/2012,1.016977724,0.99408284,1.008196721,1.016697588,1.015862697
12/06/2012,0.982713711,0.997835498,0.991869919,0.981751825,0.988352745
13/06/2012,1.006024096,0.992950108,1.008196721,1.001858736,0.993524994
14/06/2012,0.995928144,1.00054615,1,1,0.998305527
15/06/2012,1.018759019,1.002729258,1,1.015769944,1.011881447
18/06/2012,1.001534466,1.00653239,1,0.996347032,0.998580645
19/06/2012,1.003889216,1.002163332,1,1.005499542,1.000646078
20/06/2012,1.013031228,0.995143011,1.008130081,1.002734731,1.011686467
21/06/2012,0.991308379,1.001084599,1,0.999090909,1.01359372
22/06/2012,0.975566986,1.002708559,0.991935484,0.992720655,0.993325778
25/06/2012,0.992210905,1.002160994,1,0.997250229,0.997147566
26/06/2012,0.995169082,0.993530997,0.991869919,0.997242647,0.998410781
27/06/2012,1.005582524,1.002170374,1,1.00921659,1.002546797
28/06/2012,1.010016896,1.005414185,1.008196721,1.003652968,1.010034294
29/06/2012,1.025092604,0.99084545,1.008130081,1.021838035,1.014461771
02/07/2012,1.007693204,0.998913043,1.008064516,1.008014248,1.014627495
03/07/2012,1.002660497,1.003264418,1.008,1.006183746,1.004581552
04/07/2012,1.017881864,0.997288503,1,1.007023705,1.005898449
05/07/2012,1.004306925,1.003262643,1.007936508,1.004359198,1.001209044
06/07/2012,0.993793026,1.001084011,1,1,0.99631687
09/07/2012,0.984555985,1.005955604,0.992125984,0.997395833,0.993879159
10/07/2012,1.002652826,0.998923574,1,1.00435161,1.002804878
11/07/2012,0.981939492,1.001077586,1,0.991334489,0.996959747
12/07/2012,0.991799438,1.004843918,0.992063492,0.996503497,0.994327885
13/07/2012,1.006142216,0.999464381,1,1.011403509,1.006685886
16/07/2012,1.006104719,1.002143623,1.008,1.000867303,1.002924689
17/07/2012,0.995682614,1.001604278,0.992063492,1.001733102,1.001701094
18/07/2012,1.003984531,1.002669514,1.008,1.006920415,1.000424551
19/07/2012,1.007820707,0.996805112,1.007936508,0.996563574,1.009093665
20/07/2012,1.001853139,0.999465812,1,0.992241379,1.006848904
23/07/2012,0.986358382,1.006413683,0.992125984,0.993918332,0.983650576
24/07/2012,1.014533521,0.994689326,0.992063492,1.001748252,0.994661814
25/07/2012,0.997227357,1,1,1,0.998475331
26/07/2012,1.003243744,1,1,1.005235602,1.009284144
27/07/2012,1.00369515,0.999466097,1.008,0.995659722,1.003752118
30/07/2012,1.017027151,0.996260684,1.015873016,1.011333915,1.006511516
31/07/2012,1.003506787,1.005898123,1,1.006034483,0.999460884
01/08/2012,0.994927291,0.999466951,1,1.00428449,0.998741384
02/08/2012,1.005325176,0.9984,1.0078125,1.002559727,1.010081613
03/08/2012,0.998760284,0.999465812,0.992248062,1.005106383,0.990672529
06/08/2012,1.00586775,1.002137894,1.015625,1.00508044,1.012353823
07/08/2012,1.004711689,1,1,0.99494524,1.001895622
08/08/2012,1.009825815,0.997333333,0.992307692,0.99237934,1.000354757
09/08/2012,1.002874834,0.998930481,1.007751938,0.997440273,1.002482416
10/08/2012,1.005622933,1.002141328,0.992307692,0.998289136,1.002947939
13/08/2012,0.995175968,0.995726496,1,0.996572408,0.996296514
14/08/2012,0.99768646,1.003218884,1,1.000859845,1.00236016
15/08/2012,0.996024735,0.993048128,1,0.996563574,1.004120556
16/08/2012,1.002660754,0.996230479,1,1.002586207,0.998651659
17/08/2012,1.007518797,0.999459459,1,1.006018917,1.004109187
20/08/2012,0.997036874,0.999459167,1.007751938,1,1.002981584
21/08/2012,0.999779857,1.000541126,0.992307692,0.995726496,0.996444393
22/08/2012,0.993284157,0.999459167,0.992248062,0.997424893,0.990816028
23/08/2012,0.999113279,1.00487013,1,0.99827883,1.004014642
24/08/2012,0.986909252,1.003769521,0.9921875,0.996551724,1.000176408
27/08/2012,1,1,1,1,1
