Date,Commodities,Gov Bonds,International,Property,UK,,
11/10/2016,104.7,221.9,3.07,196,337.79,,
12/10/2016,103.9,220.2,3.03,194.4,334.99,,
13/10/2016,103.7,220.9,3.03,196.2,332.47,,
14/10/2016,103.8,219.9,3.02,197.2,332.32,,
17/10/2016,103.7,218.3,3.03,197.3,329.5,,
18/10/2016,103.9,219.8,3.01,197,328.38,,
19/10/2016,104.2,220.3,3.01,197.2,327.08,,
20/10/2016,105.5,219.4,3.02,198.6,328.74,,
21/10/2016,105.5,220.5,3.02,198.8,329.45,,
24/10/2016,105.4,221.3,3.02,198.2,331.09,,
25/10/2016,105.6,219.7,3.03,198.8,331.05,,
26/10/2016,105.6,219,3,198.4,328.18,,
27/10/2016,104.9,217.4,2.98,195.5,329.44,,
28/10/2016,105.7,216.6,2.99,193.9,328.24,,
31/10/2016,105.5,217,3,194.1,330.54,,
01/11/2016,104.9,216.8,2.99,195.4,329.28,,
02/11/2016,103.9,217.9,2.95,191.8,326.8,,
03/11/2016,101.8,217.6,2.91,188.2,325.06,,
04/11/2016,100.8,217.7,2.9,186.2,317.83,,
07/11/2016,102.5,218.4,2.92,188.3,320.31,,
08/11/2016,102.8,217.8,2.95,189.5,322.93,,
09/11/2016,102.5,216.2,2.94,187.8,321.62,,
10/11/2016,107.3,214.9,2.92,187.5,323.05,,
11/11/2016,104.1,214.2,2.83,181.1,312.57,,
14/11/2016,103,212.1,2.83,182,313.57,,
15/11/2016,104,213.7,2.82,186.1,315.58,,
16/11/2016,105.1,213.5,2.84,184.1,314.02,,
17/11/2016,104.7,214.3,2.85,184,315.7,,
18/11/2016,104.4,212.8,2.87,183.6,317.4,,
21/11/2016,105.5,213,2.88,184.2,316.69,,
22/11/2016,107,214.7,2.88,183.4,318.44,,
23/11/2016,107.7,213.6,2.88,186.2,320.35,,
24/11/2016,107.2,212.7,2.86,184.4,317.44,,
25/11/2016,107.4,213.4,2.88,184.5,317.8,,
28/11/2016,107.4,214.2,2.9,186.1,317.53,,
29/11/2016,106.6,213.9,2.88,186,315.32,,
30/11/2016,106.2,214.9,2.9,188.2,317.06,,
01/12/2016,107.2,213,2.81,183.4,311.37,,
02/12/2016,106.9,213.1,2.78,181.7,308.62,,
05/12/2016,107.4,213.6,2.78,181.4,311.66,,
06/12/2016,108.1,214,2.78,182.3,308.42,,
07/12/2016,110.3,214.2,2.82,185.7,311.13,,
08/12/2016,111.1,213.9,2.83,187.7,314.82,,
09/12/2016,112.4,213,2.85,188.9,315.34,,
12/12/2016,112.5,211.9,2.87,187.7,316.26,,
13/12/2016,111.2,213,2.87,187.7,317.13,,
14/12/2016,111.4,213.8,2.89,188.6,318.8,,
15/12/2016,109.8,211.7,2.91,186.3,318,,
16/12/2016,110.5,212.9,2.93,186.6,321.24,,
19/12/2016,110.4,213.1,2.94,188.7,322.43,,
20/12/2016,110.2,213.7,2.96,191.1,322.76,,
21/12/2016,110.8,214,2.95,191,324.36,,
22/12/2016,110.8,214.8,2.96,189.9,323.81,,
23/12/2016,111.5,215.6,2.99,191.3,325.84,,
26/12/2016,111.5,215.6,2.99,191.3,325.84,,
27/12/2016,111.5,215.6,2.99,191.3,325.84,,
28/12/2016,112.7,216.4,2.99,191.8,325.62,,
29/12/2016,112.7,218,2.98,191.2,326.92,,
30/12/2016,113.1,218.1,2.98,192.6,326.74,,
02/01/2017,113.1,218.1,2.98,192.6,326.74,,
03/01/2017,113.2,216,2.98,194.8,328.67,,
04/01/2017,113.8,215.9,2.99,194.8,328.3,,
05/01/2017,114.5,214.8,2.99,196.8,329.51,,
06/01/2017,115.2,215.4,2.98,197.3,328.54,,
09/01/2017,116.2,215.2,3.04,199.8,331.4,,
10/01/2017,116.8,215.4,3.04,199.4,332.74,,
11/01/2017,117.6,215.1,3.04,198.4,332.72,,
12/01/2017,118.1,215.9,3.03,195.4,331.94,,
13/01/2017,118.4,215.2,3.05,197.5,334.69,,
16/01/2017,119.8,215.5,3.08,198.7,336.56,,
17/01/2017,118.4,216.5,3.04,196.3,335.81,,
18/01/2017,117.6,215.6,3.03,196.6,329.94,,
19/01/2017,116.7,214.6,3.02,195.2,330.68,,
20/01/2017,116.8,213.5,3.03,194.2,331.15,,
23/01/2017,117.2,213.9,3,193.1,330.06,,
24/01/2017,118,214.4,3,194,330.76,,
25/01/2017,118.1,214.2,2.99,191.9,330.7,,
26/01/2017,118.1,212.4,2.98,191.5,329.03,,
27/01/2017,117.4,212.6,2.98,191.9,328.22,,
30/01/2017,116.9,213,2.99,190.7,325.64,,
31/01/2017,116.3,213.5,3,191.3,330.09,,
01/02/2017,115.4,213.8,2.97,190.1,330.13,,
02/02/2017,116.2,213.5,2.95,188.2,327.44,,
03/02/2017,116.7,214,3.03,192.1,332.45,,
06/02/2017,117,215.2,3.05,193.1,333.59,,
07/02/2017,117.2,215.4,3.06,194.4,334.84,,
08/02/2017,115.8,216.7,3.05,192.9,333.43,,
09/02/2017,115.3,217,3.04,193.5,334.38,,
10/02/2017,116.5,216.8,3.07,195.1,336.58,,
13/02/2017,118,216.1,3.06,194.7,337.03,,
14/02/2017,119.3,215.7,3.08,195.8,337.31,,
15/02/2017,119.4,215.7,3.09,195.9,337.58,,
16/02/2017,118.3,216,3.09,194.6,337.8,,
17/02/2017,118,217.2,3.12,196.6,337.08,,
20/02/2017,117,217,3.11,196.1,341.26,,
21/02/2017,117.4,216.6,3.13,196.8,340.47,,
22/02/2017,117.3,217.8,3.14,198.2,342.31,,
23/02/2017,116.5,217.7,3.14,197.7,343.1,,
24/02/2017,114.5,219.1,3.13,197.3,343.97,,
27/02/2017,114.9,219.9,3.18,199.4,343.38,,
28/02/2017,114.1,219.9,3.16,199.6,344.24,,
01/03/2017,115.1,220.1,3.2,200.7,346.05,,
02/03/2017,117.2,219.5,3.22,200.3,347.99,,
03/03/2017,115.4,219.4,3.23,200.1,348.69,,
06/03/2017,115.4,219,3.22,199.2,348.24,,
07/03/2017,115.4,219.4,3.24,199.8,349.47,,
08/03/2017,114.7,219.5,3.24,199.4,349.46,,
09/03/2017,112.1,219.4,3.24,197.1,349.35,,
10/03/2017,112.6,218.7,3.26,195.4,351.74,,
13/03/2017,112.7,218.7,3.26,194.2,351.22,,
14/03/2017,113.6,218.4,3.28,195.3,352.23,,
15/03/2017,112.6,219,3.26,194.4,350.44,,
16/03/2017,115,219,3.27,196.6,352.61,,
17/03/2017,114.2,218.5,3.25,195.9,351.42,,
20/03/2017,113.6,218.5,3.26,196.2,352.87,,
21/03/2017,113.8,218.3,3.24,194.8,352.75,,
22/03/2017,111.6,219.5,3.22,194.2,348.86,,
23/03/2017,111.6,220,3.22,193.7,348.21,,
24/03/2017,110.9,219.5,3.22,194.7,348.98,,
27/03/2017,108.8,220.2,3.21,192.8,347.7,,
28/03/2017,109.5,220.2,3.22,192.8,348.29,,
29/03/2017,111.2,220,3.24,195.2,348.29,,
30/03/2017,112.2,221.1,3.24,195,352.26,,
31/03/2017,111.7,221.5,3.23,194.8,349.45,,
03/04/2017,111.7,221.4,3.22,195,350.35,,
04/04/2017,112.1,223,3.23,196.3,351.54,,
05/04/2017,113.2,222.1,3.23,196.2,352.04,,
06/04/2017,112.7,221.5,3.23,196.9,351.03,,
07/04/2017,113.3,222,3.23,198.4,352.1,,
10/04/2017,113.3,221.6,3.24,198.5,355.01,,
11/04/2017,114,222.1,3.24,199.5,356.63,,
12/04/2017,113.3,222.5,3.23,199.7,356.96,,
13/04/2017,111.7,223.1,3.23,199.3,355.87,,
14/04/2017,111.7,223.1,3.23,199.3,355.87,,
17/04/2017,111.7,223.1,3.23,199.3,355.87,,
18/04/2017,109,223.1,3.21,198.5,354.72,,
19/04/2017,107.1,223.2,3.17,196,349.35,,
20/04/2017,106,222.5,3.18,196.3,349.39,,
21/04/2017,106.8,223.1,3.18,196.2,349,,
24/04/2017,107.8,221.8,3.2,196.5,354.28,,
25/04/2017,107.3,221.8,3.25,194.9,356.07,,
26/04/2017,106.9,221.6,3.27,195.3,355.64,,
27/04/2017,105.9,221.7,3.25,193.1,354.05,,
28/04/2017,105,221.1,3.25,191.9,354.99,,
01/05/2017,105,221.1,3.25,191.9,354.99,,
02/05/2017,104.4,221.1,3.26,192.3,355.85,,
03/05/2017,103.6,221.6,3.28,192,356.96,,
04/05/2017,102.9,221,3.28,191,358.12,,
05/05/2017,101.3,220.3,3.28,189.5,360.05,,
08/05/2017,102.8,220.4,3.29,190.9,360.95,,
09/05/2017,103.3,218.9,3.29,190.5,362.32,,
10/05/2017,102.6,219.8,3.28,189.5,361.69,,
11/05/2017,103.9,219.8,3.29,191.2,364.03,,
12/05/2017,103.7,220.4,3.3,190.9,364.85,,
15/05/2017,103.9,220.8,3.29,190.2,365.12,,
16/05/2017,104.9,220,3.32,190.7,366.72,,
17/05/2017,105,221.2,3.31,189,366.46,,
18/05/2017,102.9,222.7,3.28,188.1,363.57,,
19/05/2017,103.1,221.9,3.3,189.6,364.33,,
22/05/2017,105.3,221.7,3.31,190.6,366.82,,
23/05/2017,105.5,222,3.34,191.3,368.26,,
24/05/2017,105,222.4,3.35,191.5,368.92,,
25/05/2017,104.9,222.9,3.37,192.7,369.03,,
26/05/2017,104.7,223.4,3.41,194.5,370.63,,
29/05/2017,104.7,223.4,3.41,194.5,370.63,,
30/05/2017,104.8,223.2,3.39,193.2,370.32,,
31/05/2017,104.2,223.5,3.42,193.6,374.27,,
01/06/2017,103.1,222.3,3.44,194,376.02,,
02/06/2017,103.3,222.2,3.46,195,377.22,,
05/06/2017,102.4,222.1,3.46,195.5,375.45,,
06/06/2017,102.3,223,3.46,195.4,372.73,,
07/06/2017,103.5,223.4,3.46,195.2,373.02,,
08/06/2017,101.9,222.7,3.45,194.9,371.04,,
09/06/2017,103.5,222.9,3.48,196.9,370.95,,
12/06/2017,105.4,223.1,3.47,198.5,369.19,,
13/06/2017,105,221.9,3.45,199.9,370.89,,
14/06/2017,105.8,222.6,3.47,200.3,372.86,,
15/06/2017,102.4,223.4,3.45,199.4,370.96,,
16/06/2017,102.1,221.6,3.47,200,371.77,,
19/06/2017,102.6,222.6,3.47,199.7,374.97,,
20/06/2017,103.1,222.7,3.52,200.8,378.71,,
21/06/2017,101.6,223.3,3.5,199.7,375.71,,
22/06/2017,101,223.3,3.5,199.1,374.78,,
23/06/2017,101,222.8,3.48,198.4,372.05,,
26/06/2017,101.7,223.2,3.5,198.8,374.57,,
27/06/2017,101.8,222.6,3.49,199.1,372.06,,
28/06/2017,101.2,220.9,3.45,196.9,370.33,,
29/06/2017,101.3,219.4,3.42,195.3,367.9,,
30/06/2017,101,218.7,3.39,193.4,363.46,,
03/07/2017,101.6,218,3.38,193,362.27,,
04/07/2017,102.7,218.4,3.38,194.6,361.15,,
05/07/2017,103.1,218,3.38,194.5,361.33,,
06/07/2017,101.7,217.3,3.38,192.5,361.92,,
07/07/2017,100.9,217.1,3.39,190.8,360.35,,
10/07/2017,100.7,217.6,3.41,192,364.12,,
11/07/2017,102,217.9,3.4,190,359.86,,
12/07/2017,103.7,217.8,3.41,190.5,361.21,,
13/07/2017,103.6,218.7,3.43,191.9,363.24,,
14/07/2017,103.6,217.9,3.42,191.7,363.96,,
17/07/2017,103.9,218,3.42,191.9,364.03,,
18/07/2017,104.3,218.9,3.44,193.9,365.55,,
19/07/2017,103.7,219.2,3.43,193.5,365.32,,
20/07/2017,105.5,219.4,3.47,196.1,367.72,,
21/07/2017,104.7,219.7,3.48,195,371.05,,
24/07/2017,103.7,220.1,3.45,194.6,366.51,,
25/07/2017,104.1,219.8,3.45,194.5,368.07,,
26/07/2017,105.6,219,3.43,194.1,370.17,,
27/07/2017,105.4,219.6,3.42,194.5,374.35,,
28/07/2017,105.7,219.1,3.43,195.1,373.33,,
31/07/2017,106,219.5,3.42,194.4,373.37,,
01/08/2017,106,219.3,3.4,193.6,372.72,,
02/08/2017,105.1,219.3,3.39,194,373.04,,
03/08/2017,105.1,218.8,3.39,193.6,373,,
04/08/2017,105.5,220.4,3.41,194.7,375.27,,
07/08/2017,106.9,220.2,3.43,195.7,378.58,,
08/08/2017,107.2,220.8,3.44,196,378,,
09/08/2017,107.4,221.5,3.43,196,377.13,,
10/08/2017,107.2,221.8,3.43,195.2,376.3,,
11/08/2017,105.4,222.5,3.41,194.3,372.72,,
14/08/2017,105.7,221.8,3.43,194.4,375.08,,
15/08/2017,105.8,221.8,3.47,197.1,377.1,,
16/08/2017,105.8,221,3.49,197,381.04,,
17/08/2017,106.4,221.3,3.51,197.6,382.16,,
18/08/2017,104.8,221.7,3.46,196.4,377.6,,
21/08/2017,105.3,222.2,3.46,195.2,377.79,,
22/08/2017,106,222.2,3.48,197.7,380.47,,
23/08/2017,106.6,221.9,3.51,197.4,382.02,,
24/08/2017,107.4,222.4,3.48,198.1,381.51,,
25/08/2017,107.7,222.3,3.47,197.2,381.11,,
28/08/2017,107.7,222.3,3.47,197.2,381.11,,
29/08/2017,106.5,223.7,3.45,195.2,375.94,,
30/08/2017,107.3,223.4,3.46,195.9,378.82,,
31/08/2017,107.6,223.1,3.49,197.4,379.8,,
01/09/2017,108.4,222.7,3.51,197.4,381.61,,
04/09/2017,109.1,222.5,3.5,197.4,381.01,,
05/09/2017,109.1,222.5,3.49,197.3,380.58,,
06/09/2017,108.2,223.5,3.46,195.5,376.12,,
07/09/2017,109.4,223.5,3.47,195.9,375.8,,
08/09/2017,109.1,224.6,3.47,196.1,376.41,,
11/09/2017,108,223.6,3.47,196.3,378.21,,
12/09/2017,108,222.5,3.47,195.5,377.32,,
13/09/2017,108.3,221.3,3.47,194.5,375.34,,
14/09/2017,108.4,220.9,3.47,194.1,377.96,,
15/09/2017,105.7,217.7,3.38,190.4,370.62,,
18/09/2017,106.3,217.9,3.4,191.4,370.95,,
19/09/2017,107.7,218,3.42,191,370.97,,
20/09/2017,107.8,217.7,3.4,189.9,369.97,,
21/09/2017,108.2,216.8,3.39,189.4,367.94,,
22/09/2017,108,217.2,3.37,188.5,367.38,,
25/09/2017,108.8,217.6,3.39,188.3,368.25,,
26/09/2017,109.2,218.2,3.37,189.6,367.66,,
27/09/2017,109,216.9,3.37,189.4,367.87,,
28/09/2017,108.9,216.5,3.37,188.2,369.04,,
29/09/2017,109.7,217.5,3.39,190,371.34,,
02/10/2017,110.5,217.9,3.41,191,375.1,,
03/10/2017,111.4,217.3,3.44,191.9,376.12,,
04/10/2017,111.6,218,3.43,191.8,377.43,,
05/10/2017,112.7,217.4,3.47,193.4,379.74,,
06/10/2017,113.9,216.4,3.52,195.4,381.81,,
09/10/2017,112.5,216.9,3.51,193.9,382.61,,
10/10/2017,112.2,216.8,3.5,194,382.84,,
11/10/2017,112.5,216.6,3.51,194.4,383.52,,
12/10/2017,112.8,217,3.53,195.6,385.42,,
13/10/2017,112.3,216.8,3.52,194.5,385.71,,
16/10/2017,113.2,217.4,3.51,194.9,385.51,,
17/10/2017,113.8,218.8,3.51,194.9,385.51,,
18/10/2017,113.2,218.4,3.51,194.9,385.51,,
19/10/2017,112.9,219,3.55,196.5,386.29,,
20/10/2017,113.1,218.1,3.54,195.7,385.87,,
23/10/2017,113.3,218,3.56,194.3,384.74,,
24/10/2017,113,217.7,3.56,193.8,384.2,,
25/10/2017,112.6,216.8,3.55,191.6,382.62,,
26/10/2017,112.3,216.6,3.55,191.9,382.88,,
27/10/2017,112.2,217.5,3.6,192.5,387.87,,
30/10/2017,112.4,217.7,3.61,191.8,384.93,,
31/10/2017,112.5,218.1,3.58,191.6,385.24,,
01/11/2017,113,217.9,3.57,190.8,385.94,,
02/11/2017,114.9,217.8,3.6,193.7,384.54,,
03/11/2017,115.4,219.1,3.62,195.4,387.87,,
06/11/2017,115.4,219.4,3.63,194.5,388.03,,
07/11/2017,116.6,220.1,3.62,195.3,387.26,,
08/11/2017,116.1,220.8,3.62,197,387.77,,
09/11/2017,116.4,219.9,3.63,197.7,387.33,,
10/11/2017,115.5,218.7,3.61,197.1,383.68,,
13/11/2017,115.7,218.8,3.62,198,385.01,,
14/11/2017,115.3,218.2,3.62,198.2,384.94,,
15/11/2017,112.6,219.2,3.62,196.7,385.19,,
16/11/2017,112,218.6,3.6,195.6,384.32,,
17/11/2017,112.4,218.5,3.63,196.6,385.18,,
20/11/2017,112.4,218.8,3.61,195.7,385.93,,
21/11/2017,112.6,220.3,3.63,195.7,386.84,,
22/11/2017,113.4,219.4,3.64,196.3,389.85,,
23/11/2017,113.7,219.9,3.62,195.7,388.45,,
24/11/2017,113.8,219.8,3.62,196,390.55,,
27/11/2017,114,220.1,3.63,195.8,391.2,,
28/11/2017,113.2,219.8,3.64,195.6,391.14,,
29/11/2017,112.7,218.7,3.63,193.4,389.8,,
30/11/2017,112,217.7,3.59,193.1,382.81,,
01/12/2017,111.9,219.3,3.59,192.6,381.69,,
04/12/2017,113.2,219.4,3.59,193,383.67,,
05/12/2017,113.2,219.6,3.58,194,384.02,,
06/12/2017,112.4,220.1,3.61,193.5,384.06,,
07/12/2017,111.6,219.9,3.63,193.7,387.37,,
08/12/2017,110.9,218.3,3.6,192.3,383.82,,
11/12/2017,112.5,220.4,3.63,194.3,386.35,,
12/12/2017,113.5,220.3,3.64,194.9,387.86,,
13/12/2017,113.7,220.1,3.65,195.9,389.8,,
14/12/2017,113.8,220.8,3.64,195.3,390.71,,
15/12/2017,113.4,222.3,3.62,195.5,388.6,,
18/12/2017,114.1,222.5,3.67,197.3,391.97,,
19/12/2017,115.2,222.1,3.67,198.1,392.87,,
20/12/2017,115,220,3.66,195.3,393.34,,
21/12/2017,116.3,219.4,3.66,193.9,391.52,,
22/12/2017,117.5,220.1,3.66,193.4,393.26,,
25/12/2017,117.5,220.1,3.66,193.4,393.26,,
26/12/2017,117.5,220.1,3.66,193.4,393.26,,
27/12/2017,118.2,220.5,3.65,194.8,392.92,,
28/12/2017,118.6,221.3,3.66,195.5,394.3,,
29/12/2017,118.7,221.7,3.64,195.1,394.23,,
01/01/2018,118.7,221.7,3.64,195.1,394.23,,
02/01/2018,118.3,220,3.63,194.7,394.31,,
03/01/2018,119.8,220.6,3.63,194.4,392.32,,
04/01/2018,121,220.6,3.65,194.8,391.52,,
05/01/2018,121.8,220.8,3.68,193.5,393.68,,
08/01/2018,122.1,221.2,3.7,194.1,394.22,,
09/01/2018,122.7,220.9,3.71,195,393.98,,
10/01/2018,122.1,219.8,3.72,193.4,394,,
11/01/2018,122.9,220.4,3.72,193.1,390.54,,
12/01/2018,123.2,219.4,3.69,190.5,390.74,,
15/01/2018,123,219.9,3.68,188.5,390.21,,
16/01/2018,122.9,220,3.68,189.2,390.57,,
17/01/2018,121.1,220.1,3.68,188.7,386.91,,
18/01/2018,120.6,219.5,3.69,188.1,388.14,,
19/01/2018,119.9,219.3,3.71,187.4,389.57,,
22/01/2018,120,218.9,3.73,187.6,390,,
23/01/2018,119.7,219.4,3.74,188.7,390.68,,
24/01/2018,118.4,218.6,3.68,188.3,388.45,,
25/01/2018,117.9,218.1,3.66,186.4,386.22,,
26/01/2018,117.8,218.3,3.67,186.3,386.42,,
29/01/2018,119.8,218,3.72,188,387.69,,
30/01/2018,118.2,218,3.73,185.6,388.96,,
31/01/2018,116.7,217.9,3.71,184.5,387.88,,
01/02/2018,115.6,216.3,3.69,185.1,386.24,,
02/02/2018,115.1,216.1,3.66,181.7,387.15,,
05/02/2018,112.7,216.2,3.62,181.1,382.14,,
06/02/2018,109.2,217.7,3.53,176.5,374.86,,
07/02/2018,111.4,216.5,3.57,178.4,374.12,,
08/02/2018,109,216.3,3.52,176.3,375.64,,
09/02/2018,108.3,216.6,3.46,174.7,370.22,,
12/02/2018,109,215.6,3.51,177.3,369.51,,
13/02/2018,109.7,215.7,3.53,176.7,370.19,,
14/02/2018,110.1,215.5,3.55,178.2,371.82,,
15/02/2018,111.6,213.6,3.55,175.6,371.46,,
16/02/2018,110.8,215.4,3.59,177.3,376.54,,
19/02/2018,110.6,215.8,3.59,178.9,377.07,,
20/02/2018,109.9,215.7,3.58,178.6,377.49,,
21/02/2018,110,216.8,3.58,178.3,378.99,,
22/02/2018,109.7,216.5,3.59,176.2,379.75,,
23/02/2018,110.6,217.1,3.57,177.6,380.82,,
26/02/2018,111.5,217.2,3.61,178.8,382.16,,
27/02/2018,112.2,217.2,3.64,179.9,384.39,,
28/02/2018,111.2,217.3,3.64,177.8,382.07,,
01/03/2018,109.6,218.7,3.61,178.7,380.87,,
02/03/2018,108.5,218.7,3.55,178.5,376.57,,
05/03/2018,108.2,218.1,3.57,177.6,377.94,,
06/03/2018,109.3,216.1,3.6,178.2,381.14,,
07/03/2018,108.7,217.7,3.6,178.7,379.73,,
08/03/2018,108.8,217.5,3.62,180.4,380.6,,
09/03/2018,108.7,217.4,3.66,181.1,383.95,,
12/03/2018,109.9,217.4,3.7,181.6,386.11,,
13/03/2018,109.6,217.7,3.69,181.6,386.21,,
14/03/2018,109.1,218.2,3.65,180.5,383.75,,
15/03/2018,109,219.7,3.65,181.2,383.46,,
16/03/2018,108.2,219.9,3.64,180.7,383.59,,
19/03/2018,107.2,219.1,3.62,180.1,380.36,,
20/03/2018,106.4,220.2,3.59,180,380.88,,
21/03/2018,105.9,218.7,3.58,178.7,380.05,,
22/03/2018,106.5,220.2,3.54,176.1,378.61,,
23/03/2018,104.6,220.1,3.48,176.1,372.27,,
26/03/2018,105,220.2,3.41,173.8,373.84,,
27/03/2018,106.4,220.8,3.49,176,375.67,,
28/03/2018,104.5,221.5,3.45,175.2,373.12,,
29/03/2018,104.3,221.6,3.47,179.1,378.73,,
30/03/2018,104.3,221.6,3.47,179.1,378.73,,
02/04/2018,104.3,221.6,3.47,179.1,378.73,,
03/04/2018,104.8,222,3.46,178,375.5,,
04/04/2018,104,221.7,3.47,178,377.51,,
05/04/2018,105.6,220,3.51,180.4,382.92,,
06/04/2018,106.8,219.9,3.54,180.1,384.8,,
09/04/2018,105.3,220.2,3.48,179.5,385.32,,
10/04/2018,106.5,219.9,3.49,179.2,386.42,,
11/04/2018,107.1,220.5,3.53,178.2,387.59,,
12/04/2018,107.9,220.2,3.51,178.4,386.41,,
13/04/2018,107.5,219.3,3.49,176.4,382.69,,
16/04/2018,108.2,218.8,3.49,176.7,384.77,,
17/04/2018,108,218.9,3.5,176.9,382.8,,
18/04/2018,110.1,219.5,3.57,179.8,384.43,,
19/04/2018,112.3,218.5,3.56,179.6,385,,
20/04/2018,113.2,218,3.54,179.6,386.01,,
23/04/2018,113.4,217.5,3.53,179.5,384.2,,
24/04/2018,113.8,217.3,3.54,180.1,387.72,,
25/04/2018,112.3,216.8,3.48,179.6,385.89,,
26/04/2018,112.5,217.8,3.48,179.6,388.06,,
27/04/2018,114.5,219,3.58,183.9,391.65,,
30/04/2018,114.7,219.3,3.6,187.5,395.35,,
01/05/2018,114.4,219.8,3.59,187.5,395.92,,
02/05/2018,114.9,218.8,3.61,188.5,397.42,,
03/05/2018,115.5,219.3,3.58,188.7,396.16,,
04/05/2018,115.9,220.3,3.6,188.9,397.47,,
07/05/2018,115.9,220.3,3.6,188.9,397.47,,
08/05/2018,116.9,219.6,3.66,191.9,401.7,,
09/05/2018,117.5,218.3,3.65,190.5,400.52,,
10/05/2018,119.3,218.9,3.68,191.8,403.98,,
11/05/2018,120.8,219.1,3.71,193.3,406.45,,
14/05/2018,121.1,218.3,3.72,193.3,405.93,,
15/05/2018,122.4,218.3,3.72,192.1,406.27,,
16/05/2018,123,218.3,3.71,190.3,407.95,,
17/05/2018,123.9,217.8,3.71,189.5,409.97,,
18/05/2018,124.4,217.3,3.72,189,412.16,,
21/05/2018,125.1,218.3,3.76,190.6,416.2,,
22/05/2018,125,217.6,3.77,191.1,417.06,,
23/05/2018,123.5,218.6,3.77,192.2,417.06,,
24/05/2018,122.9,218.8,3.8,193.3,415.06,,
25/05/2018,122.1,220.4,3.81,193.9,416.14,,
28/05/2018,122.1,220.4,3.81,193.9,416.14,,
29/05/2018,119.5,223.5,3.81,194.5,412.57,,
30/05/2018,120.1,222.6,3.79,195.3,410.03,,
31/05/2018,121.6,222.7,3.82,196.4,413.21,,
01/06/2018,121.3,222.2,3.81,195.9,412.46,,
04/06/2018,121.7,221.8,3.83,196.6,415.1,,
05/06/2018,121.1,221.8,3.86,197.5,415.3,,
06/06/2018,122.1,220.6,3.85,196.9,416.57,,
07/06/2018,123.2,219.3,3.86,196.8,415.61,,
08/06/2018,122.8,220,3.85,197,411.72,,
11/06/2018,123.7,219.3,3.89,198,417.98,,
12/06/2018,123,218.9,3.88,197.1,417.47,,
13/06/2018,123.2,220.2,3.91,198.5,420.35,,
14/06/2018,121.9,220.6,3.88,195,413.88,,
15/06/2018,122.5,221.2,3.93,197.8,419.04,,
18/06/2018,120.2,221.5,3.93,197.8,414.91,,
19/06/2018,120,222,3.93,197.8,412.24,,
20/06/2018,120.7,221.9,3.94,198.7,413.21,,
21/06/2018,119.8,221.8,3.94,199.3,414.36,,
22/06/2018,118.9,221.1,3.9,198.5,412.18,,
25/06/2018,119.8,221.4,3.91,199.3,412.82,,
26/06/2018,118.7,221.6,3.86,199.9,411.19,,
27/06/2018,119.8,222.4,3.88,199.9,409.34,,
28/06/2018,121,222.7,3.87,200.7,412.63,,
29/06/2018,120.9,222.5,3.9,201.2,415.4,,
02/07/2018,120.3,222.4,3.88,200.3,413.1,,
03/07/2018,119.3,222.1,3.9,199.9,413.4,,
04/07/2018,118.9,222.4,3.88,200.9,412.93,,
05/07/2018,119.4,222.2,3.87,200.5,413.86,,
06/07/2018,118.8,222.8,3.91,201.9,416.33,,
09/07/2018,119.7,222,3.92,201.8,416.65,,
10/07/2018,121.2,222.4,3.96,201.9,418.92,,
11/07/2018,119.8,222.3,3.97,201.1,417.37,,
12/07/2018,118.8,222.4,3.98,201.4,419.3,,
13/07/2018,119.5,222.9,4.04,202.8,424.22,,
16/07/2018,118.5,222.4,4.01,200.6,419.93,,
17/07/2018,117.8,222.4,4.01,200.4,421.36,,
18/07/2018,119.7,223.3,4.11,202.5,427.12,,
19/07/2018,119.9,223.5,4.12,202.4,428.11,,
20/07/2018,118.9,223.8,4.1,203.4,431,,
23/07/2018,118.1,223.6,4.09,201.1,426.88,,
24/07/2018,118.8,222.8,4.11,201.5,427.78,,
25/07/2018,119.3,222.8,4.1,200.6,424.43,,
26/07/2018,119.9,222.6,4.07,201.4,425.29,,
27/07/2018,121.4,222.3,4.09,202.9,423.83,,
30/07/2018,121.2,221.5,4.06,201.2,421.59,,
31/07/2018,121.3,221.2,4,201.2,419.78,,
01/08/2018,121.6,220.9,4.01,202.8,421.88,,
02/08/2018,119.3,220.8,4,202.8,420.39,,
03/08/2018,121.5,220.7,4.06,204.2,424.3,,
06/08/2018,122.4,221.9,4.09,206.7,426.96,,
07/08/2018,123.3,222.1,4.09,206.8,427.87,,
08/08/2018,123.9,221.9,4.11,208.1,429.64,,
09/08/2018,123.7,221.6,4.09,207,429.91,,
10/08/2018,123.5,222.5,4.11,207.8,429.74,,
13/08/2018,122.1,223.1,4.1,206.3,427.48,,
14/08/2018,121.1,222.5,4.1,206,431.9,,
15/08/2018,120,223.1,4.11,206.9,431.11,,
16/08/2018,118.4,223,4.1,209,428.92,,
17/08/2018,118.5,223.6,4.12,209.7,430.76,,
20/08/2018,119.9,222.8,4.12,210.8,431.63,,
21/08/2018,119.3,222.5,4.12,209.8,431.99,,
22/08/2018,119.6,222.2,4.1,208.5,428.51,,
23/08/2018,119.8,222,4.1,207.3,432.91,,
24/08/2018,120,222,4.11,207.8,431.78,,
27/08/2018,120,222,4.11,207.8,431.78,,
28/08/2018,122.5,221.5,4.16,208.8,435.67,,
29/08/2018,121.9,221.2,4.16,210.5,435.94,,
30/08/2018,121.3,220.8,4.14,207.9,432.56,,
