Date,Commodities,Gov Bonds,International,Property,UK,,
26/11/2014,93.22,194.5,1.98,145.6,261.33,,
27/11/2014,92.95,195.4,1.98,146.3,261.91,,
28/11/2014,91.41,196.1,1.99,146.9,263.23,,
01/12/2014,89.23,196,2,146.9,265.41,,
02/12/2014,89.91,195.5,2.01,147.5,264.56,,
03/12/2014,90.1,194.7,2.01,147.9,264.45,,
04/12/2014,90.74,195.3,2.01,147.2,265.44,,
05/12/2014,89.86,194.8,2.01,147.4,266.79,,
08/12/2014,89.6,194.5,2.01,146.7,264.74,,
09/12/2014,87.71,195.7,2.01,147.1,264.31,,
10/12/2014,87.52,196,1.99,146.9,262.09,,
11/12/2014,85.9,197.2,1.97,146.8,260.4,,
12/12/2014,84.85,197.2,1.97,146,256.11,,
15/12/2014,84.07,197.7,1.96,145.6,254.94,,
16/12/2014,82.68,199.6,1.93,143.6,252.59,,
17/12/2014,83.45,198.8,1.93,143.7,253.71,,
18/12/2014,86.41,197.8,1.96,146.5,255.19,,
19/12/2014,87.14,196.9,2.01,147.8,261.44,,
22/12/2014,88.88,197.1,2.01,148.5,263.17,,
23/12/2014,88.63,197.8,2.03,150.3,263.67,,
24/12/2014,89.32,196.7,2.03,150.1,264.79,,
25/12/2014,89.32,196.7,2.03,150.1,264.79,,
26/12/2014,89.32,196.7,2.03,150.1,264.79,,
29/12/2014,89.35,197.5,2.03,150.3,264.91,,
30/12/2014,89.01,198.1,2.02,150.6,263.59,,
31/12/2014,88.8,199,2.01,149.9,263.3,,
01/01/2015,88.8,199,2.01,149.9,263.3,,
02/01/2015,89.02,198.9,2.01,149.9,261.3,,
05/01/2015,89.24,199.6,2.02,152.5,262.63,,
06/01/2015,87.5,201.5,2.01,153.2,257.17,,
07/01/2015,87.92,201.4,2.01,155.4,258.24,,
08/01/2015,89.16,201.7,2.04,157.9,261.16,,
09/01/2015,89.02,201.6,2.07,157.4,264.43,,
12/01/2015,88.74,202.2,2.06,157.9,264.64,,
13/01/2015,87.67,203.4,2.06,159.1,265.67,,
14/01/2015,85.27,203.8,2.05,158.2,266.16,,
15/01/2015,84.72,204.7,2.04,158.5,262.57,,
16/01/2015,85.28,204.8,2.04,159.4,265.35,,
19/01/2015,86.81,204.6,2.06,160.5,267.91,,
20/01/2015,87.45,204.5,2.07,161.4,269.47,,
21/01/2015,87.21,205,2.07,161.1,272.16,,
22/01/2015,88.49,204.2,2.08,160.1,274.09,,
23/01/2015,89.24,205.6,2.13,164.4,278.23,,
26/01/2015,87.61,205.4,2.12,163.7,279.53,,
27/01/2015,88.22,205.4,2.12,163.9,280.05,,
28/01/2015,87.85,205.7,2.08,162.8,277.32,,
29/01/2015,86.36,206.5,2.08,162.6,278.8,,
30/01/2015,86.47,207,2.09,163.1,280.49,,
02/02/2015,87.07,207.7,2.06,162,280.09,,
03/02/2015,89.24,206.9,2.07,161.8,281.38,,
04/02/2015,89.89,205.6,2.07,161.4,278.95,,
05/02/2015,88.65,205,2.07,161.1,279.94,,
06/02/2015,89.44,204.5,2.07,161.9,278.45,,
09/02/2015,89.19,203.2,2.07,158.5,276.9,,
10/02/2015,89.39,202.1,2.06,158.4,278.81,,
11/02/2015,88.56,201.8,2.07,157.8,279.33,,
12/02/2015,88.8,200.4,2.07,157.6,281.15,,
13/02/2015,89.8,200.6,2.07,158.8,280.99,,
16/02/2015,90.65,200.6,2.06,158.3,277.71,,
17/02/2015,90.77,200.4,2.06,158.1,278.4,,
18/02/2015,90.32,198.5,2.06,157.9,279.92,,
19/02/2015,89.78,198.6,2.07,158.2,281.95,,
20/02/2015,89.95,198.5,2.08,157,281.32,,
23/02/2015,89.53,199.2,2.09,158.2,283.81,,
24/02/2015,89.18,198.9,2.09,158.1,285.2,,
25/02/2015,89.8,200.7,2.09,156.3,285.4,,
26/02/2015,89.82,201.6,2.09,156.3,283.94,,
27/02/2015,88.96,199.5,2.11,155.7,284.68,,
02/03/2015,89.17,199.5,2.11,156.8,286.88,,
03/03/2015,88.98,197.7,2.12,157.7,287.14,,
04/03/2015,88.35,197,2.09,157,283.07,,
05/03/2015,88.49,196.7,2.11,156.8,286.08,,
06/03/2015,88.21,197.5,2.13,157.8,288.3,,
09/03/2015,87.22,195.9,2.1,153.5,285.09,,
10/03/2015,86.07,196.9,2.11,153.6,285.8,,
11/03/2015,84.73,197.1,2.08,153.7,281.82,,
12/03/2015,85.67,199.1,2.08,155,281.96,,
13/03/2015,86.11,199.4,2.11,158.4,284.34,,
16/03/2015,85.57,200.3,2.11,158.9,287.27,,
17/03/2015,86.42,201.2,2.13,160,288.84,,
18/03/2015,87.19,201.7,2.14,161.1,289.33,,
19/03/2015,87.68,202.8,2.13,161.8,291.17,,
20/03/2015,87.52,203,2.15,163.5,291.4,,
23/03/2015,88.67,204.2,2.14,164.7,290.39,,
24/03/2015,89.02,203.8,2.15,165.4,294.47,,
25/03/2015,88.64,204.3,2.14,164.9,293.4,,
26/03/2015,87.99,203.2,2.1,161.8,285.9,,
27/03/2015,87.46,202.7,2.11,162,286.13,,
30/03/2015,87.4,203.9,2.13,163,290.26,,
31/03/2015,87.54,203.4,2.13,163.2,290.16,,
01/04/2015,87.51,203.2,2.12,163.3,288.15,,
02/04/2015,87.54,204.3,2.11,163.3,287.61,,
03/04/2015,87.54,204.3,2.11,163.3,287.61,,
06/04/2015,87.54,204.3,2.11,163.3,287.61,,
07/04/2015,88.71,202.5,2.13,164.8,290.77,,
08/04/2015,88.94,203.3,2.13,163.2,292.66,,
09/04/2015,88.82,203.8,2.14,164.9,295.97,,
10/04/2015,89.79,202.7,2.17,165.1,297.08,,
13/04/2015,90,202.1,2.18,164.7,296.9,,
14/04/2015,89.76,203.6,2.17,164,295.95,,
15/04/2015,90.44,203.7,2.16,163.4,295.83,,
16/04/2015,90.63,203.3,2.14,161.6,295.26,,
17/04/2015,89.56,203.4,2.13,160.3,294.5,,
20/04/2015,89.99,202.7,2.13,160.8,292.14,,
21/04/2015,89.94,203.4,2.16,161.2,294.66,,
22/04/2015,88.87,202.4,2.14,159.9,291.17,,
23/04/2015,89.06,201.1,2.15,160.3,291.57,,
24/04/2015,89.89,200.6,2.15,159.7,292.06,,
27/04/2015,89.97,201.7,2.17,160.1,289.4,,
28/04/2015,89.89,201.8,2.13,158.8,289.99,,
29/04/2015,89.39,200.2,2.13,157.8,289.68,,
30/04/2015,89.12,199.1,2.11,155.3,285.72,,
01/05/2015,90.3,199.2,2.11,155,286.44,,
04/05/2015,90.3,199.2,2.11,155,286.44,,
05/05/2015,91.74,197.5,2.15,157.6,289.93,,
06/05/2015,91.03,196.7,2.12,154,285.85,,
07/05/2015,90.17,196.6,2.11,152.5,282.68,,
08/05/2015,90.05,198.3,2.11,152.9,288.61,,
11/05/2015,90.65,198.7,2.13,153.7,292.12,,
12/05/2015,89,196.9,2.09,149.9,287.64,,
13/05/2015,89.34,197.6,2.09,151,288.63,,
14/05/2015,88.93,196.6,2.09,149.6,289.36,,
15/05/2015,89.51,197,2.12,152.3,292.27,,
18/05/2015,90.19,197.9,2.12,153.4,292.83,,
19/05/2015,90.13,198.5,2.15,154.6,295.91,,
20/05/2015,89.57,197,2.15,154.3,293.76,,
21/05/2015,89.25,196.9,2.13,152.3,294.26,,
22/05/2015,89.87,197.8,2.14,152.8,294.22,,
25/05/2015,89.87,197.8,2.14,152.8,294.22,,
26/05/2015,89.99,198.2,2.14,154.3,293.88,,
27/05/2015,88.99,198.1,2.13,153.3,293.49,,
28/05/2015,89.56,199.1,2.16,154.6,296.7,,
29/05/2015,89.87,199.4,2.16,154.5,295.42,,
01/06/2015,89.3,199.1,2.15,153.9,294.32,,
02/06/2015,89.03,197.9,2.15,154.3,291.66,,
03/06/2015,89.56,196.4,2.13,153,293.42,,
04/06/2015,88.72,194.4,2.11,150,291.52,,
05/06/2015,88.18,195.9,2.11,150.3,289.12,,
08/06/2015,88.1,195.8,2.11,149.5,290.06,,
09/06/2015,87.61,196,2.09,149,288.26,,
10/06/2015,87.72,194.3,2.07,147.4,287.55,,
11/06/2015,87.92,194,2.1,148.2,291.48,,
12/06/2015,87.4,195.2,2.1,148.3,290.73,,
15/06/2015,86.78,196.7,2.08,148,287.21,,
16/06/2015,85.71,196.4,2.05,146.4,284.77,,
17/06/2015,85.16,195.7,2.05,145.5,285.82,,
18/06/2015,84.98,196.2,2.04,144.8,283.74,,
19/06/2015,85.44,195.6,2.07,146.7,286.52,,
22/06/2015,85.37,195.1,2.07,147.1,288.89,,
23/06/2015,85.68,194.3,2.09,146.6,291.38,,
24/06/2015,86.34,193.7,2.08,146.2,291.92,,
25/06/2015,85.96,194.2,2.07,146,289.77,,
26/06/2015,85.16,194.4,2.07,144.5,287.86,,
29/06/2015,83.89,195.7,2.06,143.8,284.65,,
30/06/2015,83.57,196,2.03,143.1,281.55,,
01/07/2015,83.63,194.9,2.04,144.2,283.34,,
02/07/2015,83.63,193.8,2.05,145.3,284.99,,
03/07/2015,83.26,195.3,2.04,144.9,283.43,,
06/07/2015,82.8,196.4,2.04,144.7,281.31,,
07/07/2015,82.6,197.1,2.05,146.1,280.9,,
08/07/2015,82.03,198.8,2.07,146.8,279.48,,
09/07/2015,81.8,197.4,2.07,147.6,281.68,,
10/07/2015,81.88,195.6,2.07,146.8,286.68,,
13/07/2015,81.88,193.6,2.09,147.7,290.13,,
14/07/2015,82,193.7,2.11,147.6,291.98,,
15/07/2015,82.42,194.2,2.1,147.8,291.29,,
16/07/2015,81.7,194,2.11,148.2,293.3,,
17/07/2015,81.73,195.1,2.13,149.1,293.85,,
20/07/2015,81.27,195.3,2.14,149.2,294.91,,
21/07/2015,80.68,194.5,2.15,149.4,293.86,,
22/07/2015,79.86,195.5,2.13,148.4,292.56,,
23/07/2015,79.26,196.1,2.13,148.6,290.78,,
24/07/2015,78.84,197.2,2.13,148.2,290.84,,
27/07/2015,77.5,198.5,2.13,148.1,286.16,,
28/07/2015,76.64,197.8,2.11,147.6,282.44,,
29/07/2015,77.14,197.3,2.12,147.1,284.45,,
30/07/2015,77.96,197.3,2.14,147.9,285.77,,
31/07/2015,77.65,197.8,2.14,148,287.03,,
03/08/2015,76.94,198.6,2.15,148.4,287.89,,
04/08/2015,76.57,200,2.16,149.3,287.71,,
05/08/2015,76.99,198.3,2.16,149,288.84,,
06/08/2015,76.59,198.3,2.18,148.7,289.45,,
07/08/2015,77.46,199,2.16,149.2,288.68,,
10/08/2015,76.63,199.8,2.17,149.8,288.28,,
11/08/2015,77.54,200,2.16,148.4,287.45,,
12/08/2015,76.01,201.1,2.13,148,281.4,,
13/08/2015,76.98,200,2.14,148.8,284.67,,
14/08/2015,76.4,199.9,2.13,149.3,284.45,,
17/08/2015,76.01,199.7,2.13,149.2,284.45,,
18/08/2015,75.51,199.6,2.13,149.4,283.71,,
19/08/2015,74.89,199.3,2.13,149.6,281.22,,
20/08/2015,73.64,201.2,2.11,148.3,279.15,,
21/08/2015,73.22,201.7,2.08,147.2,275.72,,
24/08/2015,69.69,202.1,2.02,141.7,265.28,,
25/08/2015,69.92,201.3,1.99,140.4,267.18,,
26/08/2015,69.44,200.7,1.97,138.8,266.02,,
27/08/2015,69.97,199.6,2.04,142.6,269.76,,
28/08/2015,71.82,200.2,2.07,143.6,272.31,,
31/08/2015,71.82,200.2,2.07,143.6,272.31,,
01/09/2015,71.87,199.6,2.05,140,269.22,,
02/09/2015,71.38,200.1,2.02,140.3,267.54,,
03/09/2015,71.54,199.8,2.05,140.9,273.23,,
04/09/2015,71.24,201,2.05,140.2,270.16,,
07/09/2015,70.94,201.8,2.02,139.1,270.38,,
08/09/2015,71.23,201.7,2.03,139.3,273.36,,
09/09/2015,72.64,201,2.07,141.2,276.82,,
10/09/2015,71.11,200.6,2.03,138.6,274.46,,
11/09/2015,71.24,201.1,2.03,138.8,272.51,,
14/09/2015,71.18,200.6,2.04,140.7,274.46,,
15/09/2015,70.11,200.9,2.03,140.2,271.33,,
16/09/2015,70.63,199.1,2.06,141,276.12,,
17/09/2015,71.8,198.9,2.07,141.4,277.49,,
18/09/2015,71.44,200.8,2.05,141.7,276.18,,
21/09/2015,70.15,200,2.05,142,276.02,,
22/09/2015,68.76,200.3,2.05,142.4,271.98,,
23/09/2015,68.61,201.1,2.05,142.6,270.7,,
24/09/2015,67.27,201.8,2.06,143.5,272.33,,
25/09/2015,68.73,200.7,2.08,145.3,275.85,,
28/09/2015,67.36,201.5,2.07,144.9,275.38,,
29/09/2015,66.12,201.6,2.04,143.2,271.09,,
30/09/2015,67.16,201.5,2.06,145,273.44,,
01/10/2015,69.06,201.7,2.08,146.9,278.61,,
02/10/2015,68.77,201.9,2.09,146.7,278.49,,
05/10/2015,71.13,201.7,2.11,148.4,282.67,,
06/10/2015,72.63,201.3,2.14,149.7,284.09,,
07/10/2015,74.57,200.1,2.11,148.4,284.48,,
08/10/2015,75.73,201.3,2.13,148.9,281.78,,
09/10/2015,77.54,200.5,2.14,150.4,284.13,,
12/10/2015,77.69,200.4,2.14,150.1,283.41,,
13/10/2015,76.76,200.7,2.16,151,283.11,,
14/10/2015,75.8,200.7,2.13,149.1,282.47,,
15/10/2015,76.56,201.1,2.13,148.5,283.49,,
16/10/2015,76.42,201.1,2.14,150,286.55,,
19/10/2015,75.34,200.2,2.15,150,286.88,,
20/10/2015,73.98,200,2.17,151.1,287.08,,
21/10/2015,75.02,200.5,2.17,151.4,285.22,,
22/10/2015,74.47,200.4,2.16,151,284.68,,
23/10/2015,76.33,200.3,2.2,153.8,288.98,,
26/10/2015,76.62,200,2.21,152.9,288.68,,
27/10/2015,75.21,200.8,2.22,153.1,289.47,,
28/10/2015,74.53,201.3,2.23,153.5,289.71,,
29/10/2015,74.75,200.3,2.23,153.3,290.64,,
30/10/2015,74.03,199.2,2.22,152.6,289.79,,
02/11/2015,73.37,199,2.2,150,289.18,,
03/11/2015,74.71,199.1,2.21,152,289.35,,
04/11/2015,76.14,198,2.22,150.9,290.74,,
05/11/2015,75.12,198.3,2.23,150.9,290.4,,
06/11/2015,74.82,199,2.24,153,290.61,,
09/11/2015,74.25,196.9,2.23,149.3,289.89,,
10/11/2015,73.19,198,2.21,147.1,287.14,,
11/11/2015,72.56,197.8,2.22,148,288.41,,
12/11/2015,71.58,198.1,2.22,148.6,288.89,,
13/11/2015,70.16,198.3,2.18,146.9,282.65,,
16/11/2015,70.3,198.7,2.18,145.9,281.17,,
17/11/2015,71.17,198.5,2.22,147.6,284.95,,
18/11/2015,71.01,199.3,2.21,147.6,284.62,,
19/11/2015,72.14,199.4,2.22,148.6,288.54,,
20/11/2015,71.69,199.9,2.22,149.4,287.93,,
23/11/2015,71.32,199.5,2.24,151.3,287.61,,
24/11/2015,71,200.6,2.24,151.1,285.27,,
25/11/2015,72.26,200.4,2.25,151.3,287.57,,
26/11/2015,72.23,200.7,2.26,151.9,289.25,,
27/11/2015,72.04,201.3,2.26,151.7,289.49,,
30/11/2015,71.61,201.3,2.27,152.5,291.24,,
01/12/2015,71.9,200.9,2.26,152.1,291.07,,
02/12/2015,72.48,203.1,2.28,153.8,292.32,,
03/12/2015,72.08,202.8,2.29,153.2,294.39,,
04/12/2015,70.8,199.8,2.24,149,287.63,,
07/12/2015,70.63,200.5,2.29,151.6,292.24,,
08/12/2015,68.52,201.8,2.28,151.6,289.43,,
09/12/2015,67.6,201.7,2.27,150.5,286.9,,
10/12/2015,68.07,201.6,2.24,148.8,282.85,,
11/12/2015,67.44,201.4,2.23,147.2,282.34,,
14/12/2015,66.48,202.2,2.22,147.5,280.26,,
15/12/2015,66.54,200.2,2.23,147.7,280,,
16/12/2015,67.87,199.8,2.26,150.9,285.14,,
17/12/2015,68.81,200.7,2.3,153.6,289.64,,
18/12/2015,67.02,201.1,2.27,152.6,287.2,,
21/12/2015,68.34,201.4,2.26,152.4,287.68,,
22/12/2015,68.39,200.9,2.26,152.7,284.99,,
23/12/2015,70.31,199.9,2.29,153.4,289,,
24/12/2015,71.7,199.4,2.3,154,291.79,,
25/12/2015,71.7,199.4,2.3,154,291.79,,
28/12/2015,71.7,199.4,2.3,154,291.79,,
29/12/2015,71.5,200,2.32,155.7,293.76,,
30/12/2015,71.64,199.1,2.34,156.8,294.58,,
31/12/2015,70.8,199.2,2.33,156,293.54,,
01/01/2016,70.8,199.2,2.33,156,293.54,,
04/01/2016,69.5,200.3,2.29,153.5,287.67,,
05/01/2016,70.26,200.3,2.27,154.2,285.86,,
06/01/2016,69.03,201.5,2.27,154.9,284.57,,
07/01/2016,67.09,202.4,2.26,154,278.6,,
08/01/2016,66.98,201.5,2.24,152.8,282.36,,
11/01/2016,66.44,201.6,2.23,151.5,279.09,,
12/01/2016,66.06,201.6,2.26,153.8,280.47,,
13/01/2016,65.55,202.4,2.28,153.5,283.84,,
14/01/2016,64.61,203.5,2.24,151.2,277.66,,
15/01/2016,64.77,203.3,2.25,149.8,275.94,,
18/01/2016,64.84,203.4,2.23,150.2,272.26,,
19/01/2016,65.86,202.2,2.24,151.6,276.1,,
20/01/2016,62.78,203.8,2.25,150,271.94,,
21/01/2016,62.97,204,2.24,148.1,272.62,,
22/01/2016,65.16,202.8,2.24,149.4,279.38,,
25/01/2016,65.44,203.8,2.28,151.6,280.71,,
26/01/2016,64.14,204.3,2.27,150.9,278.69,,
27/01/2016,65.18,204.1,2.29,152.3,283.44,,
28/01/2016,65.76,204.6,2.29,150.8,286.15,,
29/01/2016,66.43,206.1,2.3,152.1,287.1,,
01/02/2016,67.58,205.6,2.36,154.7,290.34,,
02/02/2016,65.57,205.5,2.35,152.4,288.72,,
03/02/2016,64.67,205.8,2.33,151.2,285.47,,
04/02/2016,67.34,205.8,2.31,151.8,284.24,,
05/02/2016,69.28,205.9,2.3,152,281.21,,
08/02/2016,68.57,206.8,2.27,149.6,272.3,,
09/02/2016,68.46,207.8,2.25,146.7,269.83,,
10/02/2016,67.49,208.2,2.25,145.1,272.41,,
11/02/2016,65.98,210.5,2.25,144.7,266.06,,
12/02/2016,67.34,209,2.23,143.6,266.49,,
15/02/2016,69.74,207.3,2.29,147.2,275.47,,
16/02/2016,70.04,207.8,2.3,148,275.14,,
17/02/2016,70.9,207.1,2.33,150.3,281.03,,
18/02/2016,72.52,206.6,2.34,150.6,283.68,,
19/02/2016,72.46,208.3,2.35,152.6,284.32,,
22/02/2016,73.93,207.4,2.38,156.5,286.9,,
23/02/2016,74.41,207.1,2.39,156,284.3,,
24/02/2016,72.92,208.4,2.4,156.8,285.47,,
25/02/2016,73.83,207.4,2.41,157.4,287.39,,
26/02/2016,74.67,207.7,2.44,159.7,292.47,,
29/02/2016,75.38,208,2.44,159.3,290.77,,
01/03/2016,75.61,208.4,2.43,159.1,297.01,,
02/03/2016,75.66,207,2.44,161.5,298.49,,
03/03/2016,77.34,207.5,2.43,162.1,296.48,,
04/03/2016,78.09,207.7,2.43,161.8,296.29,,
07/03/2016,78.57,207.2,2.43,161.2,294.75,,
08/03/2016,79.05,208.4,2.41,160.4,293.61,,
09/03/2016,77.74,207.4,2.41,160.4,295.13,,
10/03/2016,78.47,208.1,2.43,160.6,295.12,,
11/03/2016,78.96,206.5,2.42,160.9,295.95,,
14/03/2016,79.07,206.2,2.44,162.6,297.22,,
15/03/2016,78.76,207.5,2.46,164.1,298.68,,
16/03/2016,79.14,207.4,2.47,165.3,299.18,,
17/03/2016,80.48,208.2,2.43,164.5,297.77,,
18/03/2016,80.87,207.8,2.43,165.3,299.13,,
21/03/2016,80.9,208.1,2.45,165.6,299.07,,
22/03/2016,81.06,207.5,2.45,165.9,296.14,,
23/03/2016,81.3,207.1,2.48,166.9,300.52,,
24/03/2016,78.77,208.1,2.48,165.7,299.15,,
25/03/2016,78.77,208.1,2.48,165.7,299.15,,
28/03/2016,78.77,208.1,2.48,165.7,299.15,,
29/03/2016,78.6,208.1,2.46,165.4,299.46,,
30/03/2016,79.83,208.3,2.48,167.6,302,,
31/03/2016,79.47,208.4,2.48,167.1,302.15,,
01/04/2016,79.29,207.8,2.48,167.6,297.91,,
04/04/2016,79.43,207.8,2.53,168.8,301.68,,
05/04/2016,77.81,209.6,2.51,167.7,298.65,,
06/04/2016,78.52,208.6,2.52,169.6,299.49,,
07/04/2016,79.25,209.1,2.54,170.2,302.14,,
08/04/2016,79.2,209.6,2.53,170.4,300.23,,
11/04/2016,79.52,208.6,2.52,169.2,300.33,,
12/04/2016,79.9,207.6,2.5,168.2,298.66,,
13/04/2016,81.85,207.8,2.52,170.6,303.24,,
14/04/2016,82.57,208.1,2.55,171.1,303.38,,
15/04/2016,82.02,208.5,2.53,170,303.58,,
18/04/2016,81.89,208.2,2.54,170.4,303.97,,
19/04/2016,82.29,207,2.54,169.6,307.24,,
20/04/2016,84.2,207.4,2.54,169.8,305.5,,
21/04/2016,84.22,206.3,2.52,168.1,303.24,,
22/04/2016,83.48,206.3,2.5,166.3,298.41,,
25/04/2016,83.03,205.8,2.48,166.5,297.84,,
26/04/2016,81.9,205.2,2.46,166.5,297.06,,
27/04/2016,82.43,204.9,2.45,166,295.91,,
28/04/2016,83.28,206.3,2.46,165.8,293.38,,
29/04/2016,83.88,206.1,2.46,165.5,295.01,,
02/05/2016,83.88,206.1,2.46,165.5,295.01,,
03/05/2016,83.32,207,2.46,165.1,293.48,,
04/05/2016,81.78,207.9,2.47,166.6,293.26,,
05/05/2016,81.42,207.3,2.48,168.4,293.52,,
06/05/2016,81.14,208.7,2.47,167.7,293.03,,
09/05/2016,82.09,208.7,2.5,170.1,296.2,,
10/05/2016,80.57,208.7,2.51,171.5,297.72,,
11/05/2016,82.04,209.1,2.53,170.9,296.14,,
12/05/2016,82.68,208.6,2.52,167.9,295.89,,
13/05/2016,82.36,209,2.52,168.6,293.61,,
16/05/2016,82.4,209.9,2.51,168.3,294.71,,
17/05/2016,82.61,208.9,2.51,168.5,297.25,,
18/05/2016,82.26,209,2.48,166.2,293.35,,
19/05/2016,79.4,207.5,2.45,162.2,289.36,,
20/05/2016,80.41,207.6,2.46,162.2,292.7,,
23/05/2016,80.95,208.1,2.47,164.2,293.63,,
24/05/2016,80.56,208,2.46,162.9,293.94,,
25/05/2016,80.36,208.4,2.48,163.6,298.43,,
26/05/2016,81.65,208.2,2.48,163.5,296.64,,
27/05/2016,81.48,209.4,2.49,164.2,297.49,,
30/05/2016,81.48,209.4,2.49,164.2,297.49,,
31/05/2016,81.16,208.5,2.5,165.1,298.98,,
01/06/2016,81.86,210.1,2.51,166.8,298.82,,
02/06/2016,82.23,210.6,2.52,166.7,299.37,,
03/06/2016,82.36,211.3,2.54,168,299.97,,
06/06/2016,84.44,212.4,2.55,169.6,300.02,,
07/06/2016,84.57,211.8,2.53,167.3,301.46,,
08/06/2016,85.25,212.2,2.53,168.2,299.74,,
09/06/2016,85.83,212.9,2.54,169.8,298.17,,
10/06/2016,85.13,213.3,2.55,169.5,294.09,,
13/06/2016,85.53,213.7,2.56,171.4,291.75,,
14/06/2016,84.62,214.8,2.53,170.2,285.03,,
15/06/2016,83.9,213.9,2.54,169.8,286.28,,
16/06/2016,84.37,215.9,2.53,170.9,283.11,,
17/06/2016,84.12,215.1,2.53,170,285.6,,
20/06/2016,83.75,212.9,2.5,168.5,291.87,,
21/06/2016,83.01,212.1,2.49,166.9,292.83,,
22/06/2016,83.43,211.4,2.52,168,294.5,,
23/06/2016,83.42,210.1,2.5,166.8,298.46,,
24/06/2016,86.22,216.6,2.66,173.7,288.76,,
27/06/2016,89.25,218.9,2.67,180.3,290.65,,
28/06/2016,88.2,218.4,2.66,181,289.4,,
29/06/2016,89.25,219.6,2.68,183,294.48,,
30/06/2016,90.43,219.3,2.71,184.2,300.16,,
01/07/2016,92.93,223.5,2.79,188.5,308.21,,
04/07/2016,94.29,222,2.8,189.3,308.67,,
05/07/2016,95.2,223.3,2.81,189.8,304.62,,
06/07/2016,94.47,224.7,2.84,191.9,306.69,,
07/07/2016,95.76,223.8,2.84,191.8,309.84,,
08/07/2016,95.14,223.5,2.85,191.3,310.76,,
11/07/2016,96.89,224.6,2.88,194.5,314.65,,
12/07/2016,96.95,223.5,2.85,194.2,318.52,,
13/07/2016,96.78,223.3,2.83,191.6,316.61,,
14/07/2016,96.93,223.5,2.84,192.2,319.42,,
15/07/2016,96.48,222.8,2.83,190.4,314.26,,
18/07/2016,97.04,222,2.86,192.5,317.34,,
19/07/2016,97.47,222.5,2.87,193.7,317.43,,
20/07/2016,96.68,222,2.88,195.1,320.61,,
21/07/2016,96.22,220.8,2.88,194.8,320.79,,
22/07/2016,96.88,221.6,2.89,196.3,320.54,,
25/07/2016,96.32,221.4,2.88,197.1,323.08,,
26/07/2016,95.22,222.5,2.89,197.7,323.92,,
27/07/2016,96.64,222.4,2.9,197.1,325.07,,
28/07/2016,96.34,224.2,2.88,196.4,325.19,,
29/07/2016,95.86,223.7,2.87,196.6,324.2,,
01/08/2016,96.3,224.8,2.88,198.9,324.35,,
02/08/2016,94.66,223,2.88,197.9,322.35,,
03/08/2016,94.4,223,2.86,193.5,319.6,,
04/08/2016,95.31,223,2.86,194.4,318.79,,
05/08/2016,96.38,227,2.9,196.3,324.43,,
08/08/2016,97.05,227.2,2.92,197.9,326.21,,
09/08/2016,98.71,228,2.94,199.3,327.07,,
10/08/2016,98.36,230.7,2.94,199.1,328.07,,
11/08/2016,98.68,231.4,2.97,200.2,328.73,,
12/08/2016,99.65,231.1,2.98,199.2,332.17,,
15/08/2016,99.4,231.5,2.99,200.7,333.22,,
16/08/2016,100.5,231.3,2.97,199.7,332.01,,
17/08/2016,99.64,229,2.95,197.3,330.12,,
18/08/2016,98.73,230.2,2.93,195.9,330.54,,
19/08/2016,99.25,229.9,2.94,196.2,329.59,,
22/08/2016,98.5,229.5,2.94,195.5,331.01,,
23/08/2016,97.92,229.8,2.93,195.8,330.91,,
24/08/2016,98.05,230.6,2.9,194.7,330.11,,
25/08/2016,96.44,231.1,2.89,194.8,325.78,,
26/08/2016,96.89,230.8,2.89,194.9,326.36,,
29/08/2016,96.89,230.8,2.89,194.9,326.36,,
30/08/2016,97.26,231.3,2.93,196,328.77,,
31/08/2016,96.58,231.5,2.9,194.5,327.17,,
01/09/2016,95.11,229.9,2.88,193.2,327.64,,
02/09/2016,95.38,230,2.89,192.8,327.8,,
05/09/2016,96.71,229.6,2.89,193.5,329.92,,
06/09/2016,96.63,230.4,2.89,193.8,329.13,,
07/09/2016,97.24,230.1,2.89,194.2,328.27,,
08/09/2016,97.55,229.6,2.9,195.6,328.56,,
09/09/2016,97.78,226.2,2.89,193.8,325.64,,
12/09/2016,94.64,224.4,2.83,187.8,317.08,,
13/09/2016,95.65,225.9,2.86,189.2,320.69,,
14/09/2016,94.31,223.2,2.85,187.1,321.31,,
15/09/2016,93.67,222.7,2.85,186.8,319.81,,
16/09/2016,94.04,224.2,2.88,187.8,322.58,,
19/09/2016,95.5,223.7,2.91,190.1,326.1,,
20/09/2016,95.86,224.3,2.93,192.6,327.97,,
21/09/2016,95.53,224.6,2.92,192.5,328,,
22/09/2016,97.72,226.1,2.94,193.9,330.31,,
23/09/2016,98.33,227.9,2.97,197.1,330.58,,
26/09/2016,97.52,227.7,2.96,197.7,327.75,,
27/09/2016,96.95,228.8,2.94,197.9,326.6,,
28/09/2016,96.32,228.6,2.94,195.8,329.43,,
29/09/2016,98.98,227.2,2.94,196.7,329.28,,
30/09/2016,98.76,228,2.93,195.3,326.64,,
03/10/2016,100,226.4,2.97,196.7,333.31,,
04/10/2016,100.9,227.1,3,195.4,338.83,,
05/10/2016,99.23,224.9,2.98,193,337.09,,
06/10/2016,100.4,225.2,2.98,190.5,334.51,,
07/10/2016,102.6,221.9,3.04,194.5,335.22,,
10/10/2016,102.5,221.2,3.02,193.7,334.67,,
