,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.8180294674746352,0.8243918963669136,0.89256051428218,0.9549697635135042,1.1580981657899778,1.3865145414530613
MDD,-0.25396270402147125,-0.25396270402147125,-0.25396270402147125,-0.25396270402147125,-0.25396270402147125,-0.25396270402147125
SR,-0.17500310392370783,-0.11391930195554806,-0.041421413653146257,-0.0055053895487671405,0.02034866857870486,0.028566644881187462
