,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.932733734141732,0.9742594795876184,0.9807764558086967,0.9139778927577829,1.0560402175664512,1.5196421510068627
MDD,-0.1283219998802225,-0.1283219998802225,-0.1283219998802225,-0.207942678795257,-0.207942678795257,-0.207942678795257
SR,-0.10390192561726279,-0.022180304138431618,-0.007322093876673758,-0.01521128515981775,0.009581282372240785,0.03448484056628932
