,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.9703491444701894,0.9567782618194708,0.9976695518605108,1.0267852884126842,1.2497660546319236,1.6726881143393746
MDD,-0.059650438072091576,-0.06863069601141199,-0.08541669927245576,-0.08541669927245576,-0.08541669927245576,-0.08792428106904837
SR,-0.09952202742537684,-0.07646911749572806,0.00035965718469133654,0.010222509415470354,0.038872551729078615,0.05858991170826059
