,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.8708072343468211,0.9257347885398302,0.9536617556318792,1.1334396212196098,1.4405925477894508,2.0579268968201374
MDD,-0.232539962998403,-0.232539962998403,-0.23296302069576758,-0.23296302069576758,-0.23296302069576758,-0.23296302069576758
SR,-0.1086379748596069,-0.038352412560472546,-0.012640664776808362,0.025303199416119006,0.04305653459959391,0.05819931434539178
