,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.864844009614858,0.9122139335706303,0.9347409700355296,1.0773812100637257,1.3676156558529255,1.9319846495252104
MDD,-0.22650868829005516,-0.22650868829005516,-0.23187448679709663,-0.23187448679709663,-0.23187448679709663,-0.23187448679709663
SR,-0.12661556480942537,-0.052345578397278776,-0.022992326313721317,0.0174108105225759,0.03940452652156274,0.05601094680769351
