,3.0 months,6.0 months,1 year,3 years,5 years,Max
ROI,0.9815777211402936,0.9486577992310743,1.0352668994901857,1.1892380874515993,1.5920740256798507,2.048969505027994
MDD,-0.12815559090721226,-0.12815559090721226,-0.15536757773540433,-0.15536757773540433,-0.15536757773540433,-0.15536757773540433
SR,-0.018922864676877225,-0.03451984028184188,0.018872322161529016,0.03448465541010428,0.04490567607078673,0.04730267504026201
