Date,Commodities,Gov Bonds,International,Property,UK
28/08/2019,111.9,245.2,143,236.1,291.9
29/08/2019,113.9,246,145.2,237.3,295.3
30/08/2019,114.7,246.5,146.1,238.9,297
02/09/2019,115.7,246.7,147.1,240,299.5
03/09/2019,115.1,248.9,146.9,240.2,297.8
04/09/2019,114.8,246.1,146.6,240.5,299.1
05/09/2019,115.6,243.1,146.8,239.1,298.9
06/09/2019,115.4,243.2,147.3,238.2,298.9
09/09/2019,114.5,243.9,146.7,237.6,298.1
10/09/2019,114.6,242,145.9,237.1,297.4
11/09/2019,116,241,147.6,236.2,302.3
12/09/2019,116.7,242.1,148.4,237.2,302.2
13/09/2019,116,239.9,147.9,235.8,302.8
16/09/2019,117,240.2,147.4,233.9,302.9
17/09/2019,117.5,242.1,147.2,236,302.2
18/09/2019,116.9,242.3,146.8,236.6,302
19/09/2019,116.3,243.5,147.2,236.7,303
20/09/2019,115.9,243.5,147.3,236.2,303.8
23/09/2019,116.2,245.5,147.2,237.1,301.7
24/09/2019,115.7,246.1,147,237.2,301.4
25/09/2019,114.7,246.9,146.3,237.6,297.9
26/09/2019,115.7,246.4,147.3,239.9,302.9
27/09/2019,115.4,246.6,147.7,242.1,305.2
30/09/2019,115,246.1,147.6,241.9,304.4
01/10/2019,115,244.5,148.9,241.6,305.8
02/10/2019,112.7,246.4,144.9,240.8,297.1
03/10/2019,111.1,247.1,142.8,239.9,292.6
04/10/2019,111.4,247.5,145.8,241,293.1
07/10/2019,112.4,247.4,145.9,242.3,296
08/10/2019,112.5,247.9,145.8,243.9,295.6
09/10/2019,112.5,247.3,145.9,243.6,295.1
10/10/2019,112.3,245.8,146.9,242.7,296.9
11/10/2019,111.8,241.9,143.6,238.3,298.3
14/10/2019,111.8,242.4,144.4,237.8,298
15/10/2019,110.6,242.5,144.6,236.6,297.9
16/10/2019,109.2,242.1,142.6,235.8,298.4
17/10/2019,108.5,239.3,143.7,234.8,299.2
18/10/2019,108.8,239.4,142.7,234.3,298.7
21/10/2019,108.5,238.1,141.8,234,297.7
22/10/2019,108.8,238.9,143,235.9,298.7
23/10/2019,110,239.8,143.1,236.9,299.3
24/10/2019,110.5,240.5,143.6,237,303.3
25/10/2019,110.9,241.4,144.2,237.6,301.6
28/10/2019,111.9,241,144.9,236.3,302.6
29/10/2019,111.3,239.2,145,235.4,301.3
30/10/2019,111.4,239.8,144.8,234.9,302.3
31/10/2019,110.4,241.4,144.1,235.7,300.5
01/11/2019,110.2,241.8,145.1,235.8,300.9
04/11/2019,113,240.4,146.6,236.8,305
05/11/2019,114.4,239.2,146.8,235.7,305.1
06/11/2019,114.8,238,146.6,233.5,305.2
07/11/2019,114.8,238,148.1,235.2,306.7
08/11/2019,115.1,237.6,147.3,232.9,305.9
11/11/2019,113.9,237.8,147,231,301.9
12/11/2019,114,236.5,148,231,304.8
13/11/2019,113.4,238.3,147.4,229,303.6
14/11/2019,112.9,238.3,147.3,230.4,306.7
15/11/2019,112.4,238.7,147.2,231.2,301.3
18/11/2019,113,238,147.2,231.5,304.8
19/11/2019,112.9,238,147.7,233.4,307.3
20/11/2019,111.9,239.3,147.5,233.8,301.4
21/11/2019,111.3,237.6,146.7,231.9,300.6
22/11/2019,112.4,238.9,148.1,231.1,304.3
25/11/2019,112.5,238.5,148.3,231.6,307.3
26/11/2019,112.9,240,149.1,232.5,308
27/11/2019,112.8,240.1,149,234.2,309.2
28/11/2019,112.2,240.1,148.8,234.5,309
29/11/2019,112.1,240.6,148.4,234.4,308.7
02/12/2019,111.7,239.1,147.5,233.1,308.6
03/12/2019,110.5,238.8,145.2,229.6,304
04/12/2019,109.5,239.5,145.3,229,302.5
05/12/2019,109.6,238.1,144.8,228.5,303.1
06/12/2019,109.8,238.3,146.2,229.4,304.2
09/12/2019,110.6,238.8,146.1,228.8,302.8
10/12/2019,110.1,238.1,145.1,229,300.3
11/12/2019,110.4,238.2,145.7,228,301.4
12/12/2019,111,238.6,147.1,225.8,305.7
13/12/2019,111.2,236.4,145.7,220.8,311.2
16/12/2019,111.1,238.6,146.4,221,314.9
17/12/2019,112.7,238,148.6,224,314.3
18/12/2019,114.1,238.6,149.5,224.4,315.2
19/12/2019,114.2,238,150.1,226.2,316.3
20/12/2019,115,237.4,150.8,228.5,317.4
23/12/2019,115.1,238.6,152.1,229.9,318.8
24/12/2019,116.3,238.4,151.9,229.9,319.7
25/12/2019,116.3,238.4,151.9,229.9,319.7
26/12/2019,116.3,238.4,151.9,229.9,319.7
27/12/2019,116.5,238.5,151.1,229.6,320.9
30/12/2019,115.6,236.9,150.3,229.6,319.4
31/12/2019,114.8,236.4,149.2,228.4,316.6
01/01/2020,114.8,236.4,149.2,228.4,316.6
02/01/2020,115.8,236.7,151,229.8,321.6
03/01/2020,115.9,240.2,151.2,229.1,317.5
06/01/2020,115.6,239.6,149.8,229.1,316.5
07/01/2020,115.7,239.3,150.8,230,317.9
08/01/2020,116.3,238.8,150.6,228.2,317.1
09/01/2020,116.2,238.1,152.7,230.5,318.8
10/01/2020,115.3,237.9,152.9,229.2,318.1
13/01/2020,116.1,239.1,153.5,232.2,318.3
14/01/2020,116.5,239.1,153.9,233.5,319
15/01/2020,116.5,241.5,154,232.8,319.3
16/01/2020,116.3,241.9,154,233.8,318.6
17/01/2020,116.9,241.9,155.1,236.2,321.7
20/01/2020,117.5,241.1,155.6,236.9,320.9
21/01/2020,116.3,241,154.3,235.2,317.6
22/01/2020,114.8,241.8,154.3,236.1,318.6
23/01/2020,113.9,242.6,153.3,234.7,316.7
24/01/2020,113.9,243.5,154.2,236.7,319.5
27/01/2020,110.8,245.3,151.4,235.4,311.1
28/01/2020,110.1,245.6,152.3,235.8,311.8
29/01/2020,110.7,244.7,153,236.3,314
30/01/2020,108.7,246.1,150.9,234.6,311
31/01/2020,107.9,245.2,150.3,233.9,307.6
03/02/2020,107.2,245,151.2,233.6,309.2
04/02/2020,108.8,244,152.8,235.2,311.3
05/02/2020,109.9,242.7,155,235.7,313.5
06/02/2020,111.6,242.7,156,237.4,314.9
07/02/2020,110.8,243.6,155.2,238.7,312.6
10/02/2020,109.4,243.8,155.3,238.5,312.7
11/02/2020,109.7,243.6,156.6,240.2,314.6
12/02/2020,110.9,244.1,157.1,239.7,315.6
13/02/2020,110.4,243.5,155.7,239.6,312.8
14/02/2020,110.4,243.2,156,240.3,314.1
17/02/2020,110.4,243,156.5,242.3,313.7
18/02/2020,109.4,243.2,155.7,241.8,310.5
19/02/2020,110.2,243.5,156.8,242.9,313.6
20/02/2020,111.8,244.2,157.9,242,314.5
21/02/2020,110.9,244.7,155.4,242.3,313.3
24/02/2020,107.5,247.3,151.6,241.1,304.8
25/02/2020,105.9,246.6,149.6,238.9,302.4
26/02/2020,103.2,247.5,147.4,233.8,296.3
27/02/2020,101.1,247.5,143.8,232.1,292.2
28/02/2020,95.84,248.6,137.4,220,278.8
02/03/2020,96.31,248.9,141.2,217.8,275.8
03/03/2020,100.7,248.1,144.7,225.5,286.8
04/03/2020,101.1,249.6,143.8,227.3,289.2
05/03/2020,99.28,249.4,142.9,229,284
06/03/2020,95.45,254.5,137.2,222.3,274.9
09/03/2020,85.2,264.4,129.1,207.1,258.8
10/03/2020,85.3,256.5,130.2,209.3,264.1
11/03/2020,84.17,255.7,129.7,210.5,257.2
12/03/2020,77.97,258.2,122.4,197.2,238
13/03/2020,78.38,250.9,121.9,189,240.6
16/03/2020,71.64,251,120.3,178.8,210.2
17/03/2020,73.65,246.3,121.1,168.7,212.5
18/03/2020,72.51,242.3,120.5,164.9,210.9
19/03/2020,71.39,234.8,120.2,157.9,207
20/03/2020,75.57,248,122.4,163.3,219.1
23/03/2020,72.94,251.5,116.8,158.3,208.2
24/03/2020,77.8,253.6,122.6,160.7,217.7
25/03/2020,82.66,252,127.4,168.1,232
26/03/2020,83.05,252.6,127.9,170.9,235.6
27/03/2020,82.61,252.1,124.4,172.8,232.2
30/03/2020,80.25,255.2,124.6,173,229.9
31/03/2020,82.66,252.4,125.7,175.3,236.9
01/04/2020,80.82,254.5,121.6,170.4,231
02/04/2020,77.69,253.5,120.8,164.1,231.7
03/04/2020,78.15,253.1,123.3,162.1,228.3
06/04/2020,79.11,252.3,126.8,164.6,233.3
07/04/2020,82.64,252.4,131.9,176.4,243.4
08/04/2020,80.83,252.5,128.9,175.2,239.1
09/04/2020,82.34,255.4,133.6,181.3,244.3
10/04/2020,82.34,255.4,133.6,181.3,244.3
13/04/2020,82.34,255.4,133.6,181.3,244.3
14/04/2020,85,256.5,133.8,183.2,246.9
15/04/2020,82.73,255.8,132.3,182.8,240
16/04/2020,81.76,255.8,131.4,179,238.7
17/04/2020,83.74,256,135.2,181.4,247.3
