Date,Bonds - Global Governments,Bonds - UK Corporate,Bonds - UK Government All Stocks,Bonds - UK Government Long Duration,Commodities - Gold,Commodities - Natural Resources,Equities - Emerging Markets,Equities - Global Large Cap,Equities - Global Small Cap,Equities - UK Large Cap,Equities - UK Mid Cap,Property,,
18/09/2015,100.2,133.3,200.8,159.44,540.8,69.7,98.28,81.44,177.95,1.71,2.15,141.7,,
21/09/2015,100.2,133.2,200,158.18,540.8,68.44,97.54,81.71,178.44,1.71,2.14,142,,
22/09/2015,100.5,133.2,200.3,160.89,530.4,67.08,96.8,81.24,177.28,1.68,2.11,142.4,,
23/09/2015,101.4,133.5,201.1,160.19,519.1,66.93,96.32,81.63,178.18,1.68,2.1,142.6,,
24/09/2015,102.1,133.7,201.8,162.09,517.6,65.62,95.06,80.52,176.7,1.67,2.1,143.5,,
25/09/2015,101.9,133.2,200.7,159.29,543.8,67.05,96.56,81.89,177.57,1.7,2.13,145.3,,
28/09/2015,102.3,133.3,201.5,160.82,538.2,65.7,95.19,80.78,174.11,1.68,2.11,144.9,,
29/09/2015,102.7,132.9,201.6,161.64,521.1,64.5,94.1,79.81,172.86,1.66,2.09,143.2,,
30/09/2015,102.5,132.8,201.5,161.16,523.8,65.5,95.73,80.83,175.45,1.69,2.11,145,,
01/10/2015,103,132.9,201.7,162.14,537.9,67.36,97.5,81.32,175.86,1.72,2.14,146.9,,
02/10/2015,102.9,133,201.9,162.99,527,67.07,97.57,80.66,177.45,1.72,2.14,146.7,,
05/10/2015,103.1,133.1,201.7,160.2,564.9,69.38,99.68,83.52,181.2,1.75,2.16,148.4,,
06/10/2015,103,132.9,201.3,159.91,575.1,70.84,100.5,84.26,180.92,1.76,2.17,149.7,,
07/10/2015,102.1,132.6,200.1,158.93,589.7,72.72,102.1,84.32,181.43,1.77,2.16,148.4,,
08/10/2015,102.2,133.1,201.3,159.06,586.4,73.86,101.7,84.14,182.66,1.78,2.15,148.9,,
09/10/2015,102.2,133,200.5,158.03,592.1,75.62,103.5,85,183.46,1.8,2.17,150.4,,
12/10/2015,102.2,132.9,200.4,158.91,607.3,75.76,104.2,84.71,182.91,1.78,2.16,150.1,,
13/10/2015,103.1,133.2,200.7,158.18,601.4,74.85,103.7,85.16,182.42,1.77,2.14,151,,
14/10/2015,102.5,133.2,200.7,159.65,595.4,73.92,102,83.86,178.95,1.76,2.13,149.1,,
15/10/2015,102.2,133.6,201.1,159.47,621.9,74.66,103.1,83.9,181.36,1.77,2.15,148.5,,
16/10/2015,102,133.5,201.1,159.02,619.4,74.52,103.4,84.52,181.28,1.78,2.16,150,,
19/10/2015,101.4,133.1,200.2,157.79,604.3,73.46,103.3,84.35,180.97,1.78,2.14,150,,
20/10/2015,101.5,133,200,157.63,585.1,72.14,102.9,84.39,181.24,1.77,2.15,151.1,,
21/10/2015,101.6,133.1,200.5,159.02,604.1,73.15,102.5,84.66,180.1,1.78,2.16,151.4,,
22/10/2015,101.4,133.1,200.4,158.88,589.5,72.61,102,84.9,181.04,1.77,2.15,151,,
23/10/2015,101.5,133.2,200.3,157.58,602,74.42,104.1,86.55,183.11,1.8,2.18,153.8,,
26/10/2015,101.4,132.9,200,158.59,613.2,74.7,104.4,86.34,182.57,1.8,2.18,152.9,,
27/10/2015,101.8,133.4,200.8,160.2,596.2,73.33,103.5,86.46,181.35,1.79,2.17,153.1,,
28/10/2015,102.3,133.7,201.3,159.33,598.9,72.66,103.2,86.86,184.15,1.79,2.16,153.5,,
29/10/2015,101.8,133.2,200.3,156.84,589.3,72.88,102,86.65,183.18,1.78,2.17,153.3,,
30/10/2015,101.2,132.5,199.2,157.5,566.3,72.18,101.3,86.42,181.88,1.78,2.17,152.6,,
02/11/2015,100.3,132.5,199,156.93,556.2,71.53,100.6,85.99,183.89,1.77,2.17,150,,
03/11/2015,100.5,132.5,199.1,155.96,560.9,72.84,101.8,86.53,184.38,1.78,2.18,152,,
04/11/2015,100.1,132.1,198,155.37,562,74.22,103.7,87.03,184.1,1.81,2.19,150.9,,
05/11/2015,100.2,132.2,198.3,156.04,550.2,73.23,103.6,87.85,185.77,1.78,2.17,150.9,,
06/11/2015,101.4,132.6,199,154.73,543.7,72.94,104.2,88.03,187.8,1.78,2.17,153,,
09/11/2015,100.5,131.6,196.9,154.39,525.9,72.38,103,87.7,186.14,1.78,2.18,149.3,,
10/11/2015,100.7,132.1,198,155.46,530.7,71.35,101.5,87.14,186.08,1.76,2.16,147.1,,
11/11/2015,100.7,132.1,197.8,154.94,521.1,70.73,101,87.05,184.75,1.77,2.17,148,,
12/11/2015,100.2,132.2,198.1,155.72,524.4,69.77,101.3,86.01,182.1,1.76,2.16,148.6,,
13/11/2015,100.4,132.5,198.3,156.26,516.3,68.39,99.63,85.04,180.95,1.72,2.13,146.9,,
16/11/2015,100.4,132.8,198.7,156.98,521.9,68.52,98.94,84.78,181.87,1.72,2.13,145.9,,
17/11/2015,100.1,132.8,198.5,156.17,522.9,69.37,99.97,85.75,182.13,1.76,2.16,147.6,,
18/11/2015,100.2,133.2,199.3,157.1,508.4,69.22,99.78,85.94,183.86,1.76,2.17,147.6,,
19/11/2015,100.1,133.5,199.4,157.98,524,70.31,100.8,86.59,183.55,1.79,2.18,148.6,,
20/11/2015,100.1,133.8,199.9,158.38,528.7,69.88,101.6,87.18,184.94,1.78,2.18,149.4,,
23/11/2015,100.6,133.7,199.5,158.16,518.8,69.51,102.6,87.24,186.11,1.77,2.17,151.3,,
24/11/2015,101.2,134.2,200.6,159.09,516.6,69.2,102.2,87.41,187.29,1.75,2.15,151.1,,
25/11/2015,101.4,134.1,200.4,158.59,531.6,70.42,102.4,87.84,188.01,1.78,2.17,151.3,,
26/11/2015,101.4,134.1,200.7,160.07,529.4,70.39,102.2,87.72,187.87,1.79,2.18,151.9,,
27/11/2015,101.5,134.6,201.3,160.46,531.4,70.2,101.1,87.97,188.87,1.79,2.19,151.7,,
30/11/2015,101.6,134.5,201.3,160.24,522.5,69.78,100.3,87.85,188.69,1.79,2.21,152.5,,
01/12/2015,101.1,134.3,200.9,162.09,531,70.06,100.4,88.26,190.03,1.8,2.22,152.1,,
02/12/2015,101.8,135.4,203.1,162.62,542.1,70.62,101,88.81,190.02,1.81,2.23,153.8,,
03/12/2015,102.2,135.2,202.8,159.75,539.4,70.24,101.1,87.58,187.29,1.81,2.24,153.2,,
04/12/2015,101.3,133.8,199.8,158.01,536.8,68.99,99.09,86.6,187.37,1.76,2.21,149,,
07/12/2015,101.5,134.1,200.5,161.29,554,68.82,99.3,87.38,186.01,1.76,2.22,151.6,,
08/12/2015,102.3,134.7,201.8,161.73,535,66.76,98.13,86.65,185.55,1.73,2.19,151.6,,
09/12/2015,102.2,134.6,201.7,160.03,529.6,65.86,96.88,86.23,182.27,1.72,2.18,150.5,,
10/12/2015,101.9,134.5,201.6,160.57,531.6,66.32,95.81,85.35,182.33,1.71,2.17,148.8,,
11/12/2015,102,134.4,201.4,161.7,530,65.7,93.63,84.15,179.12,1.69,2.15,147.2,,
14/12/2015,102.6,134.7,202.2,161.26,538.5,64.77,93.45,83.99,178.77,1.68,2.14,147.5,,
15/12/2015,101.9,133.6,200.2,157.85,518.8,64.83,94.07,85.07,180.97,1.68,2.15,147.7,,
16/12/2015,102.4,133.4,199.8,157.22,522.3,66.12,96.13,86.23,183.75,1.7,2.17,150.9,,
17/12/2015,102.9,133.9,200.7,159.03,540.2,67.03,98.25,87.48,184.08,1.73,2.19,153.6,,
18/12/2015,103.4,134.2,201.1,159.51,515.8,65.29,97.1,86.17,182.54,1.71,2.18,152.6,,
21/12/2015,103.6,134.3,201.4,160.1,528.2,66.58,97.45,85.84,183.07,1.72,2.18,152.4,,
22/12/2015,104,134.1,200.9,158.49,538.3,66.62,97.58,86.43,185.02,1.71,2.18,152.7,,
23/12/2015,103.7,133.5,199.9,157.07,543.4,68.49,98.51,87.27,186.56,1.75,2.2,153.4,,
24/12/2015,103.7,133.4,199.4,157.6,548.7,69.84,98.83,87.49,186.12,1.76,2.21,154,,
25/12/2015,103.7,133.4,199.4,157.6,548.7,69.84,98.83,87.49,186.12,1.76,2.21,154,,
28/12/2015,103.7,133.4,199.4,157.6,548.7,69.84,98.83,87.49,186.25,1.76,2.21,154,,
29/12/2015,104.4,133.7,200,157.93,555.3,69.64,99.1,88.64,189.28,1.76,2.22,155.7,,
30/12/2015,104.2,133.2,199.1,156.07,548.9,69.78,98.75,88.4,187.94,1.77,2.23,156.8,,
31/12/2015,104.2,133.3,199.2,156.91,542.6,68.95,98.35,88.12,187.79,1.76,2.22,156,,
01/01/2016,104.2,133.3,199.2,156.91,542.6,68.95,98.35,88.12,187.79,1.76,2.22,156,,
04/01/2016,105.1,133.9,200.3,158.82,540,67.69,96.02,86.28,184.99,1.71,2.18,153.5,,
05/01/2016,105.3,134,200.3,159.03,559.8,68.43,96.06,86.47,185.24,1.72,2.18,154.2,,
06/01/2016,105.7,134.5,201.5,161.07,550.2,67.23,95.42,85.69,183.35,1.7,2.16,154.9,,
07/01/2016,107,134.9,202.4,160.17,562.3,65.33,92.86,84.8,179.86,1.66,2.12,154,,
08/01/2016,106.5,134.6,201.5,160.86,578.7,65.22,92.89,84.64,178.27,1.68,2.14,152.8,,
11/01/2016,107,134.6,201.6,160.52,572.5,64.69,91.43,83.53,177.24,1.66,2.12,151.5,,
12/01/2016,107.7,134.6,201.6,161.13,561.7,64.33,92.33,84.76,178.7,1.68,2.14,153.8,,
13/01/2016,108.1,134.9,202.4,161.46,547.3,63.83,93.06,84.92,175.33,1.68,2.13,153.5,,
14/01/2016,108.6,135.1,203.5,161.72,546.9,62.91,91.74,82.55,175.69,1.64,2.08,151.2,,
15/01/2016,109,134.9,203.3,163.35,531.9,63.06,90.89,82.61,174.13,1.64,2.06,149.8,,
18/01/2016,109,134.6,203.4,162.39,534.9,63.13,90.36,82.84,173.31,1.63,2.04,150.2,,
19/01/2016,109.2,134,202.2,161.95,538.5,64.13,91.99,84.13,174.41,1.66,2.06,151.6,,
20/01/2016,111,134.5,203.8,164.24,519.1,61.13,89.85,81.64,171.85,1.6,1.99,150,,
21/01/2016,111.4,134.3,204,163.1,530.2,61.31,89.2,81.98,172.22,1.6,1.99,148.1,,
22/01/2016,109.2,133.6,202.8,162.4,530.9,63.44,90.81,83.32,174.59,1.66,2.04,149.4,,
25/01/2016,109.7,133.9,203.8,163.68,534.6,63.71,92.1,83.76,173.62,1.66,2.05,151.6,,
26/01/2016,109.8,134,204.3,163.93,542.3,62.44,91.14,83.04,175.11,1.64,2.05,150.9,,
27/01/2016,109.6,133.9,204.1,164.09,558.8,63.45,91.36,83.88,175.34,1.65,2.05,152.3,,
28/01/2016,109.6,134.1,204.6,164.62,570.9,64.02,92.15,83.6,173.66,1.67,2.06,150.8,,
29/01/2016,109.8,134.8,206.1,166.76,556.8,64.67,94.53,84.79,179.99,1.69,2.08,152.1,,
01/02/2016,109.9,134.6,205.6,164.82,575.4,65.78,95.54,84.69,178.51,1.7,2.09,154.7,,
02/02/2016,108.9,134.4,205.5,166.41,580.3,63.83,93.61,83.7,175.43,1.67,2.08,152.4,,
03/02/2016,108.9,134.5,205.8,167.63,572.5,62.95,91.58,82.21,173.29,1.66,2.06,151.2,,
04/02/2016,109.4,134.3,205.8,166.26,606.7,65.55,92.99,82.8,174.46,1.66,2.04,151.8,,
05/02/2016,110.2,134.2,205.9,166,629.5,67.44,92.99,82.78,172.17,1.67,2.06,152,,
08/02/2016,110.9,134.2,206.8,170.29,652.2,66.74,92.99,81.51,169.94,1.62,2,149.6,,
09/02/2016,111.7,134.5,207.8,169.77,676,66.63,92.99,80.92,166.9,1.6,1.95,146.7,,
10/02/2016,111,134.3,208.2,169.52,654.1,65.68,91.77,81.12,167.02,1.6,1.98,145.1,,
11/02/2016,113.6,135.1,210.5,173.21,665.6,64.22,90.26,80.08,165.94,1.56,1.93,144.7,,
12/02/2016,111.6,134,209,170.04,692.1,65.54,89.91,79.63,166.73,1.59,1.95,143.6,,
15/02/2016,111.6,133.2,207.3,169.3,703.2,67.87,92.79,81.33,168.84,1.64,2,147.2,,
16/02/2016,111.6,133.3,207.8,169.04,703.2,68.17,93.51,82.79,172.74,1.65,2.01,148,,
17/02/2016,112.4,133.2,207.1,167.25,681.3,69,94.37,83.95,175.52,1.68,2.03,150.3,,
18/02/2016,111.9,133,206.6,168.01,689.5,70.57,95.95,84.19,175.6,1.7,2.07,150.6,,
19/02/2016,113.2,133.8,208.3,168.84,720.6,70.52,95.74,83.9,176.56,1.68,2.05,152.6,,
22/02/2016,114.1,133.5,207.4,168.87,719.2,71.94,98.24,86.38,180.24,1.7,2.07,156.5,,
23/02/2016,114.4,133.4,207.1,168.17,724.4,72.41,98.11,86.22,179.32,1.7,2.07,156,,
24/02/2016,116.7,134,208.4,169.55,745.6,70.96,97.76,85.17,181.88,1.66,2.05,156.8,,
25/02/2016,116.2,133.6,207.4,168.32,751.4,71.84,97.36,86.74,183.65,1.7,2.09,157.4,,
26/02/2016,116,133.9,207.7,167.4,759.3,72.66,98.35,87.7,185.4,1.72,2.1,159.7,,
29/02/2016,116.5,134,208,169.46,747,73.35,98.21,87.47,184.44,1.72,2.1,159.3,,
01/03/2016,115.5,134.4,208.4,168.45,758.3,73.57,99.49,87.51,187.42,1.74,2.13,159.1,,
02/03/2016,114.5,133.9,207,167.43,728.4,73.61,101.4,88.1,187.43,1.74,2.14,161.5,,
03/03/2016,114.2,134.1,207.5,168.39,743.2,75.24,102.1,88.29,188.27,1.75,2.14,162.1,,
04/03/2016,113.9,134.4,207.7,167.3,764.3,75.98,103,88.31,189.29,1.76,2.15,161.8,,
07/03/2016,113.7,134.3,207.2,167.08,767,76.43,104,88.54,190.35,1.74,2.14,161.2,,
08/03/2016,114.1,135,208.4,171.26,782.1,76.9,103.2,88.46,187.2,1.74,2.12,160.4,,
09/03/2016,113.5,134.5,207.4,168.6,752.6,75.63,102.8,88.3,187.25,1.75,2.12,160.4,,
10/03/2016,113.5,134.8,208.1,167.85,760.4,76.34,103.3,89.01,185.85,1.74,2.11,160.6,,
11/03/2016,112.7,134.7,206.5,166.82,781.9,76.81,103.9,88.71,188.21,1.73,2.11,160.9,,
14/03/2016,112.5,135.1,206.2,168.09,764.6,76.91,104.1,89.19,189.28,1.75,2.13,162.6,,
15/03/2016,114.2,135.8,207.5,168.21,747.6,76.61,103.8,89.63,189.6,1.74,2.12,164.1,,
16/03/2016,114.5,135.9,207.4,168,760.2,76.98,103.4,90.21,191.42,1.74,2.12,165.3,,
17/03/2016,114.2,136.4,208.2,169.12,800,78.28,104,89.04,189.75,1.75,2.13,164.5,,
18/03/2016,113.4,136.3,207.8,169.14,786.2,78.65,105.5,89.19,190.34,1.77,2.16,165.3,,
21/03/2016,114,136.5,208.1,168.38,788.5,78.68,106.5,89.64,191.28,1.76,2.15,165.6,,
22/03/2016,114.6,136.3,207.5,168.74,792.5,78.84,107.2,90.82,193.96,1.74,2.14,165.9,,
23/03/2016,115.1,136.3,207.1,169.25,790.9,79.07,108,91.03,192.64,1.76,2.16,166.9,,
24/03/2016,115.5,136.7,208.1,168.23,752.3,76.6,106.3,90.38,191.88,1.74,2.13,165.7,,
25/03/2016,115.5,136.7,208.1,168.23,752.3,76.6,106.3,90.38,191.88,1.74,2.13,165.7,,
28/03/2016,115.5,136.7,208.1,168.23,752.3,76.6,106.3,90.38,190.95,1.74,2.13,165.7,,
29/03/2016,114.4,136.9,208.1,169.02,749.9,76.43,105.5,89.72,193.42,1.73,2.13,165.4,,
30/03/2016,114.2,137,208.3,168.04,777.2,77.62,106.6,90.48,192.72,1.76,2.16,167.6,,
31/03/2016,114.4,137,208.4,169.83,773.1,77.29,107,90.66,193.81,1.76,2.16,167.1,,
01/04/2016,115.6,137,207.8,169.15,769.1,77.11,106.9,90.55,195.29,1.73,2.14,167.6,,
04/04/2016,116.1,136.9,207.8,169.46,771.2,77.23,108.5,90.84,193.4,1.76,2.15,168.8,,
05/04/2016,116.8,137.8,209.6,170.64,755.8,75.66,106.1,90.19,193.08,1.73,2.13,167.7,,
06/04/2016,117.7,137.6,208.6,170.63,777.8,76.35,106.6,90.66,195.38,1.74,2.14,169.6,,
07/04/2016,118.3,137.8,209.1,172.24,784.5,77.05,106.4,90.97,194.03,1.75,2.15,170.2,,
08/04/2016,118.5,138,209.6,170.6,805.7,77,106.7,91.4,195.39,1.76,2.15,170.4,,
11/04/2016,117.2,137.5,208.6,169.46,821.4,77.31,107.1,90.69,193.56,1.77,2.15,169.2,,
12/04/2016,116.5,137.1,207.6,168.08,852.9,77.67,107.2,90.67,195.45,1.77,2.14,168.2,,
13/04/2016,116.3,137.1,207.8,169.21,858,79.57,110.1,92.24,198.42,1.8,2.17,170.6,,
14/04/2016,117,137.3,208.1,169.03,853.9,80.27,111.2,93.2,199.52,1.81,2.18,171.1,,
15/04/2016,117,137.5,208.5,169.73,835.7,79.74,110.8,92.97,199.15,1.8,2.16,170,,
18/04/2016,117.3,137.5,208.2,167.81,849.7,79.61,110.2,92.43,198.34,1.8,2.16,170.4,,
19/04/2016,115.5,137,207,166.94,849.7,79.99,109.7,92.61,198.34,1.81,2.18,169.6,,
20/04/2016,115.7,137.1,207.4,168.89,874.9,81.84,109.6,92.69,198.3,1.82,2.17,169.8,,
21/04/2016,115,136.8,206.3,166.26,868.5,81.86,110.2,93.04,198.34,1.82,2.17,168.1,,
22/04/2016,114.5,136.9,206.3,165.84,877.8,81.14,109.5,92.36,197.82,1.8,2.17,166.3,,
25/04/2016,113.6,136.9,205.8,166.1,858.9,80.69,107.9,91.42,196.01,1.79,2.17,166.5,,
26/04/2016,112.8,136.6,205.2,164.18,843.1,79.61,106.8,90.97,196,1.79,2.17,166.5,,
27/04/2016,112.3,136.7,204.9,165.28,851.7,80.12,106.9,90.9,197.37,1.78,2.17,166,,
28/04/2016,114,137.4,206.3,165.93,869.1,80.94,107.3,90.98,195.94,1.78,2.17,165.8,,
29/04/2016,113.9,137.3,206.1,166.28,894.6,81.53,106.8,89.92,194.64,1.79,2.17,165.5,,
02/05/2016,113.9,137.3,206.1,166.28,894.6,81.53,106.8,89.92,194.79,1.79,2.17,165.5,,
03/05/2016,114.6,137.9,207,168.76,927.1,80.98,104.4,89.6,194,1.76,2.14,165.1,,
04/05/2016,115.6,138.3,207.9,168.23,903.6,79.49,104,89.54,193.56,1.74,2.14,166.6,,
05/05/2016,115.5,138.1,207.3,169.12,869.9,79.13,103.8,89.55,192.85,1.75,2.14,168.4,,
06/05/2016,115.4,138.8,208.7,170.55,888.4,78.86,102.6,89.32,194.42,1.73,2.14,167.7,,
09/05/2016,115.5,138.9,208.7,170.16,920,79.78,103.6,90.12,194.63,1.76,2.15,170.1,,
10/05/2016,115.3,138.8,208.7,170.54,876.9,78.3,103.1,90.4,195.58,1.76,2.15,171.5,,
11/05/2016,115.5,138.9,209.1,170.69,906.9,79.73,103.9,90.38,194.79,1.76,2.14,170.9,,
12/05/2016,114.9,138.6,208.6,170.23,927.2,80.35,103.8,89.67,193.64,1.77,2.15,167.9,,
13/05/2016,115.3,138.7,209,171.21,916.3,80.02,103.1,90.14,194.11,1.74,2.13,168.6,,
16/05/2016,115.8,139,209.9,170.85,929.7,80.06,103.3,89.86,195.01,1.75,2.14,168.3,,
17/05/2016,114.5,138.7,208.9,171.55,937,80.26,103,89.89,193.38,1.77,2.16,168.5,,
18/05/2016,114.2,138.7,209,169.19,943.5,79.91,102.3,88.48,191.08,1.75,2.15,166.2,,
19/05/2016,112.3,137.9,207.5,169.53,870.7,77.14,99.71,87.63,190.1,1.74,2.15,162.2,,
20/05/2016,112.8,138,207.6,168.72,888.6,78.11,100.3,88.77,193.28,1.76,2.17,162.2,,
23/05/2016,114,138.3,208.1,169.02,895.9,78.63,101.5,89.11,194.22,1.76,2.18,164.2,,
24/05/2016,112.8,138.2,208,168.98,884.3,78.25,100.4,88.83,194.4,1.77,2.19,162.9,,
25/05/2016,112.1,138.3,208.4,170.2,838.5,78.05,101.4,89.18,194.38,1.79,2.21,163.6,,
26/05/2016,112,138.4,208.2,171.51,853.5,79.31,101.9,89.47,195.14,1.8,2.22,163.5,,
27/05/2016,112.6,138.8,209.4,171.26,847.7,79.14,103,89.94,196.82,1.8,2.21,164.2,,
30/05/2016,112.6,138.8,209.4,171.26,847.7,79.14,103,89.94,196.75,1.8,2.21,164.2,,
31/05/2016,112.3,138.5,208.5,172,827.7,78.83,103.4,90.41,198.29,1.79,2.21,165.1,,
01/06/2016,114.2,139.3,210.1,173.99,853.4,79.51,104.3,91.26,200.71,1.77,2.2,166.8,,
02/06/2016,114.5,139.5,210.6,174.5,855.4,79.86,104.7,91.1,200.88,1.78,2.19,166.7,,
03/06/2016,114.8,140,211.3,176.26,862.1,79.99,105.4,90.85,200.66,1.79,2.21,168,,
06/06/2016,116.4,140.5,212.4,175.7,948.1,82,107.3,92.11,202.72,1.8,2.19,169.6,,
07/06/2016,114.7,140.3,211.8,176.1,939.9,82.12,107.4,91.72,202.52,1.81,2.22,167.3,,
08/06/2016,115.2,140.5,212.2,176.87,938.1,82.79,108,92.38,203.69,1.8,2.21,168.2,,
09/06/2016,116.3,140.8,212.9,177.63,963.3,83.34,109,92.42,203.66,1.8,2.2,169.8,,
10/06/2016,116.7,141.1,213.3,178.1,981.6,82.67,107.8,92.2,202.08,1.76,2.17,169.5,,
13/06/2016,119.1,141.2,213.7,178.55,985.4,83.05,107.4,91.69,199.76,1.74,2.13,171.4,,
14/06/2016,119,141.5,214.8,181.09,979.5,82.16,106.5,91.66,199.9,1.71,2.09,170.2,,
15/06/2016,118.6,141,213.9,182.33,959.9,81.47,106.7,91.48,199.52,1.72,2.1,169.8,,
16/06/2016,119.9,141.7,215.9,182.53,989.6,81.92,106.2,90.81,199.49,1.7,2.08,170.9,,
17/06/2016,118.8,141.3,215.1,179.98,968.6,81.67,106.1,90.77,197.82,1.73,2.1,170,,
20/06/2016,115.6,140.3,212.9,176.5,942.5,81.31,105.4,90.06,196.38,1.78,2.18,168.5,,
21/06/2016,114.5,139.9,212.1,175.54,941.5,80.59,105.2,89.62,196.42,1.78,2.19,166.9,,
22/06/2016,115.1,139.8,211.4,174.66,926.7,81,106.2,89.67,195.65,1.8,2.19,168,,
23/06/2016,113.3,139.4,210.1,173.99,933.5,80.98,105.6,89.82,197.17,1.82,2.25,166.8,,
24/06/2016,124.3,140.8,216.6,182.25,1018,83.7,110.6,93.61,203.11,1.74,2.05,173.7,,
27/06/2016,129.2,141.7,218.9,186.31,1100,86.64,114.1,95.07,204.1,1.73,1.96,180.3,,
28/06/2016,128.1,141.5,218.4,187.26,1091,85.62,113.5,94.95,205.1,1.76,1.98,181,,
29/06/2016,127.3,141.9,219.6,188.68,1081,86.64,114.8,95.42,206.51,1.81,2.03,183,,
30/06/2016,126.6,142,219.3,189.93,1104,87.78,116.1,96.75,211.68,1.83,2.06,184.2,,
01/07/2016,129.3,144.1,223.5,191.78,1141,90.21,119.2,99.08,214.75,1.88,2.09,188.5,,
04/07/2016,129.3,143.8,222,192.92,1175,91.53,120.3,99.46,214.4,1.89,2.08,189.3,,
05/07/2016,131.1,144.5,223.3,195.4,1213,92.41,119.9,99.79,215.19,1.89,2.03,189.8,,
06/07/2016,133.5,145.3,224.7,195.79,1252,91.69,119.4,100.2,217.73,1.85,2,191.9,,
07/07/2016,132.5,145,223.8,193.93,1270,92.94,120.3,101.1,217.6,1.87,2.04,191.8,,
08/07/2016,133.1,145,223.5,195.14,1242,92.34,120.3,101.5,220.22,1.88,2.07,191.3,,
11/07/2016,132.5,145.8,224.6,194.66,1272,94.03,122.9,102.6,222.42,1.91,2.12,194.5,,
12/07/2016,129.9,145.7,223.5,192.93,1265,94.09,123,101.9,221.37,1.93,2.17,194.2,,
13/07/2016,128.1,146,223.3,195.31,1219,93.92,122.3,101.5,220.79,1.92,2.17,191.6,,
14/07/2016,127.3,146.6,223.5,193.93,1231,94.06,122.6,101.7,219.58,1.94,2.18,192.2,,
15/07/2016,126.9,146.5,222.8,191.22,1219,93.62,123.2,101.7,220.54,1.9,2.14,190.4,,
18/07/2016,127.8,146.6,222,192,1215,94.16,124.4,101.9,220.34,1.92,2.18,192.5,,
19/07/2016,128.4,146.7,222.5,192.02,1219,94.58,125.1,102.8,222.1,1.92,2.17,193.7,,
20/07/2016,128,146.5,222,190.52,1210,93.81,125.4,102.7,222.7,1.93,2.19,195.1,,
21/07/2016,127.6,146.1,220.8,189.67,1154,93.36,125.2,102.8,221.69,1.93,2.19,194.8,,
22/07/2016,128.6,146.5,221.6,191.21,1189,94,125.7,103.4,224.2,1.93,2.19,196.3,,
25/07/2016,128.2,146.7,221.4,191.6,1180,93.45,125.8,103.3,223.3,1.94,2.21,197.1,,
26/07/2016,129.1,147.1,222.5,190.82,1151,92.37,125.5,103.1,224.51,1.93,2.21,197.7,,
27/07/2016,129,147.1,222.4,194.43,1176,93.75,126.4,103.5,224.96,1.94,2.23,197.1,,
28/07/2016,129.4,148,224.2,194.76,1221,93.46,126,103.2,225.29,1.94,2.24,196.4,,
29/07/2016,129.4,147.9,223.7,196.74,1211,93,124.7,103.4,224.84,1.93,2.22,196.6,,
01/08/2016,130.1,148.4,224.8,195.14,1242,93.42,126.3,103.6,225.26,1.93,2.22,198.9,,
02/08/2016,129.1,147.4,223,193.09,1240,91.83,124.9,102.5,221.66,1.92,2.21,197.9,,
03/08/2016,128.3,147.4,223,193.76,1252,91.57,122.9,101.5,221.34,1.91,2.19,193.5,,
04/08/2016,129.1,147.4,223,199.64,1242,92.45,124.8,103.4,225.28,1.91,2.2,194.4,,
05/08/2016,130.3,150.7,227,199.76,1269,93.49,127.3,104.6,227.71,1.95,2.25,196.3,,
08/08/2016,130.2,151.3,227.2,201.33,1235,94.13,129.6,105,228.47,1.96,2.27,197.9,,
09/08/2016,131.2,151.7,228,203.82,1251,95.74,130.9,106.2,230.28,1.97,2.27,199.3,,
10/08/2016,131.3,152.9,230.7,207.54,1267,95.39,130.7,105.8,229.69,1.97,2.28,199.1,,
11/08/2016,132.1,153,231.4,209.55,1288,95.7,131.2,106.3,231.37,1.98,2.29,200.2,,
12/08/2016,132,152.9,231.1,208.94,1288,96.65,132.6,106.6,232.51,2,2.32,199.2,,
15/08/2016,132.9,152.9,231.5,207.22,1286,96.4,133.4,107.6,234.63,2.01,2.31,200.7,,
16/08/2016,132.9,152.8,231.3,205.25,1284,97.47,133.5,106.5,231.52,2,2.32,199.7,,
17/08/2016,132,151.8,229,205,1266,96.63,132,105.8,229.92,1.99,2.3,197.3,,
18/08/2016,131.1,152.2,230.2,205.78,1248,95.74,131.6,105.2,228.95,1.99,2.3,195.9,,
19/08/2016,131.6,152,229.9,203.68,1253,96.25,130.9,105.6,230.37,1.99,2.31,196.2,,
22/08/2016,131.5,151.8,229.5,205.5,1224,95.51,130.6,105.1,229.16,1.98,2.3,195.5,,
23/08/2016,131,152,229.8,207.62,1206,94.94,129.8,105.2,229.8,1.99,2.32,195.8,,
24/08/2016,130.2,152.3,230.6,207.54,1179,95.06,127.9,104.2,227.26,1.99,2.33,194.7,,
25/08/2016,130.6,152.4,231.1,207.6,1116,93.5,128.5,104.2,228.26,1.98,2.31,194.8,,
26/08/2016,130.4,152.3,230.8,208.89,1130,93.94,128.3,104.4,227.79,1.98,2.31,194.9,,
29/08/2016,130.4,152.3,230.8,208.89,1130,93.94,128.3,104.4,229.94,1.98,2.31,194.9,,
30/08/2016,130.4,152.7,231.3,208.72,1127,94.3,129.8,104.9,229.13,1.98,2.31,196,,
31/08/2016,129.4,152.7,231.5,207.8,1072,93.64,128.8,104.8,228.29,1.97,2.3,194.5,,
