Date,Bonds - Global Governments,Bonds - UK Corporate,Bonds - UK Government All Stocks,Bonds - UK Government Long Duration,Commodities - Gold,Commodities - Natural Resources,Equities - Emerging Markets,Equities - Global Large Cap,Equities - Global Small Cap,Equities - UK Large Cap,Equities - UK Mid Cap,Property,,
06/05/2011,100.5,104.1,160.09,105.9,1525,99.67,117,62.21,127.07,1.42,1.35,106.6,,
09/05/2011,100.4,104.1,160.19,106.35,1534,99.67,118.3,62.13,128.38,1.43,1.36,106.4,,
10/05/2011,100.6,104.2,160.19,106.29,1553,101.1,118.9,62.89,129.52,1.45,1.37,107.1,,
11/05/2011,99.66,103.8,159.49,105.78,1547,100.7,118.6,62.13,127.46,1.45,1.38,107.1,,
12/05/2011,100.7,104.2,160.19,106.26,1492,97.81,117.4,61.91,128.6,1.42,1.36,106.4,,
13/05/2011,101,104,159.79,106.2,1500,98.45,118.1,62.72,128.01,1.44,1.37,107.3,,
16/05/2011,101.2,104.3,160.29,105.88,1475,97.16,116.5,62.22,126.61,1.42,1.35,106.2,,
17/05/2011,100.4,104,159.79,106.14,1489,97.47,116.2,61.88,125.87,1.43,1.36,106.2,,
18/05/2011,101.3,104.3,160.19,105.78,1503,97.96,117.5,62.51,128.02,1.42,1.35,107.3,,
19/05/2011,100.6,103.9,159.49,105.75,1522,99.59,117.8,62.97,128.14,1.44,1.37,108.1,,
20/05/2011,100.7,104.3,160.29,106.3,1515,99.14,117.3,62.02,127.33,1.44,1.37,108,,
23/05/2011,100.8,104.6,160.99,106.81,1505,97.58,115.4,61.53,125.63,1.41,1.35,106.3,,
24/05/2011,100.8,104.3,160.69,106.57,1515,98.17,115.6,61.68,125.21,1.41,1.36,106.4,,
25/05/2011,100.3,104.3,160.79,107,1521,98.02,115.4,61.03,125.21,1.41,1.35,105.9,,
26/05/2011,100.1,104.3,160.99,107.58,1534,98.96,115.6,61.06,125.73,1.42,1.35,106,,
27/05/2011,100.1,104.3,161.09,107.66,1539,99.36,116.1,61.47,126.04,1.43,1.36,106.6,,
30/05/2011,100.1,104.3,161.09,107.66,1539,99.36,116.1,61.47,126.04,1.43,1.36,106.6,,
31/05/2011,99.63,104.2,161.19,107.71,1565,100.5,117.9,62.06,127.59,1.45,1.38,107.7,,
01/06/2011,100.3,104.4,161.59,108.25,1574,101.1,118.8,62.3,126.11,1.45,1.38,108.6,,
02/06/2011,101.2,104.6,161.79,107.87,1551,98.79,117.6,61.58,125.98,1.42,1.37,106.9,,
03/06/2011,101.8,104.5,161.69,107.6,1546,98.8,118.5,61.19,124.8,1.41,1.37,106.7,,
06/06/2011,101.6,104.4,161.59,107.42,1535,98.27,117.3,60.87,124.8,1.42,1.37,106.2,,
07/06/2011,101.4,104.2,161.09,106.29,1520,97.78,117,60.53,123.19,1.42,1.38,105.7,,
08/06/2011,101.8,104.1,160.89,107.07,1496,96.86,116.9,60.28,122.25,1.4,1.36,105.8,,
09/06/2011,101.5,104.3,161.49,106.87,1478,96.64,116.4,60.31,122.78,1.4,1.36,105.3,,
10/06/2011,102,104.4,161.59,107.51,1507,98.25,117.1,60.36,122.09,1.42,1.36,105.3,,
13/06/2011,101.7,104.4,161.79,107.17,1487,96.84,115.7,59.93,121.11,1.4,1.35,103.8,,
14/06/2011,101.2,104.1,161.49,106.76,1468,96.04,115.5,60.2,122.48,1.4,1.35,104,,
15/06/2011,101.3,104,161.29,107.01,1488,97.51,116.4,60.19,121.69,1.4,1.36,105.2,,
16/06/2011,102,104.2,162.09,107.86,1472,95.52,115.1,59.7,121.54,1.37,1.33,104.2,,
17/06/2011,102.3,104,161.69,107.48,1456,95.39,114.7,60.14,121.56,1.38,1.33,104.7,,
20/06/2011,102.3,104.2,162.09,107.18,1445,94.2,113.9,59.71,121.35,1.37,1.32,104.2,,
21/06/2011,102.4,103.9,161.59,106.77,1462,95.66,114.8,60.44,123.68,1.39,1.33,105.5,,
22/06/2011,102.8,104.3,162.29,106.83,1491,96.91,115.4,61.24,124.15,1.39,1.33,105.9,,
23/06/2011,103.3,104.2,161.79,107.27,1508,96.64,115.4,60.54,124.19,1.38,1.32,106.3,,
24/06/2011,103.4,104.2,162.29,107.64,1495,96.72,116,60.84,123.78,1.38,1.32,106,,
27/06/2011,103.3,104.3,162.59,107.62,1467,95.69,115.7,60.53,123.75,1.38,1.32,105.6,,
28/06/2011,103.5,103.9,161.89,106.21,1477,96.58,116.7,61.15,125.36,1.39,1.32,106.2,,
29/06/2011,103,103,160.29,105.56,1503,99.18,118.2,61.56,126.72,1.42,1.35,107.4,,
30/06/2011,103.5,103.6,161.09,105.31,1519,100.1,119.4,62.85,128,1.42,1.36,108.3,,
01/07/2011,103.2,103.3,160.39,105.23,1520,100.9,119.9,62.58,129.51,1.45,1.37,108.5,,
04/07/2011,102.7,103.4,160.49,105.53,1514,101.4,121,63.55,129.51,1.46,1.39,109.6,,
05/07/2011,102.4,103.6,160.69,105.75,1507,101.2,121,62.94,129.69,1.46,1.39,109.6,,
06/07/2011,102.8,103.9,161.29,106.43,1529,101.9,121,63.1,130.76,1.45,1.39,110.5,,
07/07/2011,102.8,103.9,161.29,105.9,1551,102.4,121.1,64.1,131.97,1.46,1.39,110.9,,
08/07/2011,102.6,103.9,161.29,107.11,1564,103.5,122.1,63.4,130.64,1.47,1.4,112,,
11/07/2011,103.2,104.6,162.79,108.06,1549,102,120,62.9,128.95,1.44,1.37,110.5,,
12/07/2011,104.4,105,163.89,108.19,1536,100.4,118,62.46,128.13,1.41,1.34,109.4,,
13/07/2011,103.9,104.4,162.79,107.35,1584,101.5,118.2,62.06,128.21,1.42,1.36,110.1,,
14/07/2011,103.1,104.4,162.89,107.61,1611,100.9,117.7,62.03,126.49,1.42,1.35,108.2,,
15/07/2011,103,104.4,162.99,108.09,1615,100.2,117.3,61.59,126.79,1.41,1.35,107.5,,
18/07/2011,102.9,104.7,163.69,108.66,1625,100.3,116.7,61.22,125.77,1.41,1.33,107.5,,
19/07/2011,103,104.4,163.29,108.43,1658,100.7,116.8,61.51,126.78,1.4,1.33,107.6,,
20/07/2011,103.1,104.3,163.19,108.25,1639,101.9,117.7,61.75,127.36,1.42,1.34,108.7,,
21/07/2011,102.7,104.4,163.29,107.25,1640,101.2,116.9,62.21,127.44,1.41,1.34,108.5,,
22/07/2011,102.6,104.2,162.29,108.27,1628,102.5,118,62.12,128.04,1.44,1.36,109.2,,
25/07/2011,102.8,105,163.69,109.23,1646,102.1,117.4,62.22,127.33,1.43,1.35,108.8,,
26/07/2011,102.2,104.9,163.59,108.73,1637,102.3,117.8,61.86,126.35,1.43,1.36,108.5,,
27/07/2011,102.6,105,163.79,109.26,1645,102,117.9,61.38,123.99,1.43,1.35,108.6,,
28/07/2011,102.6,105.3,164.39,109.06,1617,100.1,116.9,60.89,123.25,1.41,1.33,107.1,,
29/07/2011,103,105.5,164.69,110.37,1606,99.43,116.1,60,122.28,1.41,1.34,106.9,,
01/08/2011,102.9,105.6,164.89,110.64,1590,99.94,117.5,60.73,122.28,1.43,1.34,107.9,,
02/08/2011,103.3,106,165.79,110.71,1585,97.85,116.1,59.94,119.35,1.39,1.3,106.1,,
03/08/2011,103.3,106.2,166.39,111.88,1604,95.76,113.3,58.35,118.02,1.38,1.28,103.3,,
04/08/2011,102.3,106.4,166.99,112.78,1598,93.67,111.8,57.25,112.33,1.34,1.24,101.6,,
05/08/2011,103.4,106.4,167.49,112.95,1537,89.27,106.8,55.17,109.47,1.29,1.19,97.59,,
08/08/2011,103.4,106.4,167.69,112.91,1499,86.13,103.5,53.95,102.53,1.26,1.15,93.38,,
09/08/2011,104.2,106,167.69,111.56,1493,83.53,98.61,52.98,107.35,1.22,1.13,89.74,,
10/08/2011,105.7,105.8,167.39,113.89,1553,87.74,103,53.58,105.46,1.28,1.18,95.15,,
11/08/2011,106,106,168.69,113.37,1595,86.73,102.2,52.96,108.64,1.23,1.15,94.4,,
12/08/2011,105.2,105.4,167.99,112.47,1592,88.65,102.7,54.56,109.38,1.27,1.18,96.03,,
15/08/2011,105,105.5,167.99,112.45,1591,90.16,104.4,55.23,111.3,1.3,1.2,97.01,,
16/08/2011,104.8,105.4,167.79,111.73,1597,89.16,104.1,54.91,109.8,1.29,1.19,97.43,,
17/08/2011,104.8,105.8,168.69,113.85,1610,89.8,104.4,55.14,108.99,1.3,1.19,98.06,,
18/08/2011,104.8,106.7,170.39,116.72,1600,87.58,102.6,53.1,104.21,1.27,1.17,96.02,,
19/08/2011,104.7,106.5,170.59,116.05,1574,83.35,98.8,51.93,102.03,1.21,1.11,92.45,,
22/08/2011,104.9,106.2,170.09,116.45,1631,85.12,100,52.18,102.59,1.25,1.15,93.1,,
23/08/2011,104.8,106,170.29,116.18,1666,85.15,100.9,51.98,105.17,1.26,1.14,93.79,,
24/08/2011,104.8,105.6,169.99,115.23,1620,85.49,100.2,53.48,106.68,1.25,1.14,93.62,,
25/08/2011,105,105,168.99,116.04,1607,87.85,101.7,53.88,106.1,1.27,1.16,96.03,,
26/08/2011,105.6,105.3,169.89,115.91,1628,86.87,101,53.21,108.03,1.24,1.15,95.16,,
29/08/2011,105.6,105.3,169.89,115.91,1628,86.87,101,53.21,110.5,1.24,1.15,95.16,,
30/08/2011,105.6,104.9,168.99,115.45,1662,90.47,104.7,55.26,112.14,1.28,1.17,98.66,,
31/08/2011,106.1,104.9,168.79,113.03,1697,91.83,106.2,56.22,113.13,1.3,1.2,99.78,,
01/09/2011,105.9,105,168.89,114.5,1701,92.56,107.8,56.32,112.52,1.31,1.21,101.1,,
02/09/2011,106.1,105.2,169.39,115.65,1712,91.26,107.1,55.05,109.45,1.31,1.2,99.24,,
05/09/2011,106.7,106.3,171.89,118.04,1732,88.78,104.5,54.27,109.45,1.26,1.16,96.94,,
06/09/2011,106.8,105.5,170.99,117.66,1736,88.73,104.2,53.52,108.16,1.26,1.17,96.61,,
07/09/2011,107.3,105.4,170.99,116.53,1760,91.3,106.9,55.06,112,1.28,1.18,99.01,,
08/09/2011,107.4,105.5,171.49,116.82,1769,92.73,107,55.23,110.38,1.31,1.2,100.4,,
09/09/2011,107,105.5,171.69,118.65,1790,91.92,106.8,54.42,108.55,1.29,1.19,99.39,,
12/09/2011,107.6,105.7,173.2,119.78,1757,87.84,103.1,53.59,108.23,1.24,1.15,95.74,,
13/09/2011,107.7,105.4,173.3,119.67,1718,88.13,102.5,53.98,109.8,1.24,1.15,96.26,,
14/09/2011,108,105,172.9,119.2,1729,90.24,103,54.14,111.18,1.28,1.17,96.82,,
15/09/2011,107.9,104.3,171.39,117.46,1717,91.34,103.7,55.33,112.61,1.3,1.19,97.5,,
16/09/2011,108.1,104.5,171.39,118.25,1707,92.11,104.6,56.18,113.41,1.31,1.2,98.88,,
19/09/2011,108.6,105.3,173,119.8,1717,90.27,102.9,55.2,112.51,1.28,1.18,98.05,,
20/09/2011,109,105.2,173.1,119.69,1716,90.9,103,55.48,111.05,1.3,1.19,98.05,,
21/09/2011,109.3,105,172.39,118.46,1756,89.83,102.6,55.84,109.15,1.3,1.19,97.98,,
22/09/2011,111,105.3,173.7,120.74,1691,84.39,97.69,53.28,106.46,1.23,1.14,93.34,,
23/09/2011,111.2,105.4,174.5,120.96,1594,81.44,94.2,52.9,106.2,1.21,1.12,92.34,,
26/09/2011,110.3,104.6,173.4,120.06,1518,81.77,94.63,52.72,106.1,1.25,1.14,92.83,,
27/09/2011,109.5,103.9,171.79,118,1555,84.23,97.59,54.76,108.12,1.27,1.16,94.42,,
28/09/2011,109,104,171.79,118.85,1541,84.71,97.8,54.77,106.16,1.29,1.17,94.74,,
29/09/2011,109,104.4,172.49,118.47,1485,81.9,96.98,54.41,106.8,1.27,1.15,93.91,,
30/09/2011,109.1,104.4,172.49,120.29,1470,80.62,95.7,53.49,105,1.25,1.13,93.51,,
03/10/2011,109.5,104.8,173.8,122.77,1489,79.38,93.67,52.73,101.68,1.23,1.12,92.31,,
04/10/2011,110.6,105.8,176.7,124.71,1471,76.55,91.81,51.31,103.64,1.2,1.09,90.29,,
05/10/2011,110,104.7,175.1,123.4,1439,79.26,92.35,52.51,105.18,1.23,1.1,91.7,,
06/10/2011,110.9,105.3,174.9,124.06,1505,83.19,95.68,54.05,108.36,1.27,1.13,93.15,,
07/10/2011,109.5,104.6,174.8,123.52,1527,83.78,96.59,54.56,106.12,1.29,1.14,93.88,,
10/10/2011,108.6,104.4,174.3,122.19,1518,84.33,96.67,54.99,108.88,1.31,1.15,92.99,,
11/10/2011,108.7,104,173.2,121.45,1527,85.03,98.62,55.51,109.87,1.31,1.17,94.8,,
12/10/2011,107.9,103.6,171.99,119.78,1551,86.75,99.16,55.97,110.62,1.32,1.19,94.52,,
13/10/2011,108,104.2,172.8,121.83,1550,86.61,100.4,55.76,110.68,1.32,1.19,95.93,,
14/10/2011,107.6,104.1,172.59,121.03,1544,87.35,100.5,56.23,111.75,1.33,1.19,95.86,,
17/10/2011,107.7,104.5,173.1,122.2,1571,88.82,101.9,56.24,109.99,1.34,1.2,97.5,,
18/10/2011,107.9,104.8,173.9,123.88,1529,86.41,98.86,55.52,112.17,1.31,1.17,94.89,,
19/10/2011,107.6,104.8,173.8,123.53,1540,87.9,100.3,56.12,109.96,1.34,1.19,96.74,,
20/10/2011,107.6,105.1,174.3,123.78,1470,86.66,98.66,55.64,110.36,1.33,1.18,95.73,,
21/10/2011,107.2,104.7,173.5,122.24,1451,86.26,97.33,55.97,110.94,1.32,1.18,95.52,,
24/10/2011,107,104.9,173.6,121.6,1468,88.09,99.38,56.67,113.78,1.34,1.19,97.61,,
25/10/2011,106.5,104.5,172.8,123.55,1504,89.57,101.2,56.41,111.73,1.36,1.21,98.62,,
26/10/2011,107.2,105.4,174.7,124.63,1532,88.45,100.9,56.51,113.03,1.35,1.2,97.37,,
27/10/2011,107.2,105.3,173.8,121.56,1575,92.6,104,58.16,116.96,1.39,1.24,100.5,,
28/10/2011,106.3,105.1,172.39,120.62,1568,92.87,105.5,58.26,116.41,1.39,1.24,102.2,,
31/10/2011,105.8,105.9,173.9,123.83,1581,91.95,105.5,57.64,113.28,1.38,1.23,101.3,,
01/11/2011,106.3,107.1,177,127.28,1520,87.61,101.9,55.78,110.55,1.31,1.17,98.9,,
02/11/2011,106,106.6,176.2,126.3,1552,88.34,103,56,112.22,1.32,1.17,98.48,,
03/11/2011,105.8,106.3,175.8,124.83,1574,89.19,102.5,56.31,114.38,1.35,1.19,98.72,,
04/11/2011,105.9,106.4,175.7,125.53,1608,90.93,104.5,56.5,113.91,1.36,1.2,100.2,,
07/11/2011,105.5,106.9,176.8,126.05,1591,89.83,103.1,56.64,113.65,1.34,1.18,98.83,,
08/11/2011,105.5,106.8,176.8,127.28,1630,91.29,104.3,56.76,114.15,1.37,1.2,99.12,,
09/11/2011,105.7,107.1,177.6,128.63,1613,90.02,103.7,56.17,111.4,1.34,1.19,99.18,,
10/11/2011,106,106.9,178.2,128.45,1597,89.82,102.2,55.65,111.72,1.34,1.19,97.54,,
11/11/2011,106.1,106.8,177.8,126.79,1586,89.35,102.3,56.46,112.95,1.34,1.19,97.15,,
14/11/2011,106.4,106.8,177.9,128.32,1623,90.62,103.8,56.62,113.14,1.35,1.2,98.83,,
15/11/2011,106.4,107.1,179.2,130.04,1599,89.19,102.7,56.57,113.88,1.33,1.18,96.89,,
16/11/2011,106.8,107.2,179.9,129.98,1614,89.61,102.8,56.4,112.74,1.34,1.19,97.4,,
17/11/2011,106.9,106.7,179.6,129.37,1597,88.99,102.1,55.93,111.14,1.32,1.17,96.61,,
18/11/2011,106.5,105.8,178.2,128.24,1545,88.19,100.3,55.34,110.75,1.32,1.16,95.17,,
21/11/2011,107.8,106.1,178.9,128.77,1509,86.21,98.43,54.68,109.39,1.29,1.13,94.65,,
22/11/2011,107.9,105.7,178.5,129.9,1498,86.84,98.71,54.65,108.69,1.29,1.14,94.7,,
23/11/2011,107.8,105.7,179.5,130.94,1501,85.13,96.64,53.77,106.87,1.27,1.12,93.31,,
24/11/2011,108,105.4,179.2,131.08,1493,85.23,96.89,53.53,106.87,1.27,1.11,92.95,,
25/11/2011,107.6,104.8,178.7,129.08,1472,83.8,95.44,53.57,106.21,1.26,1.1,91.88,,
28/11/2011,107,104.6,178.3,130.54,1496,86.22,97.27,54.82,109.44,1.3,1.14,94.38,,
29/11/2011,106.8,105.3,180.2,131.55,1505,87.21,98.57,54.99,109.54,1.31,1.16,95.23,,
30/11/2011,106.8,105.2,180.6,129.63,1521,88.04,98.6,56.2,113.42,1.32,1.17,95.32,,
01/12/2011,106.8,104.1,177.2,128.37,1586,90.68,102,57.05,113.21,1.35,1.19,98.04,,
02/12/2011,107.1,104.2,177.2,126.58,1603,92,103.6,57.45,114.12,1.37,1.19,98.36,,
05/12/2011,107.7,104.4,177.3,125.71,1577,91.67,104,57.71,115.07,1.37,1.2,98.84,,
06/12/2011,107.8,104.6,177.5,128.73,1554,91.15,103.2,57.48,115.1,1.37,1.2,98.19,,
07/12/2011,108,105.3,178.7,127.57,1572,91.85,103.7,56.88,114.76,1.37,1.2,98.83,,
08/12/2011,107.5,105.5,178.9,128.29,1567,91.09,102.5,56.99,112.41,1.37,1.19,98.46,,
09/12/2011,107.2,105.4,178.6,127.51,1538,90.01,100.5,56.86,114.21,1.36,1.18,96.87,,
12/12/2011,107.4,105.7,179.5,129.39,1533,89.49,100.6,56.5,112.37,1.35,1.17,97.23,,
13/12/2011,107.5,105.8,180,128.59,1506,88.9,99.53,56.74,111.33,1.34,1.16,96.52,,
14/12/2011,107.9,105.5,179,129.35,1464,87.76,99.17,55.79,110.08,1.33,1.14,95.63,,
15/12/2011,108.2,105.7,179.7,129.05,1424,86.29,97.47,55.73,110.25,1.32,1.13,95.44,,
16/12/2011,108.3,105.7,179.5,130.88,1422,87.07,98.65,55.72,110.71,1.33,1.14,96.8,,
19/12/2011,108.5,106,180.2,131.08,1435,87.04,97.82,55.4,109.08,1.33,1.14,96.89,,
20/12/2011,107.8,106.1,180.5,130.78,1402,85.96,96.56,55.46,111.32,1.31,1.13,95.82,,
21/12/2011,107.4,106.4,180.9,130.96,1440,87.75,98.69,55.52,111.74,1.33,1.15,97.51,,
22/12/2011,107.1,106.3,180.5,130.7,1430,88.05,98.59,56.12,112.26,1.34,1.15,97.41,,
23/12/2011,107.2,106.4,180.7,130.86,1430,89.02,99.92,56.4,113.19,1.35,1.16,98.63,,
26/12/2011,107.2,106.4,180.7,130.86,1430,89.02,99.92,56.4,113.19,1.35,1.16,98.63,,
27/12/2011,107.2,106.4,180.7,130.86,1430,89.02,99.92,56.4,113.19,1.35,1.16,98.63,,
28/12/2011,107.5,106.5,180.8,131.35,1429,89.2,99.56,56.92,113.19,1.36,1.16,98.95,,
29/12/2011,109.1,106.8,181.6,132.53,1400,88.86,100,57.04,114.5,1.35,1.16,99.38,,
30/12/2011,109,106.9,181.6,131.93,1417,89.3,100.2,57.13,113.81,1.36,1.17,99.67,,
02/01/2012,109,106.9,181.6,131.93,1417,89.3,100.2,57.13,113.81,1.36,1.17,99.67,,
03/01/2012,108.4,106.7,180.9,131.15,1443,91.41,101.2,57.86,115.14,1.39,1.18,100.5,,
04/01/2012,108.2,106.8,180.8,130.84,1469,92.02,101.9,57.64,114.89,1.4,1.19,100.4,,
05/01/2012,108.3,106.8,180.8,131.08,1468,91.55,101.8,57.71,115.72,1.38,1.18,99.18,,
06/01/2012,108,106.6,180.3,131.65,1482,92.44,102,57.92,115.99,1.39,1.19,99.85,,
09/01/2012,108.6,106.8,180.7,131.98,1483,92.14,102.4,57.95,116.08,1.38,1.19,99.94,,
10/01/2012,108.4,106.9,180.9,130.74,1508,93.57,104.5,58.64,117.26,1.39,1.2,100.7,,
11/01/2012,109,106.8,180.5,131.73,1527,94,105.2,58.77,118.46,1.39,1.2,101.4,,
12/01/2012,109.7,107,181,131.43,1540,94.71,106.5,59.33,119.25,1.4,1.22,102.6,,
13/01/2012,110.1,107.3,181.4,132.84,1531,94.25,106.5,59.05,118.86,1.39,1.22,102.5,,
16/01/2012,110,107.4,182,133.21,1516,93.83,105.4,59.08,118.86,1.38,1.21,102.1,,
17/01/2012,109.8,107.4,181.8,133.46,1535,95.02,107.5,59.49,119.14,1.41,1.23,103.3,,
18/01/2012,110,107.8,182.5,133.62,1514,94.88,107.8,59.34,120.3,1.4,1.24,103.3,,
19/01/2012,109.5,107.8,182.2,131.85,1514,95.24,109,59.96,120.85,1.4,1.25,104.1,,
20/01/2012,108.9,107.4,180.9,130.52,1487,94.84,109,59.89,120.77,1.41,1.26,105,,
23/01/2012,108.5,107,179.7,129.33,1489,94.69,108.7,60.04,120.73,1.42,1.26,105.2,,
24/01/2012,108.3,107.2,179.9,129.57,1491,94.56,108.3,59.49,120.57,1.41,1.24,104.6,,
25/01/2012,107.7,107.2,179.4,129.82,1479,94.63,108.8,59.68,121.56,1.4,1.25,105.4,,
26/01/2012,108,107.7,180.1,130.55,1543,96.07,110.1,60.59,121.22,1.42,1.26,106.2,,
27/01/2012,108.4,108.1,180.7,130.54,1561,95.76,110.2,60.05,121.98,1.42,1.27,106.4,,
30/01/2012,108.6,108.5,181.4,131.81,1565,94.83,109.2,59.52,120.94,1.4,1.25,105.7,,
31/01/2012,108.3,108.4,181.2,132.85,1555,94.65,109.9,59.62,120.46,1.4,1.25,105,,
01/02/2012,108.7,108.7,181.6,131.65,1561,94.74,110.6,59.86,122.15,1.41,1.27,106,,
02/02/2012,108.4,108.4,180.5,129.92,1566,94.92,111.9,60.26,122.96,1.42,1.29,106.3,,
03/02/2012,108.5,108.3,179.8,128.09,1579,95.02,112.5,60.83,124.71,1.43,1.29,106.5,,
06/02/2012,108.3,108.1,179.2,128.31,1564,95.82,112.9,60.91,124.77,1.44,1.3,107.4,,
07/02/2012,107.9,108.2,179,127.42,1554,95.79,112.9,60.72,124.29,1.44,1.29,107.2,,
08/02/2012,107.6,107.9,178,127.69,1548,95.89,113.8,61.24,125.04,1.45,1.3,107.5,,
09/02/2012,107.8,108.4,178.8,125.04,1538,96.13,113.8,61.32,124.98,1.46,1.3,108.2,,
10/02/2012,107.5,108,177.8,126.07,1525,95.08,112.6,60.82,124.23,1.44,1.3,106.9,,
13/02/2012,107.7,108.1,177.9,126.42,1539,95.96,113.4,61.24,125.1,1.45,1.31,107.5,,
14/02/2012,107.9,108.3,178.5,127.45,1526,95.86,114,61.39,125.35,1.46,1.31,108.4,,
15/02/2012,107.8,108.5,178.9,127.82,1517,95.98,114.8,61.77,125.01,1.46,1.31,108.9,,
16/02/2012,107.6,108.5,178.8,126.57,1497,95.1,113.4,61.16,125.46,1.45,1.29,108.1,,
17/02/2012,106.7,108,177.6,125.64,1517,95.83,114.3,61.69,125.47,1.46,1.31,108.6,,
20/02/2012,106.5,107.8,177,124.73,1516,96.66,114.9,61.81,125.47,1.47,1.33,109.2,,
21/02/2012,106.7,107.9,177,125.48,1515,96.23,114.9,61.94,125.62,1.46,1.32,108.7,,
22/02/2012,107.1,108.4,177.8,126.52,1549,97.45,115.6,62.36,126.27,1.45,1.33,108.6,,
23/02/2012,107.3,108.8,178.3,127.21,1581,98.08,115.4,62.08,127.11,1.46,1.33,108.1,,
24/02/2012,106.9,109.3,179.4,127.99,1575,98.1,114.9,62.06,126.24,1.48,1.34,108.8,,
27/02/2012,106.5,109.8,180.2,129.13,1536,96.92,113.4,61.62,126.17,1.45,1.33,107.5,,
28/02/2012,106.9,110,180.6,129.46,1547,97.71,114.9,62.26,126.21,1.46,1.34,108.9,,
29/02/2012,106.4,109.8,179.9,128.55,1567,97.82,115.6,62.18,124.33,1.46,1.33,108,,
01/03/2012,105.9,109.4,178.9,127.18,1521,96.6,114.6,61.87,124.9,1.46,1.34,107.2,,
02/03/2012,105.8,109.6,178.8,128.61,1529,97.48,115.6,62.19,124.7,1.46,1.34,108.1,,
05/03/2012,106.4,110.1,179.8,128.29,1504,96.59,115.3,61.84,123.98,1.45,1.34,108.2,,
06/03/2012,106.6,110,179.5,128.98,1472,94.4,113.4,61.08,122.26,1.44,1.3,107.3,,
07/03/2012,107,110.1,179.9,128.96,1457,93.58,112.1,61.13,123.53,1.43,1.31,107.3,,
08/03/2012,106.4,109.8,179.4,128.76,1472,94.62,113.9,61.69,124.55,1.45,1.33,108.6,,
09/03/2012,106.3,109.9,179.5,128.58,1480,94.38,114.2,62.28,126.36,1.45,1.34,108.3,,
12/03/2012,107,110.2,180,129.62,1493,95.4,115,62.47,126.47,1.46,1.34,109.2,,
13/03/2012,106.6,110.2,180,128.26,1489,95.6,115.4,62.72,127.48,1.47,1.36,110.4,,
14/03/2012,105.4,109.3,177.7,124.84,1467,95.73,116.1,63.28,127.04,1.48,1.37,111.2,,
15/03/2012,105.1,108.6,176.1,124.09,1429,94.8,115.6,63.26,128.07,1.47,1.36,111,,
16/03/2012,104.6,108.3,175.3,123.04,1424,94.79,114.9,63.13,127.06,1.48,1.37,110.6,,
19/03/2012,104.3,108.7,175.9,123.54,1403,94.86,113.4,63.07,127.06,1.47,1.38,110,,
20/03/2012,104.2,108.6,175.6,123.39,1386,94.2,112.4,62.88,126.33,1.46,1.36,109.8,,
21/03/2012,104.1,108.7,175.8,124.58,1390,93.95,112.4,62.67,126.18,1.46,1.35,109.6,,
22/03/2012,105,109.1,176.8,124.91,1377,92.88,111.8,62.37,125.42,1.45,1.34,108.9,,
23/03/2012,105,109.5,177.4,125.47,1355,92.03,111,62.21,125.83,1.44,1.34,107.9,,
26/03/2012,104.6,109.2,176.9,124.6,1375,92.77,111.1,62.43,127.05,1.46,1.36,108.3,,
27/03/2012,104.4,109.4,177.2,125.56,1395,93.7,112.4,62.88,126.53,1.48,1.37,109.5,,
28/03/2012,104.7,109.5,177.5,125.93,1376,92.8,111.8,62.9,126.55,1.45,1.36,109.5,,
29/03/2012,105.1,109.8,178.2,126.13,1361,91.63,110.3,62.13,125.57,1.43,1.33,109.1,,
30/03/2012,104.5,109.7,178.1,125.8,1360,91.67,110.4,62.2,125.46,1.43,1.34,108.3,,
02/04/2012,104,109.5,177.5,125.37,1363,91.56,110.2,62.15,126.17,1.43,1.34,108.4,,
03/04/2012,104.4,109.6,177.9,126.29,1380,92.75,111.4,62.62,126.16,1.45,1.36,109.1,,
04/04/2012,104.6,109.8,178.4,125.7,1336,91.1,110.2,62.04,124.38,1.43,1.33,108,,
05/04/2012,104.9,109.8,178.8,126.5,1308,90.61,110.1,61.76,124.37,1.41,1.32,108.2,,
06/04/2012,104.9,109.8,178.8,126.5,1308,90.61,110.1,61.76,124.37,1.41,1.32,108.2,,
09/04/2012,104.9,109.8,178.8,126.5,1308,90.61,110.1,61.76,124.37,1.41,1.32,108.2,,
10/04/2012,105.6,110,179.6,129.32,1310,89.73,109.5,61.07,120.63,1.41,1.31,107.4,,
11/04/2012,105.3,110.1,180,128.62,1322,89.22,108.3,60.42,121.3,1.4,1.3,106.3,,
12/04/2012,105.1,109.8,179.4,127.67,1315,88.72,108.1,60.69,123.02,1.4,1.32,106.3,,
13/04/2012,105.4,110.1,179.9,128.33,1352,90.51,110.1,60.76,122.23,1.41,1.33,107.9,,
16/04/2012,105.8,110.1,180,128.05,1334,89.78,109.1,60.78,122.27,1.41,1.32,107.6,,
17/04/2012,105.3,109.6,179.2,127.01,1315,89.2,108.1,60.79,123.39,1.42,1.32,107.8,,
18/04/2012,104.8,109.4,178.9,126.81,1328,90.24,108.3,60.87,122.41,1.43,1.33,108.6,,
19/04/2012,104.4,109.2,178.5,126.31,1318,90.15,108.2,60.51,121.69,1.44,1.34,108,,
20/04/2012,103.9,108.9,177.9,126.34,1314,89.87,107.7,60.28,121.76,1.43,1.33,107.7,,
23/04/2012,104.3,109.2,178.5,126.7,1288,88.23,106.4,59.3,120.13,1.41,1.31,107,,
