Date,Bonds - Global Governments,Bonds - UK Corporate,Bonds - UK Government All Stocks,Bonds - UK Government Long Duration,Commodities - Gold,Commodities - Natural Resources,Equities - Emerging Markets,Equities - Global Large Cap,Equities - Global Small Cap,Equities - UK Large Cap,Equities - UK Mid Cap,Property
20/02/2013,1.010309278,0.998312236,0.997216036,0.99535689,1.004306632,1.009166579,1.017751479,1.014259233,0.99786663,1.00617284,1.006134969,1.016832441
21/02/2013,1.001855288,1.00591716,1.006700168,1.013203669,0.963979417,0.978910002,0.987541528,0.985238296,0.990827586,0.987730061,0.981707317,0.9917231
22/02/2013,0.999074074,1.000840336,1.000554631,1.001716738,1.015124555,1.001066553,0.996635828,1.001284247,1.007029999,1.00621118,1.01242236,0.999241275
25/02/2013,1.010194625,1.000839631,1.000554324,0.9998442,1.003505697,1.007564458,1.011814346,1.022089212,0.999239701,1.00617284,1,1.015186029
26/02/2013,1.002752294,1.005872483,1.007756233,1.014959096,1.0069869,0.984138733,0.986655546,0.978527607,0.997924881,0.981595092,0.987730061,0.986537023
27/02/2013,1.002744739,1.002502085,1.003298516,1.004145237,1.011274935,1.006124422,1.003381234,0.999715019,1.009080197,1.00625,1.00621118,1.006823351
28/02/2013,0.995437956,1,1,1.000917361,0.987993139,1.006834686,1.00505476,1.013825542,1.000686908,1.00621118,1.00617284,1.006777108
01/03/2013,1.007332722,1.004991681,1.007123288,1.014511571,0.991319444,1.002651676,1.007544007,1.003092928,1.008237232,1,1,1.010471204
04/03/2013,0.998180164,1.000827815,1,0.995181811,0.989492119,0.993864382,0.990016639,0.999018921,0.996800109,1,1,0.999259808
05/03/2013,0.991795807,0.995864351,0.995103373,0.989182238,0.982300885,0.997977648,0.996638655,1.007716049,1.007922956,1.00617284,1.012269939,0.997777778
06/03/2013,1.003676471,0.999169435,0.997813013,1.001605996,1.000900901,1.01290529,1.013490725,1.010302102,1.007725147,1.012269939,1.006060606,1.013363029
07/03/2013,0.999084249,1.002493766,1.00109589,0.99114301,1.02340234,1.006001895,1.005823627,1.00137798,1.002891534,1,1,0.999267399
08/03/2013,0.997250229,0.995024876,0.994526546,0.995994145,0.994722955,1.003454051,1.011579818,1.008944544,1.012203299,1,1.006024096,0.998533724
11/03/2013,1.006433824,1.001666667,1.001651073,1.006032949,1.01061008,1.012621258,1.011447261,1.003409711,1.00463699,1.006060606,1,1.01174743
12/03/2013,1.000913242,1.004159734,1.004395604,1.003382794,0.998250219,1.003708282,0.995149555,1.005301074,0.999802189,1,1,0.999274311
13/03/2013,0.995437956,1,0.999452954,0.998697418,1.01051709,0.99363711,0.985377742,0.99161709,0.9978896,0.993975904,0.994011976,0.990559187
14/03/2013,0.996333639,0.997514499,0.997263273,0.99746816,0.983521249,0.998244164,0.997526793,0.997272975,1.000330447,1.012121212,1.006024096,1.005131965
15/03/2013,0.991720331,1.000830565,1,1.006076456,0.996472663,0.99627522,0.98677686,0.995761553,1.000132135,0.994011976,1.005988024,0.991976659
18/03/2013,1.005565863,1.004149378,1.006586169,1.007874618,0.990265487,0.988472323,0.985762144,0.990800494,0.994913463,0.993975904,0.994047619,0.994117647
19/03/2013,0.999077491,1.002479339,1.003271538,1.010771448,1.009830206,0.998634167,1,1.004711752,0.995817011,1,1.005988024,1
20/03/2013,1,0.999175598,0.999456522,0.999399625,0.999115044,0.992214624,0.997451147,0.99737931,1.004933991,1,0.994047619,0.99704142
21/03/2013,0.996306556,1.000825083,1,0.99849816,0.992028344,0.996394868,0.994037479,0.997234131,0.994095011,0.993939394,0.994011976,0.997032641
22/03/2013,1.001853568,1.001648805,1.002718869,1.003985861,1.013392857,0.995317655,0.99143102,0.996810429,0.996796369,1,1.006024096,0.998511905
25/03/2013,1,0.999176955,0.998373102,1.004794007,1.000881057,1.002886774,1.005185825,1.003199777,1.002410445,1.012195122,1.005988024,1.008196721
26/03/2013,1.003700278,1.004118616,1.004345464,1.002758312,0.98943662,0.995735608,1.00171969,1.002357509,1.005477256,0.987951807,0.988095238,1.00443459
27/03/2013,1.002764977,1.004101723,1.005949162,1.007583079,0.993772242,1.001927195,1.006866953,1.000968456,1.002590846,0.993902439,0.993975904,1.009565857
28/03/2013,0.999080882,0.99754902,0.997849462,0.995351583,1.008057296,1.003205813,1.000852515,1.001105736,0.998343493,1.012269939,1.006060606,0.997813411
29/03/2013,1,1,1,1.000444774,1,1,1,1,0.999535409,1,1,1
01/04/2013,1,1,1,1,1,1,1,1,0.98625498,1,1,1
02/04/2013,1,1,1,0.998592175,0.988454707,0.993502343,0.996592845,1.001794836,1.004106914,1.006060606,1.012048193,1.003652301
03/04/2013,1.004599816,0.999180999,0.998383621,1.004006826,0.971248877,0.996140238,1.001709402,0.999448732,0.990814,1,0.994047619,1.006550218
04/04/2013,1.001831502,1.004098361,1.003777658,1.007833863,0.962072155,0.9937574,0.999146758,0.994208494,0.996278,0.993975904,0.994011976,1.00867679
05/04/2013,0.992687386,1.004081633,1.005913978,1.021998973,1.001923077,0.984512076,0.977796755,0.978224688,0.987569624,0.975757576,0.969879518,1.000716846
08/04/2013,0.990791897,1.003252033,1.003741315,0.993972878,1.001919386,1.001870187,0.999126638,1.006663831,1.011486347,1,1.00621118,1.001432665
09/04/2013,0.997211896,0.996758509,0.994675186,0.992420414,1,1.009223674,1.003496503,1.004647887,1.001563987,1.00621118,1,1.001430615
10/04/2013,0.997204101,1.000813008,0.998929336,0.990980506,1.026819923,1.011206615,1.010452962,1.012196832,1.01120239,1.00617284,1.012345679,1.004285714
11/04/2013,0.993457944,0.998375305,0.995712755,0.996476806,0.969216418,0.995373359,1.002586207,1.005263158,1.000939976,1.012269939,1.018292683,0.999288762
12/04/2013,1.000940734,1.004068348,1.004843918,1.004419564,0.987487969,1.000324289,0.996560619,1.000551116,0.997383955,0.993939394,0.994011976,1.012099644
15/04/2013,1.006578947,1.000810373,0.998928763,1.002786741,0.926998051,0.973092717,0.986194996,0.99600661,0.977200888,0.987804878,0.987951807,0.995077356
16/04/2013,1.00280112,1.000809717,1.001072386,0.998317976,0.941541373,0.982232093,0.993000875,0.992672473,1.008878183,1,0.993902439,0.993639576
17/04/2013,1.003724395,1.001618123,1,1.005640612,0.990731435,0.996608253,1.007048458,1.000696379,0.990995293,0.99382716,1,1.010668563
18/04/2013,0.998144712,1.001615509,1.001071237,1.002768065,0.974526601,0.992399319,0.996500437,0.986638831,0.991395333,1,0.993865031,0.995073892
19/04/2013,0.992565056,1,1,0.999491501,1.027758501,1.006858711,1.004389816,0.999435746,1.009859742,1,1.00617284,1.002828854
22/04/2013,1.004681648,1.001612903,1.001070091,1.002834508,1.014179608,1.003519528,1.011363636,1.011573747,1.004881738,1.01242236,1.006134969,1.008462623
23/04/2013,1.005591799,1.004025765,1.004275788,0.993332367,1.005992011,1,0.993085566,1.006557835,1.008758125,1,1,0.996503497
24/04/2013,0.993512512,0.995188452,0.99201703,0.999562236,0.992609751,1.008258853,1.009573542,1.006237871,1.008139456,1.012269939,1.006097561,1.006315789
25/04/2013,0.991604478,1.002417405,1.002145923,0.997737226,1.033559284,1.002468582,0.997413793,0.995867199,0.997577878,1.006060606,1.012121212,0.993026499
26/04/2013,0.999059266,1.002411576,1.001605996,1.006511083,1.017094936,1.005372733,0.999135696,0.998893346,0.994199771,0.993975904,1,0.993679775
29/04/2013,1.001883239,1.000801925,1,1.003634249,0.977801268,0.993653975,0.993079585,1.000138485,1.005698392,1,1,0.996466431
30/04/2013,1.003759398,1.004807692,1.003741315,0.999855156,1.004864865,1.013445378,1.007839721,1.005954029,1.003035413,1.006060606,1,1.009929078
01/05/2013,0.997191011,0.997607656,0.99627263,1.003549182,1.002689618,1.001216142,1.004321521,0.997384721,0.989038332,1.006024096,1.005988024,1.004213483
02/05/2013,1.000938967,1.003197442,1.003206841,1.008083724,0.975858369,0.986638693,0.997418244,0.995169749,1.007275447,0.994011976,0.988095238,0.993706294
03/05/2013,0.999061914,1.003187251,1.001598295,0.98145629,0.998460693,1.0115277,1.001725626,1.009707391,1.00654786,1.006024096,1.012048193,1.007037298
06/05/2013,1,1,1,1,1,1,1,1,1.00482865,1,1,1
07/05/2013,0.99342723,0.992851469,0.988829787,0.990735337,1.005506002,1.012392122,1.01464255,1.012635627,1.012814523,1.011976048,1.005952381,1.00698812
08/05/2013,1.002835539,1.0016,1,1.003902511,0.990800569,1.003606557,1.01188455,1.00515394,1.001252059,1,1.00591716,1.00277585
09/05/2013,0.997172479,1.000798722,1.000537924,0.993032126,1.02763347,1.006533812,0.997483221,1.002428822,1.000526524,1.00591716,1.005882353,0.992387543
10/05/2013,0.995274102,0.993615323,0.991935484,0.986188049,0.998494138,1.005950449,1.0058873,1.003634406,1.010393369,1.005882353,1.005847953,1.005578801
13/05/2013,0.999050332,0.998393574,0.998915989,1.001572798,0.988581278,0.99559045,0.994147157,1.001609442,1.000325521,0.994152047,0.994186047,0.999306519
14/05/2013,1.003802281,0.99839099,1,0.998055784,0.983545821,0.997299341,1.004205214,1.011381896,1.012561015,1.005882353,1,1.00277585
15/05/2013,0.997159091,0.998388396,0.997287032,0.995879224,0.98947485,1.009207106,1.006700168,1.004236727,1.001992544,1.011695906,1.011695906,1.005536332
16/05/2013,1.000949668,1,1.00054407,1.007222389,0.964057776,0.995170119,1,0.998813448,0.992943742,1,1.011560694,1.004817619
17/05/2013,1.000948767,1.004842615,1.00435019,0.9952196,0.999070848,0.998597929,0.995008319,1.00686378,1.013695975,1,1.005714286,1.000684932
20/05/2013,1.000947867,0.996787149,0.995127233,0.995121585,0.971053243,1.005832163,1.006688963,1.003932879,1.002676694,1,1,1.008213552
21/05/2013,1.00094697,1.001611604,1.001632209,0.997888227,1.01843649,1.009986041,1.00166113,1.006790285,1.005911142,1.011560694,1.005681818,0.999321113
22/05/2013,1.005676443,1,0.999456817,1.005819666,1.011049724,1.004465235,1.004145937,1.003631647,0.994755466,1.005714286,1.005649718,1.006793478
23/05/2013,1.000940734,1,1.001630435,0.999699429,1.006627136,0.986134632,0.980181668,0.975445852,0.988058185,0.988636364,0.97752809,0.964912281
24/05/2013,0.99906015,0.99839099,0.997287032,1.005938064,1.007854008,0.999570677,0.99831508,0.998807631,0.995242687,0.988505747,0.994252874,0.986013986
27/05/2013,1,1,1,1,1,1,1,1,1.000581358,1,1,1
28/05/2013,0.998118532,1,1.001088139,0.991407009,0.994499198,1.003436057,1.005907173,1.014192864,1.011814074,1.01744186,1.011560694,1.012056738
29/05/2013,1.000942507,0.993553586,0.992391304,0.993744347,0.993777368,0.993686463,0.990771812,0.987967565,0.990748421,0.982857143,0.988571429,0.978976875
30/05/2013,0.996233522,1.00081103,1.002738226,1.005915813,1.023654917,1.002584536,0.986452159,0.996558115,0.996458011,1,1,0.982820329
31/05/2013,1,1.001620746,1.003276898,0.992988012,1.029451744,0.995059076,0.987982833,0.997077577,0.996639307,0.988372093,0.994219653,0.98616169
03/06/2013,0.996219282,0.991100324,0.991290147,0.99977221,0.993067782,0.984995682,0.987836664,0.981614708,0.989948771,1,1,0.987444609
04/06/2013,1.000948767,1.000816327,1.001647446,0.995063416,1.011634349,1.004054795,1.002638522,1.008279045,0.997183283,1,1,1.008227375
05/06/2013,0.996208531,0.998368679,1,1.003281942,0.979518072,0.989303645,0.988596491,0.984116301,0.981015569,0.982352941,0.98255814,0.980712166
06/06/2013,0.99809705,0.999183007,1.001644737,1.000152149,0.994297216,0.985105914,0.98136646,0.984407058,0.994576135,0.994011976,0.99408284,0.982602118
07/06/2013,1.004766444,1.000817661,1.003284072,0.997565985,0.999325236,0.992720349,0.990958409,1.003056829,1.005453444,0.987951807,0.994047619,1.005388761
10/06/2013,0.989563567,0.994281046,0.992362248,0.992222646,0.972203466,1.00631769,0.999087591,1.006926167,1.00569171,1.012195122,1.005988024,1.003828484
11/06/2013,1.001917546,0.99096138,0.992853216,1.00061477,0.984951962,0.9882287,0.978082192,0.987893796,0.986883281,0.981927711,0.988095238,0.978642258
12/06/2013,0.996172249,1.001658375,1.003875969,1.002841564,0.982254084,0.998525241,0.995331466,0.997214873,0.990554581,1.012269939,1,0.992985191
13/06/2013,1.007684918,1,1.001103144,1.00053607,0.999521417,0.986593956,0.983114447,0.989666248,1.007083504,0.981818182,0.981927711,0.985871272
14/06/2013,1.001906578,1.003311258,1.002203857,1.004668963,1.006823079,1.013012437,1.016221374,1.013404826,1.000541052,1.00617284,1.018404908,1.024681529
17/06/2013,0.997145576,1.000825083,1.000549753,0.994590888,0.992509809,0.998181198,1,1.001670844,1.005813168,1.012269939,1.006024096,1.003885004
18/06/2013,1.002862595,0.996702391,0.995604396,0.995863654,0.994729276,1.003416467,1.000938967,1.007506255,1.011895161,1.006060606,1.005988024,1.006965944
19/06/2013,1,1.00165426,1.001103753,1.003692024,0.976878613,1.000680967,0.994371482,1.000413907,0.991631799,0.993975904,1,0.99923136
20/06/2013,0.992388202,0.988439306,0.991730981,0.985899303,0.964250493,0.985596008,0.975471698,0.980968142,0.979706651,0.975757576,0.982142857,0.973846154
21/06/2013,0.998082454,0.994987469,0.996108949,0.987329965,0.946688826,0.990794016,0.988394584,0.993814143,1.002734482,1,1.006060606,0.981042654
24/06/2013,0.997118156,0.989084803,0.991071429,0.989371752,0.991222147,0.984204413,0.988258317,0.97977083,0.98459231,0.97515528,0.963855422,0.992753623
25/06/2013,0.998073218,0.999151104,1,1.002625925,0.976702997,0.99221147,0.992079208,1.008374242,1.008724553,1.006369427,1.00625,0.99756691
26/06/2013,1.002895753,0.999150382,1.001126126,1.006349206,1.00251081,1.01094196,1.021956088,1.015893471,1.008717738,1.012658228,1.01863354,1.020325203
27/06/2013,1.006737247,1.005952381,1.003937008,1.002287066,0.97551134,1.009058824,1.018554688,1.019309373,1.022388568,1,1,1.023904382
28/06/2013,1.003824092,1.002535926,1.00280112,0.997560784,1.013122236,1.003614317,1.024928092,0.998202434,1.00392705,1.0125,1.012195122,1.023346304
01/07/2013,0.996190476,0.996627319,0.995530726,1.005284745,1.050260453,1.002439591,1.008419083,1.009281064,1.007955977,1,1.006024096,0.996958175
02/07/2013,1.003824092,1.005076142,1.005611672,1.00109847,1.016085791,1.002433654,0.999072356,1.005352731,1.004472801,1.00617284,1.005988024,1.003051106
03/07/2013,0.994285714,1.001683502,1.001674107,0.998432479,0.970184697,0.989248555,0.970287837,0.981023891,0.993517124,0.987730061,0.994047619,0.996958175
04/07/2013,1.001915709,0.994957983,0.994986072,0.997252532,1.019989122,1.010868295,1.007655502,1.020734762,1.016279989,1.01242236,1.011976048,1.006864989
05/07/2013,1.013384321,1,0.997760358,0.991420025,1.013331556,1.019653179,1.027540361,1.013087935,1.017899994,1.024539877,1.023668639,1.025
08/07/2013,0.997169811,0.998310811,0.998316498,0.998253275,0.977371399,1.002494331,0.987060998,1.003498856,0.999872571,1,1.005780347,0.994087214
09/07/2013,1.004730369,1.002538071,1.001124227,1.004533524,1.001480684,1.009047727,1.006554307,1.010057664,1.015739502,1.011976048,1.011494253,1.00669145
10/07/2013,1,1.002531646,1.003368894,1.004275534,1.001612903,1.005940372,1.000930233,1,0.995169385,0.99408284,0.988636364,1.00295421
11/07/2013,0.995291902,1.004208754,1.003357583,1.005755282,1.020397209,1.006239554,1.007434944,1.002655337,1.003971506,1.005952381,1.011494253,1.001472754
12/07/2013,1.000946074,1.004191115,1.00501952,1.009014659,1.032351394,1.004429188,1.007380074,1.001456568,1.002448826,1.01183432,1.005681818,1.008823529
15/07/2013,0.99905482,1,0.998335183,0.997047856,0.983821656,0.999559034,1.006410256,1.002512231,1.003319762,0.994152047,1,1
16/07/2013,1.002838221,1.002504174,1.001667593,1.005064672,1.004272951,0.998345649,1.005459509,1.002242152,0.996816082,1,1,1.000728863
17/07/2013,0.99245283,0.997502082,0.997780244,0.997209086,1.03120165,0.993482103,0.989140271,0.994078168,0.99924845,1,0.994350282,0.989075018
18/07/2013,1,1.005843072,1.004449388,1.001243878,0.978994749,1.002668742,1.006404392,1.005559968,1.00488875,1.005882353,1.005681818,1.002209131
19/07/2013,0.996197719,1,0.99889258,0.995418899,0.998850575,1.004214262,0.992727273,0.995129015,0.996444833,1,1.011299435,1.002204262
22/07/2013,0.999045802,1,0.998891353,1.004836193,1.030814474,1.001546107,0.992673993,0.998412488,0.999061092,1.005847953,0.994413408,0.996334311
23/07/2013,0.99808978,0.999170124,0.997225305,0.992081975,1.048375093,1.004741427,1.013837638,1.005432622,1.000313264,1,1.005617978,1.004415011
24/07/2013,1,0.996677741,0.996104619,0.99170579,1.019876952,1.004499561,1.003639672,0.996837111,0.99574095,1.005813953,1,0.998534799
25/07/2013,1.002870813,1,1,1.002998264,0.967865429,0.988528351,0.992747053,0.997223691,1.005472386,0.98265896,0.988826816,0.988261189
26/07/2013,0.998091603,1.0025,1.002234637,1.004169289,1.00251708,0.998784262,0.99543379,0.994962217,0.993181107,1.005882353,1.005649718,0.994803267
29/07/2013,1.003824092,1.00166251,1.002229654,1.001566784,1.006695361,0.998450813,0.99266055,1.001199201,0.994834971,1,1,0.999253731
30/07/2013,1.002857143,1.001659751,1.000556174,1.001251467,0.999406176,0.998226754,1.002772643,1.005988821,1.010193744,1,1,0.998506348
31/07/2013,1.008547009,1.0008285,1.001111729,0.998437622,1.000594177,0.998889752,0.998156682,1.008334436,1.006267628,1,1.005617978,1.000747943
01/08/2013,0.997175141,1.003311258,1.002220988,0.996948596,0.999643705,1.001556074,1.006463527,1.006035161,1.01258175,1.005847953,1.005586592,1.000747384
02/08/2013,0.995278565,0.990924092,0.990027701,0.999921519,0.979089937,1.004771945,1.004587156,0.997391758,0.99717045,1.005813953,1.011111111,1
05/08/2013,0.996204934,1.001665279,1.001678791,0.997017503,0.982890426,0.9895074,0.992694064,0.996338912,0.998272778,0.994219653,1.005494505,0.988050784
06/08/2013,0.999047619,0.99833749,0.997206704,0.999370228,0.992098765,0.995646836,0.990800368,0.999212598,0.991101773,0.994186047,1,1.001511716
07/08/2013,0.998093422,0.998334721,0.99719888,1.001732966,0.946988552,0.984304933,0.982358403,0.981875493,0.984662385,0.994152047,0.989071038,0.985660377
08/08/2013,1.00191022,1.001668057,1.001685393,0.99646143,1.006701708,0.997835991,0.99905482,1.004414125,1.005255493,1,1.005524862,0.99770291
09/08/2013,0.999046711,1.000832639,1.000560852,0.999210859,1.054039943,1.011756649,1.008514664,1.000665868,1.002834467,1,1,1
12/08/2013,1.000954198,1.000831947,1.000560538,1.001658506,1.024396285,1.000112816,1.010318949,0.999334575,1.004082658,1.005882353,1,1
13/08/2013,0.996186845,0.996674979,0.996078431,0.985965466,1.047388781,1.014326001,1.010213556,1.003329338,1.000813212,1.005847953,1.005494505,1.003069839
14/08/2013,0.994258373,0.99499583,0.993813273,0.997041184,0.989727608,0.99977758,1,0.998407221,0.995562223,1.005813953,0.994535519,0.993114002
15/08/2013,0.994225217,0.997485331,0.997736276,0.996069939,1.017492711,0.990433815,0.993566176,0.983515023,0.983802109,0.98265896,0.983516484,0.98844376
16/08/2013,0.998063892,1.000840336,1.000567215,0.999516869,1.034383954,0.998876909,0.988899167,0.996891052,0.996936822,0.994117647,0.994413408,0.985190959
19/08/2013,0.996120272,0.997481108,0.997732426,0.997985982,0.99468144,0.994378233,0.985032741,0.998644068,0.991486365,1,1.011235955,0.985759494
20/08/2013,1.00292113,1.001683502,1.003409091,1.007991605,0.984515985,0.987336047,0.983855651,0.990495587,1.004777584,0.99408284,0.988888889,0.990369181
21/08/2013,0.998058252,0.998319328,0.998867497,0.998238168,1.019348269,0.998625744,0.996138996,0.997532557,0.993188974,0.994047619,1,1.0089141
22/08/2013,0.998054475,0.997474747,0.998866213,1.005054152,0.978354978,0.999426606,0.996124031,1.005496771,1.014815294,1.005988024,1.005617978,0.999196787
23/08/2013,0.998050682,1.001687764,1.001702611,1.005587484,1.013614704,1.009179575,1.007782101,1.00833675,1.003952569,1.005952381,1.005586592,1.002411576
26/08/2013,1,1,1,1,1,1,1,1,1.0000635,1,1,1
27/08/2013,1.01171875,1.0084246,1.009631728,1.010239721,1.026863667,1.00238772,0.993243243,0.99362971,0.985268906,0.99408284,0.994444444,1.004009623
28/08/2013,1.006756757,1,0.998877666,0.994814175,0.986701548,1.003856624,0.991253644,0.989905879,0.996842173,1,0.988826816,1.001597444
29/08/2013,0.992329818,0.999164578,1,1.001421689,0.978678745,0.99920904,1.007843137,1.00482293,1.006982157,1.005952381,1,0.994417863
30/08/2013,1,1.00083612,1,0.997949365,1.005643978,0.9958159,1.003891051,1.00082282,0.990562404,1,1,1.001603849
02/09/2013,0.990338164,0.994987469,0.994382022,0.994783846,0.991806039,1.004542357,1.006782946,0.99643738,0.998833366,1.00591716,1.011299435,1.000800641
03/09/2013,0.99804878,1.001679261,1.001129944,0.996583777,0.992756904,0.998982591,1.002887392,1.009763476,1.006229317,1,1.005586592,1.0016
04/09/2013,0.996089932,0.997485331,0.997742664,0.998325893,1.011513908,0.996831504,0.99328215,0.993871715,1.00193461,0.988235294,0.994444444,0.990415335
05/09/2013,0.996074583,0.996638655,0.995475113,0.987383215,0.996844359,1.003632648,1.005797101,1.006714168,1.004183562,1.011904762,1.011173184,1.003225806
06/09/2013,1.000985222,0.996627319,0.997727273,1.010998787,0.981006218,1.002940844,1.013448607,0.996325031,1.001345981,1.005882353,1,0.99437299
09/09/2013,0.998031496,1.002538071,1.00284738,0.998160147,1.012677193,0.997293335,1.011374408,1.006010929,1.007937016,0.994152047,1.005524862,1.011317704
10/09/2013,0.99704142,0.994092827,0.994889267,0.98853983,0.987140093,1.01130838,1.018744142,1.010999457,1.009779641,1.011764706,1.016483516,1.014388489
11/09/2013,0.996043521,1.000848896,1,1.002026753,0.964722158,0.99843453,1.00275989,0.996373405,0.99641532,1,1,0.99605989
12/09/2013,1.002979146,1,1.003424658,1.00631068,0.99832696,1.000895957,0.998165138,1.002022108,0.996149962,1,0.989189189,1.001582278
13/09/2013,0.998019802,1,1.000568828,1.00393954,0.962054106,0.992726866,0.993566176,0.99636755,0.999619844,1,1.005464481,0.996050553
16/09/2013,0.999007937,1.009329941,1.004548039,1.003523665,1.006967774,1.007100992,1.008325624,1.002430462,1.002408569,1.005813953,1.005434783,1.007137193
17/09/2013,1.000993049,0.998319328,0.998302207,0.99505227,0.988261461,0.994068271,0.998165138,1.001346983,1.005437875,0.994219653,0.994594595,1
18/09/2013,0.99702381,0.995791246,0.994897959,0.99494747,0.997249312,0.997410493,0.996323529,0.998654829,1.003647569,1,0.994565217,0.997637795
19/09/2013,1.00199005,1.008453085,1.007977208,1.008624859,1.065070211,1.011062197,1.026752768,1.01091056,1.000313303,1.011627907,1.010928962,1.027624309
20/09/2013,1,0.996647108,0.995477671,0.994485735,0.980105945,0.997097242,0.99640611,1.000399734,0.997744926,0.994252874,0.989189189,0.998463902
23/09/2013,1,0.999158957,0.998296422,1.003857281,0.953879414,0.991602284,0.987376014,0.990676612,0.995668006,0.994219653,0.994535519,0.988461538
24/09/2013,1.005958292,1.005050505,1.005688282,1.008645533,0.989801058,0.99898374,1.001826484,1.001344447,1.005233621,1,1,0.99844358
25/09/2013,1,1.005025126,1.005656109,1.005793651,0.99542043,0.995930824,0.994530538,0.993823845,0.994919082,0.994186047,1.005494505,0.992205768
26/09/2013,0.998025666,1.003333333,1.003374578,1.003708672,1.014440895,1.000794461,0.993583868,1.006619832,1.007250489,1,0.989071038,1.000785546
27/09/2013,0.998021761,1.000830565,1.001121076,1.005345912,0.980347695,0.996938081,0.993542435,0.9920816,0.992488733,0.994152047,1,1.001569859
30/09/2013,0.998017839,1.001659751,1.002799552,1.003518924,0.992418401,0.985439654,0.984215413,0.990665584,0.993440969,0.994117647,0.988950276,0.988244514
01/10/2013,0.997020854,0.998342999,0.998324958,1.003194888,0.997410333,0.994112894,0.999056604,0.999726888,1.00857034,1,1.011173184,0.996034893
02/10/2013,1.003984064,1.002489627,1.002237136,0.999067889,0.973127353,0.996516489,1.004721435,0.9979511,0.996097438,0.99408284,0.994475138,1.003184713
03/10/2013,1,0.998344371,0.997767857,1.002254704,1.0089381,1.007923561,1.013157895,1.005201204,0.997472354,1.005952381,1,1.001587302
04/10/2013,1.011904762,1.001658375,1.000559284,0.994725002,0.996429988,1.001618497,1.009276438,1.00585512,1.008995882,1.00591716,1,1
07/10/2013,0.999019608,1.001655629,1.001117943,1.002339546,0.989649682,0.995614035,0.993566176,0.99404359,0.98970302,0.982352941,0.988888889,0.988906498
08/10/2013,0.998037291,0.999173554,0.999441653,1.000700226,1.013944757,1.001738929,1.008325624,0.998093422,0.988263655,1,1,1.006410256
09/10/2013,1.004916421,1.003308519,1.003351955,1.002332452,0.986511505,0.999537091,1.000917431,1.00095511,1.006483502,0.994011976,0.994382022,1.005573248
10/10/2013,0.999021526,0.996702391,0.996659243,0.994570276,1.004557641,1.006599514,1.008249313,1.012540894,1.016136233,1.012048193,1.011299435,1.007917656
11/10/2013,0.998041136,1,0.998324022,0.999532054,0.989324793,1.003795721,1.009090909,1.006865913,1.010230982,1.005952381,1.011173184,1.010997643
14/10/2013,1,1,0.999440403,0.997269039,0.980847046,1.001260456,0.999099099,0.996924723,0.999689345,1.00591716,1.005524862,1.002331002
15/10/2013,1,0.996691481,0.995520717,0.993271262,1.008938394,1.012588693,1.011722272,1.008583691,0.99844624,1.011764706,1.005494505,1.004651163
16/10/2013,0.995093229,0.999170124,0.998312711,0.995588814,1.007768843,0.991410488,0.991087344,1.004255319,1.009337068,0.988372093,0.994535519,0.992283951
17/10/2013,1.003944773,1.004152824,1.003380282,1.008861461,0.994454963,1.009119927,1.001798561,0.995233051,0.998458218,1.011764706,1.010989011,1.01244168
18/10/2013,0.996070727,1.006617039,1.005614823,1.003137009,1.029919761,0.997966561,1,1.006519425,1.006361952,1.005813953,1.010869565,1.003840246
21/10/2013,1,0.998356615,0.997208264,0.996403721,0.998943615,1.004641159,1.003590664,1.004362194,1.003743939,1.005780347,1.010752688,1.003060444
22/10/2013,1.000986193,0.999176955,0.998880179,1.014829345,1.012822208,1.00428169,1.000894454,1.002763885,1.001345237,1,1.005319149,0.998474447
23/10/2013,1.008866995,1.008237232,1.008408072,1.005875986,1.028974158,1.001346348,0.99821269,0.996981231,0.997435271,1.005747126,0.994708995,1.000763942
24/10/2013,0.997070313,1.000816993,1.001111729,0.994465796,0.982496195,0.997535014,0.991942704,1.004212744,1.004775315,1.005714286,1,1.001526718
25/10/2013,0.999020568,0.998367347,0.998334259,1.002859793,1.024012393,1.003369651,0.991877256,0.998033561,0.999268828,1,1,0.996189024
28/10/2013,0.999019608,1.002452984,1.002224694,1.00061657,1.008068583,1.001231389,1.007279345,1.002889794,1.000914634,1,0.994680851,1.007651109
29/10/2013,1.00686948,1.000815661,1.000554939,1.002387738,1.010005003,1.008609123,1.010840108,1.00681074,1.006031069,1.005681818,1.010695187,1.001518603
30/10/2013,1,1.002444988,1.002218525,1.004303058,0.985017335,1.002438754,1.00714924,1.004683231,0.993762868,1.005649718,1,0.99772555
31/10/2013,0.999025341,1.001626016,1.000553403,0.992348891,1.004148334,0.990268716,0.996450754,0.992748932,0.997014198,0.994382022,0.994708995,0.993920973
01/11/2013,1.00097561,0.99512987,0.995022124,0.99460293,0.976715073,1.001675042,0.999109528,1.001956437,1.004094854,0.994350282,0.994680851,1.000764526
04/11/2013,0.998050682,0.999184339,0.998888271,1.001472868,0.978338887,0.999554069,0.994652406,1.001692268,1.005052042,1.005681818,1.010695187,1.002291826
05/11/2013,0.995117188,0.998367347,0.997774068,0.991717625,1.015852221,1.004238233,0.993727599,0.990123457,0.991642442,0.994350282,0.984126984,0.994664634
06/11/2013,0.995093229,0.996729354,0.996095929,0.999375585,0.989037916,0.995224345,0.990081154,1.00472503,0.999022841,1.005681818,1.005376344,0.987739464
